# Per-frame agreement breakdown for reel_c1: mouth optical motion choice vs diarization label
# Note: diar_label shows raw transcript segment speaker; vad_speech gates active speech evaluation.
# frame	vad_speech	mouth_label	diar_label	agree
 670	True 	spk_a  	spk_b  	False
 671	True 	spk_a  	spk_b  	False
 672	True 	spk_b  	spk_b  	True 
 673	True 	spk_a  	spk_b  	False
 674	True 	spk_a  	spk_b  	False
 675	True 	spk_a  	spk_b  	False
 676	True 	spk_a  	spk_b  	False
 677	True 	spk_a  	spk_b  	False
 678	True 	spk_a  	spk_b  	False
 679	True 	spk_a  	spk_b  	False
 680	True 	spk_a  	spk_b  	False
 681	True 	spk_a  	spk_b  	False
 682	True 	spk_b  	spk_b  	True 
 683	True 	spk_a  	spk_b  	False
 684	True 	spk_b  	spk_b  	True 
 685	True 	spk_a  	spk_b  	False
 686	True 	spk_a  	spk_b  	False
 687	False	spk_a  	spk_b  	False
 688	False	spk_a  	spk_b  	False
 689	False	spk_a  	spk_b  	False
 690	True 	spk_b  	spk_b  	True 
 691	True 	spk_b  	spk_b  	True 
 692	True 	spk_b  	spk_b  	True 
 693	True 	spk_b  	spk_b  	True 
 694	True 	spk_b  	spk_b  	True 
 695	True 	spk_b  	spk_b  	True 
 696	True 	spk_b  	spk_b  	True 
 697	True 	spk_b  	spk_b  	True 
 698	True 	spk_b  	spk_b  	True 
 699	True 	spk_a  	spk_b  	False
 700	True 	spk_a  	spk_b  	False
 701	True 	spk_a  	spk_b  	False
 702	True 	spk_a  	spk_b  	False
 703	True 	spk_a  	spk_b  	False
 704	True 	spk_a  	spk_b  	False
 705	True 	spk_b  	spk_b  	True 
 706	True 	spk_b  	spk_b  	True 
 707	True 	spk_b  	spk_b  	True 
 708	True 	spk_b  	spk_b  	True 
 709	True 	spk_b  	spk_b  	True 
 710	True 	spk_a  	spk_b  	False
 711	True 	spk_b  	spk_b  	True 
 712	True 	spk_a  	spk_b  	False
 713	True 	spk_a  	spk_b  	False
 714	True 	spk_a  	spk_b  	False
 715	True 	spk_b  	spk_b  	True 
 716	True 	spk_b  	spk_b  	True 
 717	True 	spk_a  	spk_b  	False
 718	True 	spk_a  	spk_b  	False
 719	True 	spk_a  	spk_b  	False
 720	True 	spk_a  	spk_b  	False
 721	True 	spk_a  	spk_b  	False
 722	True 	spk_b  	spk_b  	True 
 723	True 	spk_b  	spk_b  	True 
 724	True 	spk_b  	spk_b  	True 
 725	True 	spk_b  	spk_b  	True 
 726	False	spk_b  	spk_b  	False
 727	False	spk_b  	spk_b  	False
 728	False	spk_b  	spk_b  	False
 729	False	spk_b  	spk_b  	False
 730	False	spk_b  	spk_b  	False
 731	False	spk_b  	spk_b  	False
 732	False	spk_b  	spk_b  	False
 733	False	spk_b  	spk_b  	False
 734	False	spk_b  	spk_b  	False
 735	True 	spk_b  	spk_b  	True 
 736	True 	spk_b  	spk_b  	True 
 737	True 	spk_b  	spk_b  	True 
 738	True 	spk_b  	spk_b  	True 
 739	True 	spk_b  	spk_b  	True 
 740	True 	spk_b  	spk_b  	True 
 741	True 	spk_b  	spk_b  	True 
 742	True 	spk_b  	spk_b  	True 
 743	True 	spk_b  	spk_b  	True 
 744	True 	spk_b  	spk_b  	True 
 745	True 	spk_b  	spk_b  	True 
 746	True 	spk_b  	spk_b  	True 
 747	True 	spk_b  	spk_b  	True 
 748	True 	spk_b  	spk_b  	True 
 749	True 	spk_b  	spk_b  	True 
 750	True 	spk_b  	spk_b  	True 
 751	True 	spk_b  	spk_b  	True 
 752	True 	spk_b  	spk_b  	True 
 753	True 	spk_b  	spk_b  	True 
 754	True 	spk_b  	spk_b  	True 
 755	True 	spk_b  	spk_b  	True 
 756	True 	spk_b  	spk_b  	True 
 757	True 	spk_b  	spk_b  	True 
 758	True 	spk_b  	spk_b  	True 
 759	True 	spk_b  	spk_b  	True 
 760	True 	spk_b  	spk_b  	True 
 761	True 	spk_b  	spk_b  	True 
 762	True 	spk_b  	spk_b  	True 
 763	True 	spk_b  	spk_b  	True 
 764	True 	spk_b  	spk_b  	True 
 765	True 	spk_b  	spk_b  	True 
 766	True 	spk_b  	spk_b  	True 
 767	True 	spk_b  	spk_b  	True 
 768	True 	spk_b  	spk_b  	True 
 769	True 	spk_b  	spk_b  	True 
 770	True 	spk_b  	spk_b  	True 
 771	True 	spk_b  	spk_b  	True 
 772	True 	spk_b  	spk_b  	True 
 773	True 	spk_b  	spk_b  	True 
 774	True 	spk_b  	spk_b  	True 
 775	True 	spk_b  	spk_b  	True 
 776	True 	spk_b  	spk_b  	True 
 777	True 	spk_b  	spk_b  	True 
 778	True 	spk_b  	spk_b  	True 
 779	True 	spk_b  	spk_b  	True 
 780	True 	spk_b  	spk_b  	True 
 781	True 	spk_b  	spk_b  	True 
 782	True 	spk_b  	spk_b  	True 
 783	True 	spk_b  	spk_b  	True 
 784	True 	spk_b  	spk_b  	True 
 785	True 	spk_b  	spk_b  	True 
 786	True 	spk_b  	spk_b  	True 
 787	True 	spk_b  	spk_b  	True 
 788	True 	spk_b  	spk_b  	True 
 789	True 	spk_b  	spk_b  	True 
 790	True 	spk_b  	spk_b  	True 
 791	True 	spk_b  	spk_b  	True 
 792	True 	spk_b  	spk_b  	True 
 793	True 	spk_b  	spk_b  	True 
 794	True 	spk_b  	spk_b  	True 
 795	True 	spk_b  	spk_b  	True 
 796	True 	spk_b  	spk_b  	True 
 797	True 	spk_b  	spk_b  	True 
 798	True 	spk_b  	spk_b  	True 
 799	True 	spk_b  	spk_b  	True 
 800	True 	spk_b  	spk_b  	True 
 801	True 	spk_b  	spk_b  	True 
 802	True 	spk_b  	spk_b  	True 
 803	True 	spk_b  	spk_b  	True 
 804	True 	spk_b  	spk_b  	True 
 805	True 	spk_b  	spk_b  	True 
 806	True 	spk_b  	spk_b  	True 
 807	True 	spk_b  	spk_b  	True 
 808	True 	spk_b  	spk_b  	True 
 809	True 	spk_b  	spk_b  	True 
 810	True 	spk_b  	spk_b  	True 
 811	True 	spk_b  	spk_b  	True 
 812	True 	spk_b  	spk_b  	True 
 813	True 	spk_b  	spk_b  	True 
 814	True 	spk_b  	spk_b  	True 
 815	True 	spk_b  	spk_b  	True 
 816	True 	spk_b  	spk_b  	True 
 817	True 	spk_b  	spk_b  	True 
 818	True 	spk_b  	spk_b  	True 
 819	True 	spk_b  	spk_b  	True 
 820	True 	spk_b  	spk_b  	True 
 821	True 	spk_b  	spk_b  	True 
 822	True 	spk_b  	spk_b  	True 
 823	True 	spk_b  	spk_b  	True 
 824	True 	spk_a  	spk_b  	False
 825	True 	spk_a  	spk_b  	False
 826	True 	spk_a  	spk_b  	False
 827	True 	spk_a  	spk_b  	False
 828	True 	spk_a  	spk_b  	False
 829	True 	spk_a  	spk_b  	False
 830	True 	spk_a  	spk_b  	False
 831	True 	spk_a  	spk_b  	False
 832	True 	spk_a  	spk_b  	False
 833	True 	spk_a  	spk_b  	False
 834	True 	spk_a  	spk_b  	False
 835	True 	spk_a  	spk_b  	False
 836	True 	spk_a  	spk_b  	False
 837	True 	spk_a  	spk_b  	False
 838	True 	spk_a  	spk_b  	False
 839	True 	spk_a  	spk_b  	False
 840	True 	spk_a  	spk_b  	False
 841	True 	spk_a  	spk_b  	False
 842	True 	spk_a  	spk_b  	False
 843	False	spk_a  	spk_b  	False
 844	False	spk_a  	spk_b  	False
 845	False	spk_a  	spk_b  	False
 846	False	spk_a  	spk_b  	False
 847	False	spk_a  	spk_b  	False
 848	False	spk_b  	spk_b  	False
 849	False	spk_b  	spk_b  	False
 850	False	spk_b  	spk_b  	False
 851	False	spk_b  	spk_b  	False
 852	False	spk_b  	spk_b  	False
 853	False	spk_b  	spk_b  	False
 854	False	spk_b  	spk_b  	False
 855	False	spk_b  	spk_b  	False
 856	False	spk_b  	spk_b  	False
 857	False	spk_b  	spk_b  	False
 858	True 	spk_b  	spk_b  	True 
 859	True 	spk_b  	spk_b  	True 
 860	True 	spk_b  	spk_b  	True 
 861	True 	spk_b  	spk_b  	True 
 862	True 	spk_a  	spk_b  	False
 863	True 	spk_a  	spk_b  	False
 864	True 	spk_a  	spk_b  	False
 865	True 	spk_a  	spk_b  	False
 866	True 	spk_a  	spk_b  	False
 867	True 	spk_b  	spk_b  	True 
 868	True 	spk_b  	spk_b  	True 
 869	True 	spk_b  	spk_b  	True 
 870	True 	spk_b  	spk_b  	True 
 871	True 	spk_b  	spk_b  	True 
 872	True 	spk_b  	spk_b  	True 
 873	True 	spk_b  	spk_b  	True 
 874	True 	spk_b  	spk_b  	True 
 875	True 	spk_b  	spk_b  	True 
 876	True 	spk_a  	spk_b  	False
 877	True 	spk_a  	spk_b  	False
 878	True 	spk_a  	spk_b  	False
 879	True 	spk_a  	spk_b  	False
 880	True 	spk_a  	spk_b  	False
 881	True 	spk_a  	spk_b  	False
 882	True 	spk_a  	spk_b  	False
 883	True 	spk_a  	spk_b  	False
 884	True 	spk_b  	spk_b  	True 
 885	True 	spk_b  	spk_b  	True 
 886	True 	spk_b  	spk_b  	True 
 887	True 	spk_b  	spk_b  	True 
 888	True 	spk_b  	spk_b  	True 
 889	True 	spk_b  	spk_b  	True 
 890	True 	spk_a  	spk_b  	False
 891	True 	spk_a  	spk_b  	False
 892	True 	spk_b  	spk_b  	True 
 893	True 	spk_b  	spk_b  	True 
 894	True 	spk_a  	spk_b  	False
 895	True 	spk_a  	spk_b  	False
 896	True 	spk_a  	spk_b  	False
 897	True 	spk_a  	spk_b  	False
 898	True 	spk_a  	spk_b  	False
 899	True 	spk_a  	spk_b  	False
 900	True 	spk_a  	spk_b  	False
 901	True 	spk_a  	spk_b  	False
 902	True 	spk_a  	spk_b  	False
 903	True 	spk_a  	spk_b  	False
 904	True 	spk_a  	spk_b  	False
 905	True 	spk_a  	spk_b  	False
 906	True 	spk_a  	spk_b  	False
 907	True 	spk_a  	spk_b  	False
 908	True 	spk_a  	spk_b  	False
 909	True 	spk_a  	spk_b  	False
 910	True 	spk_a  	spk_b  	False
 911	True 	spk_a  	spk_b  	False
 912	True 	spk_b  	spk_b  	True 
 913	True 	spk_b  	spk_b  	True 
 914	True 	spk_a  	spk_b  	False
 915	True 	spk_a  	spk_b  	False
 916	True 	spk_a  	spk_b  	False
 917	True 	spk_a  	spk_b  	False
 918	True 	spk_a  	spk_b  	False
 919	True 	spk_a  	spk_b  	False
 920	True 	spk_b  	spk_b  	True 
 921	True 	spk_b  	spk_b  	True 
 922	True 	spk_a  	spk_b  	False
 923	True 	spk_a  	spk_b  	False
 924	True 	spk_a  	spk_b  	False
 925	True 	spk_a  	spk_b  	False
 926	True 	spk_a  	spk_b  	False
 927	True 	spk_a  	spk_b  	False
 928	True 	spk_a  	spk_b  	False
 929	True 	spk_b  	spk_b  	True 
 930	True 	spk_b  	spk_b  	True 
 931	True 	spk_b  	spk_b  	True 
 932	True 	spk_b  	spk_b  	True 
 933	True 	spk_b  	spk_b  	True 
 934	True 	spk_a  	spk_b  	False
 935	True 	spk_a  	spk_b  	False
 936	True 	spk_a  	spk_b  	False
 937	True 	spk_a  	spk_b  	False
 938	True 	spk_a  	spk_b  	False
 939	True 	spk_a  	spk_b  	False
 940	True 	spk_a  	spk_b  	False
 941	True 	spk_a  	spk_b  	False
 942	True 	spk_a  	spk_b  	False
 943	True 	spk_a  	spk_b  	False
 944	True 	spk_a  	spk_b  	False
 945	True 	spk_a  	spk_b  	False
 946	True 	spk_a  	spk_b  	False
 947	True 	spk_a  	spk_b  	False
 948	True 	spk_a  	spk_b  	False
 949	True 	spk_a  	spk_b  	False
 950	True 	spk_a  	spk_b  	False
 951	True 	spk_a  	spk_b  	False
 952	True 	spk_a  	spk_b  	False
 953	True 	spk_b  	spk_b  	True 
 954	True 	spk_b  	spk_b  	True 
 955	True 	spk_b  	spk_b  	True 
 956	True 	spk_b  	spk_b  	True 
 957	True 	spk_b  	spk_b  	True 
 958	True 	spk_b  	spk_b  	True 
 959	True 	spk_b  	spk_b  	True 
 960	True 	spk_b  	spk_b  	True 
 961	True 	spk_b  	spk_b  	True 
 962	True 	spk_b  	spk_b  	True 
 963	False	spk_b  	spk_b  	False
 964	False	spk_b  	spk_b  	False
 965	False	spk_b  	spk_b  	False
 966	False	spk_b  	spk_b  	False
 967	False	spk_b  	spk_b  	False
 968	False	spk_a  	spk_b  	False
 969	False	spk_b  	spk_b  	False
 970	False	spk_b  	spk_b  	False
 971	False	spk_b  	spk_b  	False
 972	False	spk_b  	spk_b  	False
 973	False	spk_b  	spk_b  	False
 974	False	spk_b  	spk_b  	False
 975	False	spk_b  	spk_b  	False
 976	False	spk_b  	spk_b  	False
 977	False	spk_b  	spk_b  	False
 978	True 	spk_b  	spk_b  	True 
 979	True 	spk_b  	spk_b  	True 
 980	True 	spk_b  	spk_b  	True 
 981	True 	spk_b  	spk_b  	True 
 982	True 	spk_b  	spk_b  	True 
 983	True 	spk_b  	spk_b  	True 
 984	True 	spk_b  	spk_b  	True 
 985	True 	spk_b  	spk_b  	True 
 986	True 	spk_b  	spk_b  	True 
 987	True 	spk_b  	spk_b  	True 
 988	True 	spk_b  	spk_b  	True 
 989	True 	spk_b  	spk_b  	True 
 990	True 	spk_b  	spk_b  	True 
 991	True 	spk_b  	spk_b  	True 
 992	True 	spk_b  	spk_b  	True 
 993	True 	spk_b  	spk_b  	True 
 994	True 	spk_b  	spk_b  	True 
 995	True 	spk_b  	spk_b  	True 
 996	True 	spk_b  	spk_b  	True 
 997	True 	spk_b  	spk_b  	True 
 998	True 	spk_b  	spk_b  	True 
 999	True 	spk_b  	spk_b  	True 
1000	True 	spk_a  	spk_b  	False
1001	True 	spk_a  	spk_b  	False
1002	True 	spk_b  	spk_b  	True 
1003	True 	spk_b  	spk_b  	True 
1004	True 	spk_a  	spk_b  	False
1005	True 	spk_a  	spk_b  	False
1006	True 	spk_a  	spk_b  	False
1007	True 	spk_a  	spk_b  	False
1008	True 	spk_a  	spk_b  	False
1009	True 	spk_a  	spk_b  	False
1010	True 	spk_b  	spk_b  	True 
1011	True 	spk_b  	spk_b  	True 
1012	True 	spk_b  	spk_b  	True 
1013	True 	spk_a  	spk_b  	False
1014	True 	spk_a  	spk_b  	False
1015	True 	spk_b  	spk_b  	True 
1016	True 	spk_b  	spk_b  	True 
1017	False	spk_b  	spk_b  	False
1018	False	spk_b  	spk_b  	False
1019	False	spk_b  	spk_b  	False
1020	False	spk_a  	spk_b  	False
1021	False	spk_a  	spk_b  	False
1022	False	spk_a  	spk_b  	False
1023	True 	spk_a  	spk_b  	False
1024	True 	spk_a  	spk_b  	False
1025	True 	spk_a  	spk_b  	False
1026	True 	spk_a  	spk_b  	False
1027	True 	spk_b  	spk_b  	True 
1028	True 	spk_b  	spk_b  	True 
1029	True 	spk_b  	spk_b  	True 
1030	True 	spk_b  	spk_b  	True 
1031	True 	spk_b  	spk_b  	True 
1032	True 	spk_b  	spk_b  	True 
1033	True 	spk_b  	spk_b  	True 
1034	True 	spk_b  	spk_b  	True 
1035	True 	spk_b  	spk_b  	True 
1036	True 	spk_b  	spk_b  	True 
1037	True 	spk_b  	spk_b  	True 
1038	True 	spk_b  	spk_b  	True 
1039	True 	spk_b  	spk_b  	True 
1040	True 	spk_b  	spk_b  	True 
1041	True 	spk_b  	spk_b  	True 
1042	True 	spk_b  	spk_b  	True 
1043	True 	spk_b  	spk_b  	True 
1044	False	spk_b  	spk_b  	False
1045	False	spk_b  	spk_b  	False
1046	False	spk_b  	spk_b  	False
1047	False	spk_b  	spk_b  	False
1048	False	spk_b  	spk_b  	False
1049	False	spk_b  	spk_b  	False
1050	False	spk_b  	spk_b  	False
1051	False	spk_a  	spk_b  	False
1052	False	spk_a  	spk_b  	False
1053	False	spk_a  	spk_b  	False
1054	False	spk_a  	spk_b  	False
1055	False	spk_a  	spk_b  	False
1056	True 	spk_a  	spk_b  	False
1057	True 	spk_a  	spk_b  	False
1058	True 	spk_a  	spk_b  	False
1059	True 	spk_a  	spk_b  	False
1060	True 	spk_a  	spk_b  	False
1061	True 	spk_a  	spk_b  	False
1062	True 	spk_b  	spk_b  	True 
1063	True 	spk_b  	spk_b  	True 
1064	True 	spk_b  	spk_b  	True 
1065	True 	spk_b  	spk_b  	True 
1066	True 	spk_b  	spk_b  	True 
1067	True 	spk_b  	spk_b  	True 
1068	True 	spk_b  	spk_b  	True 
1069	True 	spk_b  	spk_b  	True 
1070	True 	spk_b  	spk_b  	True 
1071	True 	spk_b  	spk_b  	True 
1072	True 	spk_b  	spk_b  	True 
1073	True 	spk_b  	spk_b  	True 
1074	True 	spk_b  	spk_b  	True 
1075	True 	spk_a  	spk_b  	False
1076	True 	spk_a  	spk_b  	False
1077	True 	spk_a  	spk_b  	False
1078	True 	spk_a  	spk_b  	False
1079	True 	spk_a  	spk_b  	False
1080	True 	spk_a  	spk_b  	False
1081	True 	spk_a  	spk_b  	False
1082	True 	spk_a  	spk_b  	False
1083	True 	spk_a  	spk_b  	False
1084	True 	spk_a  	spk_b  	False
1085	True 	spk_b  	spk_b  	True 
1086	True 	spk_a  	spk_b  	False
1087	True 	spk_a  	spk_b  	False
1088	True 	spk_a  	spk_b  	False
1089	False	spk_a  	spk_b  	False
1090	False	spk_a  	spk_b  	False
1091	False	spk_a  	spk_b  	False
1092	False	spk_a  	spk_b  	False
1093	False	spk_a  	spk_b  	False
1094	False	spk_a  	spk_b  	False
1095	False	spk_a  	spk_b  	False
1096	False	spk_a  	spk_b  	False
1097	False	spk_a  	spk_b  	False
1098	False	spk_a  	spk_b  	False
1099	False	spk_a  	spk_b  	False
1100	False	spk_a  	spk_b  	False
1101	False	spk_a  	spk_b  	False
1102	False	spk_a  	spk_b  	False
1103	False	spk_a  	spk_b  	False
1104	False	spk_a  	spk_b  	False
1105	False	spk_a  	spk_b  	False
1106	False	spk_a  	spk_b  	False
1107	False	spk_a  	spk_b  	False
1108	False	spk_a  	spk_b  	False
1109	False	spk_a  	spk_b  	False
1110	False	spk_a  	spk_b  	False
1111	False	spk_a  	spk_b  	False
1112	False	spk_a  	spk_b  	False
1113	False	spk_a  	spk_b  	False
1114	False	spk_a  	spk_b  	False
1115	False	spk_a  	spk_b  	False
1116	False	spk_a  	spk_b  	False
1117	False	spk_a  	spk_b  	False
1118	False	spk_a  	spk_b  	False
1119	False	spk_a  	spk_b  	False
1120	False	spk_a  	spk_b  	False
1121	False	spk_a  	spk_b  	False
1122	True 	spk_a  	spk_b  	False
1123	True 	spk_a  	spk_b  	False
1124	True 	spk_a  	spk_b  	False
1125	True 	spk_a  	spk_b  	False
1126	True 	spk_a  	spk_b  	False
1127	True 	spk_a  	spk_b  	False
1128	True 	spk_a  	spk_b  	False
1129	True 	spk_a  	spk_b  	False
1130	True 	spk_a  	spk_b  	False
1131	True 	spk_a  	spk_b  	False
1132	True 	spk_a  	spk_b  	False
1133	True 	spk_a  	spk_b  	False
1134	True 	spk_a  	spk_b  	False
1135	True 	spk_a  	spk_b  	False
1136	True 	spk_a  	spk_b  	False
1137	True 	spk_a  	spk_b  	False
1138	True 	spk_a  	spk_b  	False
1139	True 	spk_a  	spk_b  	False
1140	True 	spk_a  	spk_b  	False
1141	True 	spk_a  	spk_b  	False
1142	True 	spk_a  	spk_b  	False
1143	True 	spk_a  	spk_b  	False
1144	True 	spk_a  	spk_b  	False
1145	True 	spk_a  	spk_b  	False
1146	True 	spk_a  	spk_b  	False
1147	True 	spk_a  	spk_b  	False
1148	True 	spk_a  	spk_b  	False
1149	True 	spk_a  	spk_b  	False
1150	True 	spk_a  	spk_b  	False
1151	True 	spk_a  	spk_b  	False
1152	True 	spk_a  	spk_b  	False
1153	True 	spk_a  	spk_b  	False
1154	True 	spk_a  	spk_b  	False
1155	True 	spk_a  	spk_b  	False
1156	True 	spk_a  	spk_b  	False
1157	True 	spk_a  	spk_b  	False
1158	True 	spk_a  	spk_b  	False
1159	True 	spk_a  	spk_b  	False
1160	True 	spk_a  	spk_b  	False
1161	True 	spk_a  	spk_b  	False
1162	True 	spk_a  	spk_b  	False
1163	True 	spk_a  	spk_b  	False
1164	True 	spk_a  	spk_b  	False
1165	True 	spk_a  	spk_b  	False
1166	True 	spk_a  	spk_b  	False
1167	True 	spk_a  	spk_b  	False
1168	True 	spk_a  	spk_b  	False
1169	True 	spk_a  	spk_b  	False
1170	True 	spk_a  	spk_b  	False
1171	True 	spk_a  	spk_b  	False
1172	True 	spk_a  	spk_b  	False
1173	True 	spk_a  	spk_b  	False
1174	True 	spk_a  	spk_b  	False
1175	True 	spk_a  	spk_b  	False
1176	True 	spk_a  	spk_b  	False
1177	True 	spk_a  	spk_b  	False
1178	True 	spk_a  	spk_b  	False
1179	True 	spk_a  	spk_b  	False
1180	True 	spk_a  	spk_b  	False
1181	True 	spk_a  	spk_b  	False
1182	True 	spk_a  	spk_b  	False
1183	True 	spk_a  	spk_b  	False
1184	True 	spk_a  	spk_b  	False
1185	True 	spk_a  	spk_b  	False
1186	True 	spk_a  	spk_b  	False
1187	True 	spk_a  	spk_b  	False
1188	False	spk_a  	spk_b  	False
1189	False	spk_a  	spk_b  	False
1190	False	spk_a  	spk_b  	False
1191	False	spk_a  	spk_b  	False
1192	False	spk_a  	spk_b  	False
1193	False	spk_a  	spk_b  	False
1194	False	spk_a  	spk_b  	False
1195	False	spk_a  	spk_b  	False
1196	False	spk_a  	spk_b  	False
1197	False	spk_b  	spk_b  	False
1198	False	spk_b  	spk_b  	False
1199	False	spk_b  	spk_b  	False
