# Frame-by-frame normalized mouth-region optical motion for reel_c1 (945.0s - 985.0s)
# Summary: ma min=0.0002, max=0.8685, eq1.0=0 | mb min=0.0000, max=0.9091, eq1.0=0
# frame_idx	time_sec	mouth_spk_a	mouth_spk_b	diff (a - b)
  74	 947.467	0.0372	0.0354	+0.0017
  75	 947.500	0.0335	0.0837	-0.0502
  76	 947.533	0.0324	0.1189	-0.0865
  77	 947.567	0.0374	0.1276	-0.0902
  78	 947.600	0.0331	0.1357	-0.1026
  79	 947.633	0.0260	0.1256	-0.0997
  80	 947.667	0.0187	0.1578	-0.1391
  81	 947.700	0.0134	0.1954	-0.1820
  82	 947.733	0.0075	0.2159	-0.2084
  83	 947.767	0.0042	0.2053	-0.2011
  84	 947.800	0.0025	0.1914	-0.1889
  85	 947.833	0.0018	0.1416	-0.1398
  86	 947.867	0.0016	0.0657	-0.0641
  87	 947.900	0.0002	0.0327	-0.0326
  88	 947.933	0.2223	0.0353	+0.1870
  89	 947.967	0.2236	0.0694	+0.1542
  90	 948.000	0.2275	0.0469	+0.1806
  91	 948.033	0.2355	0.0469	+0.1886
  92	 948.067	0.2391	0.0726	+0.1665
  93	 948.100	0.0208	0.1120	-0.0911
  94	 948.133	0.0271	0.2778	-0.2507
  95	 948.167	0.0279	0.3770	-0.3491
  96	 948.200	0.0240	0.4628	-0.4389
  97	 948.233	0.0241	0.4698	-0.4456
  98	 948.267	0.0235	0.4641	-0.4405
  99	 948.300	0.0231	0.3038	-0.2808
 100	 948.333	0.0196	0.2163	-0.1967
 101	 948.367	0.0240	0.1319	-0.1079
 102	 948.400	0.0278	0.1685	-0.1407
 103	 948.433	0.0246	0.1323	-0.1077
 104	 948.467	0.0174	0.5310	-0.5136
 105	 948.500	0.0245	0.5091	-0.4846
 106	 948.533	0.0284	0.5077	-0.4793
 107	 948.567	0.0241	0.4384	-0.4143
 108	 948.600	0.0443	0.4384	-0.3941
 109	 948.633	0.0623	0.0000	+0.0623
 110	 948.667	0.0789	0.0074	+0.0715
 111	 948.700	0.2660	0.0074	+0.2586
 112	 948.733	0.2708	0.0080	+0.2628
 113	 948.767	0.2634	0.0180	+0.2454
 114	 948.800	0.2454	0.0290	+0.2164
 115	 948.833	0.2208	0.0279	+0.1928
 116	 948.867	0.0307	0.0296	+0.0011
 117	 948.900	0.0288	0.0291	-0.0003
 118	 948.933	0.0159	0.0191	-0.0031
 119	 948.967	0.0269	0.0080	+0.0189
 120	 949.000	0.0354	0.0017	+0.0338
 121	 949.033	0.0319	0.0000	+0.0319
 122	 949.067	0.2222	0.0000	+0.2222
 123	 949.100	0.2538	0.0000	+0.2538
 124	 949.133	0.2587	0.0000	+0.2587
 125	 949.167	0.2702	0.0612	+0.2090
 126	 949.200	0.2759	0.2848	-0.0089
 127	 949.233	0.0858	0.3777	-0.2919
 128	 949.267	0.0543	0.4676	-0.4134
 129	 949.300	0.0435	0.5193	-0.4758
 130	 949.333	0.0232	0.5186	-0.4954
 131	 949.367	0.0286	0.3571	-0.3284
 132	 949.400	0.0261	0.2954	-0.2693
 133	 949.433	0.0493	0.2055	-0.1561
 134	 949.467	0.0631	0.1537	-0.0906
 135	 949.500	0.2789	0.0933	+0.1856
 136	 949.533	0.2858	0.0437	+0.2421
 137	 949.567	0.2859	0.1081	+0.1779
 138	 949.600	0.2692	0.2591	+0.0101
 139	 949.633	0.2553	0.5463	-0.2910
 140	 949.667	0.0496	0.5849	-0.5354
 141	 949.700	0.0282	0.6169	-0.5887
 142	 949.733	0.0351	0.5405	-0.5054
 143	 949.767	0.0382	0.3922	-0.3539
 144	 949.800	0.0574	0.1050	-0.0476
 145	 949.833	0.2667	0.0663	+0.2004
 146	 949.867	0.2737	0.0219	+0.2518
 147	 949.900	0.4799	0.0027	+0.4772
 148	 949.933	0.6884	0.0000	+0.6884
 149	 949.967	0.6671	0.1187	+0.5485
 150	 950.000	0.4498	0.1187	+0.3312
 151	 950.033	0.4436	0.1187	+0.3249
 152	 950.067	0.2332	0.1498	+0.0834
 153	 950.100	0.0176	0.1505	-0.1329
 154	 950.133	0.2296	0.0352	+0.1944
 155	 950.167	0.2275	0.0372	+0.1903
 156	 950.200	0.2248	0.0372	+0.1876
 157	 950.233	0.2190	0.0123	+0.2067
 158	 950.267	0.2188	0.0116	+0.2072
 159	 950.300	0.0128	0.0082	+0.0046
 160	 950.333	0.0134	0.0062	+0.0072
 161	 950.367	0.0148	0.0062	+0.0086
 162	 950.400	0.0156	0.0329	-0.0173
 163	 950.433	0.0222	0.0418	-0.0196
 164	 950.467	0.0185	0.0675	-0.0490
 165	 950.500	0.0185	0.2092	-0.1907
 166	 950.533	0.0294	0.4038	-0.3744
 167	 950.567	0.0295	0.5561	-0.5266
 168	 950.600	0.0206	0.5472	-0.5267
 169	 950.633	0.0153	0.5215	-0.5062
 170	 950.667	0.0175	0.3798	-0.3623
 171	 950.700	0.2171	0.1852	+0.0319
 172	 950.733	0.2228	0.0000	+0.2228
 173	 950.767	0.2244	0.0000	+0.2244
 174	 950.800	0.2268	0.0000	+0.2268
 175	 950.833	0.2239	0.0000	+0.2239
 176	 950.867	0.0197	0.5200	-0.5003
 177	 950.900	0.0141	0.5439	-0.5298
 178	 950.933	0.0153	0.5796	-0.5643
 179	 950.967	0.0170	0.6401	-0.6231
 180	 951.000	0.0204	0.7186	-0.6981
 181	 951.033	0.0264	0.2486	-0.2223
 182	 951.067	0.0346	0.2465	-0.2120
 183	 951.100	0.2447	0.2567	-0.0121
 184	 951.133	0.2503	0.2559	-0.0056
 185	 951.167	0.2480	0.2239	+0.0241
 186	 951.200	0.2498	0.3020	-0.0522
 187	 951.233	0.2499	0.2977	-0.0479
 188	 951.267	0.0447	0.2625	-0.2177
 189	 951.300	0.0384	0.2063	-0.1679
 190	 951.333	0.0422	0.1608	-0.1187
 191	 951.367	0.0279	0.0327	-0.0048
 192	 951.400	0.0177	0.0217	-0.0040
 193	 951.433	0.0105	0.0546	-0.0441
 194	 951.467	0.0194	0.0704	-0.0510
 195	 951.500	0.0225	0.0843	-0.0618
 196	 951.533	0.0310	0.1031	-0.0721
 197	 951.567	0.0367	0.2431	-0.2064
 198	 951.600	0.0515	0.2133	-0.1618
 199	 951.633	0.0436	0.2313	-0.1877
 200	 951.667	0.0400	0.2538	-0.2138
 201	 951.700	0.0349	0.2965	-0.2616
 202	 951.733	0.0433	0.1784	-0.1351
 203	 951.767	0.0297	0.2368	-0.2071
 204	 951.800	0.0453	0.2050	-0.1598
 205	 951.833	0.0494	0.1923	-0.1429
 206	 951.867	0.0542	0.1648	-0.1105
 207	 951.900	0.0589	0.1364	-0.0774
 208	 951.933	0.0638	0.0642	-0.0004
 209	 951.967	0.0615	0.1126	-0.0512
 210	 952.000	0.0680	0.0922	-0.0242
 211	 952.033	0.0694	0.0971	-0.0277
 212	 952.067	0.0532	0.1089	-0.0557
 213	 952.100	0.0542	0.1398	-0.0856
 214	 952.133	0.0374	0.1534	-0.1160
 215	 952.167	0.0243	0.2017	-0.1774
 216	 952.200	0.0130	0.1928	-0.1798
 217	 952.233	0.0235	0.1810	-0.1575
 218	 952.267	0.0433	0.1557	-0.1123
 219	 952.300	0.0493	0.1646	-0.1153
 220	 952.333	0.0677	0.1120	-0.0443
 221	 952.367	0.0922	0.0881	+0.0042
 222	 952.400	0.0901	0.1143	-0.0242
 223	 952.433	0.2786	0.1399	+0.1387
 224	 952.467	0.2810	0.0953	+0.1858
 225	 952.500	0.2619	0.1460	+0.1159
 226	 952.533	0.2391	0.2756	-0.0365
 227	 952.567	0.2344	0.2494	-0.0150
 228	 952.600	0.0187	0.3287	-0.3100
 229	 952.633	0.0125	0.4009	-0.3885
 230	 952.667	0.0144	0.3782	-0.3639
 231	 952.700	0.0180	0.2597	-0.2418
 232	 952.733	0.0130	0.2817	-0.2687
 233	 952.767	0.0170	0.1786	-0.1617
 234	 952.800	0.0180	0.0846	-0.0666
 235	 952.833	0.0214	0.0749	-0.0535
 236	 952.867	0.0163	0.0942	-0.0779
 237	 952.900	0.0188	0.0966	-0.0777
 238	 952.933	0.0171	0.0976	-0.0805
 239	 952.967	0.0185	0.1162	-0.0977
 240	 953.000	0.0191	0.1306	-0.1114
 241	 953.033	0.0235	0.1196	-0.0961
 242	 953.067	0.0214	0.1166	-0.0952
 243	 953.100	0.0253	0.1270	-0.1017
 244	 953.133	0.0226	0.1214	-0.0989
 245	 953.167	0.0281	0.1232	-0.0951
 246	 953.200	0.2428	0.1246	+0.1181
 247	 953.233	0.2643	0.1044	+0.1599
 248	 953.267	0.2643	0.0923	+0.1720
 249	 953.300	0.2632	0.1088	+0.1543
 250	 953.333	0.2601	0.0945	+0.1655
 251	 953.367	0.0484	0.0785	-0.0302
 252	 953.400	0.0420	0.1232	-0.0812
 253	 953.433	0.0389	0.1774	-0.1384
 254	 953.467	0.0472	0.3099	-0.2626
 255	 953.500	0.2540	0.3039	-0.0499
 256	 953.533	0.2765	0.3248	-0.0483
 257	 953.567	0.2707	0.3161	-0.0454
 258	 953.600	0.2808	0.3816	-0.1008
 259	 953.633	0.2928	0.2362	+0.0566
 260	 953.667	0.0937	0.2291	-0.1353
 261	 953.700	0.0678	0.2043	-0.1365
 262	 953.733	0.0595	0.1767	-0.1172
 263	 953.767	0.0463	0.0643	-0.0181
 264	 953.800	0.0245	0.0376	-0.0131
 265	 953.833	0.0121	0.0497	-0.0376
 266	 953.867	0.0114	0.0470	-0.0357
 267	 953.900	0.0132	0.0375	-0.0243
 268	 953.933	0.0300	0.0467	-0.0167
 269	 953.967	0.0502	0.0962	-0.0460
 270	 954.000	0.0569	0.1038	-0.0469
 271	 954.033	0.0738	0.1102	-0.0364
 272	 954.067	0.0773	0.1347	-0.0574
 273	 954.100	0.0662	0.1411	-0.0749
 274	 954.133	0.0557	0.1262	-0.0704
 275	 954.167	0.0568	0.1174	-0.0606
 276	 954.200	0.0459	0.1146	-0.0687
 277	 954.233	0.0478	0.1032	-0.0554
 278	 954.267	0.0501	0.1041	-0.0540
 279	 954.300	0.0488	0.0771	-0.0283
 280	 954.333	0.0399	0.0590	-0.0191
 281	 954.367	0.0352	0.0583	-0.0230
 282	 954.400	0.2347	0.0656	+0.1691
 283	 954.433	0.2334	0.0845	+0.1490
 284	 954.467	0.2334	0.1144	+0.1189
 285	 954.500	0.2362	0.1328	+0.1034
 286	 954.533	0.2405	0.1477	+0.0928
 287	 954.567	0.0343	0.1950	-0.1607
 288	 954.600	0.0335	0.2116	-0.1781
 289	 954.633	0.0291	0.2245	-0.1954
 290	 954.667	0.0261	0.2138	-0.1877
 291	 954.700	0.0220	0.2533	-0.2313
 292	 954.733	0.2285	0.2489	-0.0203
 293	 954.767	0.2263	0.1942	+0.0320
 294	 954.800	0.2341	0.2164	+0.0177
 295	 954.833	0.2343	0.2810	-0.0467
 296	 954.867	0.2387	0.2551	-0.0165
 297	 954.900	0.0304	0.2175	-0.1871
 298	 954.933	0.2384	0.2645	-0.0261
 299	 954.967	0.2377	0.2598	-0.0221
 300	 955.000	0.2457	0.2238	+0.0219
 301	 955.033	0.2628	0.2308	+0.0320
 302	 955.067	0.2679	0.2571	+0.0109
 303	 955.100	0.0691	0.2368	-0.1677
 304	 955.133	0.0643	0.2102	-0.1458
 305	 955.167	0.0592	0.2463	-0.1871
 306	 955.200	0.0488	0.2625	-0.2138
 307	 955.233	0.0594	0.2353	-0.1759
 308	 955.267	0.0497	0.2687	-0.2189
 309	 955.300	0.0670	0.3033	-0.2364
 310	 955.333	0.0904	0.2479	-0.1575
 311	 955.367	0.2818	0.2489	+0.0329
 312	 955.400	0.2849	0.2617	+0.0231
 313	 955.433	0.2992	0.1906	+0.1086
 314	 955.467	0.2966	0.1227	+0.1739
 315	 955.500	0.2728	0.1125	+0.1603
 316	 955.533	0.0692	0.0525	+0.0168
 317	 955.567	0.0558	0.0480	+0.0078
 318	 955.600	0.0383	0.0563	-0.0180
 319	 955.633	0.0267	0.0545	-0.0278
 320	 955.667	0.0316	0.0517	-0.0202
 321	 955.700	0.0449	0.0610	-0.0161
 322	 955.733	0.0669	0.0477	+0.0192
 323	 955.767	0.2828	0.0514	+0.2315
 324	 955.800	0.3037	0.0532	+0.2505
 325	 955.833	0.3039	0.0625	+0.2414
 326	 955.867	0.3066	0.0654	+0.2412
 327	 955.900	0.2825	0.0455	+0.2370
 328	 955.933	0.0688	0.0473	+0.0215
 329	 955.967	0.0420	0.0705	-0.0285
 330	 956.000	0.0493	0.0783	-0.0290
 331	 956.033	0.0298	0.0947	-0.0649
 332	 956.067	0.0406	0.1675	-0.1269
 333	 956.100	0.0441	0.2067	-0.1626
 334	 956.133	0.0569	0.2051	-0.1482
 335	 956.167	0.0476	0.3461	-0.2985
 336	 956.200	0.0594	0.3795	-0.3201
 337	 956.233	0.2622	0.3719	-0.1097
 338	 956.267	0.2612	0.3882	-0.1270
 339	 956.300	0.2494	0.3636	-0.1142
 340	 956.333	0.2430	0.2433	-0.0003
 341	 956.367	0.2325	0.2193	+0.0132
 342	 956.400	0.0226	0.1716	-0.1490
 343	 956.433	0.0226	0.2164	-0.1939
 344	 956.467	0.2361	0.2113	+0.0247
 345	 956.500	0.2421	0.1696	+0.0725
 346	 956.533	0.2505	0.1470	+0.1035
 347	 956.567	0.2528	0.1437	+0.1091
 348	 956.600	0.2558	0.0427	+0.2130
 349	 956.633	0.0379	0.0596	-0.0217
 350	 956.667	0.0302	0.0809	-0.0507
 351	 956.700	0.0262	0.0997	-0.0735
 352	 956.733	0.0219	0.1163	-0.0944
 353	 956.767	0.0206	0.1937	-0.1730
 354	 956.800	0.0231	0.2080	-0.1849
 355	 956.833	0.0223	0.2201	-0.1978
 356	 956.867	0.0199	0.1990	-0.1791
 357	 956.900	0.0279	0.1812	-0.1533
 358	 956.933	0.0307	0.1197	-0.0890
 359	 956.967	0.0295	0.1046	-0.0751
 360	 957.000	0.0400	0.0740	-0.0340
 361	 957.033	0.0482	0.0828	-0.0346
 362	 957.067	0.0347	0.1146	-0.0799
 363	 957.100	0.0302	0.1299	-0.0996
 364	 957.133	0.0374	0.1325	-0.0951
 365	 957.167	0.0311	0.3661	-0.3350
 366	 957.200	0.0212	0.3464	-0.3252
 367	 957.233	0.0216	0.3087	-0.2871
 368	 957.267	0.0183	0.2716	-0.2532
 369	 957.300	0.0120	0.2558	-0.2438
 370	 957.333	0.0091	0.0225	-0.0135
 371	 957.367	0.0082	0.2329	-0.2247
 372	 957.400	0.0079	0.2338	-0.2259
 373	 957.433	0.0074	0.2408	-0.2335
 374	 957.467	0.0072	0.3027	-0.2955
 375	 957.500	0.0060	0.3664	-0.3604
 376	 957.533	0.0067	0.2022	-0.1955
 377	 957.567	0.2281	0.2161	+0.0119
 378	 957.600	0.2270	0.2356	-0.0086
 379	 957.633	0.2275	0.1709	+0.0567
 380	 957.667	0.2287	0.1216	+0.1071
 381	 957.700	0.2279	0.0834	+0.1446
 382	 957.733	0.0066	0.0614	-0.0548
 383	 957.767	0.0066	0.0277	-0.0212
 384	 957.800	0.0048	0.0372	-0.0325
 385	 957.833	0.0060	0.0314	-0.0254
 386	 957.867	0.0063	0.0989	-0.0926
 387	 957.900	0.0068	0.1824	-0.1755
 388	 957.933	0.2187	0.1996	+0.0190
 389	 957.967	0.2181	0.2090	+0.0091
 390	 958.000	0.2261	0.2194	+0.0066
 391	 958.033	0.2247	0.2039	+0.0208
 392	 958.067	0.2230	0.1494	+0.0736
 393	 958.100	0.0111	0.1642	-0.1531
 394	 958.133	0.0126	0.1626	-0.1500
 395	 958.167	0.0014	0.1427	-0.1413
 396	 958.200	0.0014	0.1440	-0.1425
 397	 958.233	0.0035	0.1164	-0.1129
 398	 958.267	0.0108	0.0843	-0.0735
 399	 958.300	0.0137	0.1332	-0.1195
 400	 958.333	0.0154	0.1923	-0.1769
 401	 958.367	0.0166	0.1537	-0.1371
 402	 958.400	0.0187	0.1581	-0.1395
 403	 958.433	0.0128	0.1728	-0.1600
 404	 958.467	0.0098	0.1111	-0.1013
 405	 958.500	0.0099	0.1051	-0.0952
 406	 958.533	0.0098	0.1579	-0.1481
 407	 958.567	0.0069	0.1521	-0.1452
 408	 958.600	0.0117	0.1375	-0.1258
 409	 958.633	0.0115	0.1329	-0.1214
 410	 958.667	0.0115	0.0780	-0.0665
 411	 958.700	0.0113	0.0006	+0.0108
 412	 958.733	0.0115	0.0107	+0.0008
 413	 958.767	0.0069	0.0107	-0.0039
 414	 958.800	0.0076	0.0370	-0.0294
 415	 958.833	0.0066	0.0423	-0.0357
 416	 958.867	0.0068	0.0482	-0.0414
 417	 958.900	0.0066	0.0589	-0.0523
 418	 958.933	0.0063	0.1974	-0.1911
 419	 958.967	0.0053	0.1911	-0.1858
 420	 959.000	0.0051	0.2582	-0.2530
 421	 959.033	0.0113	0.2522	-0.2409
 422	 959.067	0.0104	0.2314	-0.2209
 423	 959.100	0.0096	0.1027	-0.0931
 424	 959.133	0.0089	0.0826	-0.0738
 425	 959.167	0.0089	0.0142	-0.0053
 426	 959.200	0.0029	0.0284	-0.0255
 427	 959.233	0.0036	0.0510	-0.0474
 428	 959.267	0.0038	0.0706	-0.0668
 429	 959.300	0.0050	0.1208	-0.1158
 430	 959.333	0.0057	0.1672	-0.1615
 431	 959.367	0.0104	0.2002	-0.1899
 432	 959.400	0.0093	0.2159	-0.2066
 433	 959.433	0.0086	0.2084	-0.1998
 434	 959.467	0.0088	0.1582	-0.1493
 435	 959.500	0.0076	0.1074	-0.0999
 436	 959.533	0.0016	0.0602	-0.0586
 437	 959.567	0.0023	0.0220	-0.0197
 438	 959.600	0.2170	0.0166	+0.2004
 439	 959.633	0.2160	0.0166	+0.1993
 440	 959.667	0.2251	0.0166	+0.2085
 441	 959.700	0.2270	0.0166	+0.2103
 442	 959.733	0.2329	0.0166	+0.2163
 443	 959.767	0.2341	0.0000	+0.2341
 444	 959.800	0.2660	0.1844	+0.0817
 445	 959.833	0.2740	0.1881	+0.0859
 446	 959.867	0.3063	0.2285	+0.0778
 447	 959.900	0.3060	0.2285	+0.0775
 448	 959.933	0.1030	0.2285	-0.1256
 449	 959.967	0.0828	0.2631	-0.1804
 450	 960.000	0.0778	0.2594	-0.1816
 451	 960.033	0.0436	0.2190	-0.1753
 452	 960.067	0.0373	0.2190	-0.1817
 453	 960.100	0.0317	0.2190	-0.1872
 454	 960.133	0.0419	0.0052	+0.0367
 455	 960.167	0.0427	0.0065	+0.0362
 456	 960.200	0.0917	0.0115	+0.0801
 457	 960.233	0.3189	0.0115	+0.3074
 458	 960.267	0.3438	0.0115	+0.3322
 459	 960.300	0.3407	0.0064	+0.3343
 460	 960.333	0.3550	0.0050	+0.3499
 461	 960.367	0.3132	0.2663	+0.0469
 462	 960.400	0.0892	0.2816	-0.1924
 463	 960.433	0.0694	0.2816	-0.2122
 464	 960.467	0.0501	0.2816	-0.2315
 465	 960.500	0.0228	0.2816	-0.2588
 466	 960.533	0.0328	0.0451	-0.0123
 467	 960.567	0.0436	0.0955	-0.0519
 468	 960.600	0.0538	0.1254	-0.0716
 469	 960.633	0.0775	0.1255	-0.0480
 470	 960.667	0.0957	0.1255	-0.0298
 471	 960.700	0.0906	0.0957	-0.0051
 472	 960.733	0.0960	0.0300	+0.0660
 473	 960.767	0.2847	0.0317	+0.2530
 474	 960.800	0.4742	0.0316	+0.4427
 475	 960.833	0.4612	0.0316	+0.4296
 476	 960.867	0.4503	0.0316	+0.4188
 477	 960.900	0.4425	0.0316	+0.4109
 478	 960.933	0.2345	0.0000	+0.2345
 479	 960.967	0.0289	0.2776	-0.2488
 480	 961.000	0.0373	0.3106	-0.2733
 481	 961.033	0.0396	0.3397	-0.3001
 482	 961.067	0.0390	0.3624	-0.3234
 483	 961.100	0.0427	0.3658	-0.3231
 484	 961.133	0.0471	0.0882	-0.0411
 485	 961.167	0.2365	0.0552	+0.1813
 486	 961.200	0.4411	0.0260	+0.4150
 487	 961.233	0.4405	0.0034	+0.4371
 488	 961.267	0.4422	0.0000	+0.4422
 489	 961.300	0.4360	0.1113	+0.3248
 490	 961.333	0.2459	0.1113	+0.1347
 491	 961.367	0.0610	0.1113	-0.0503
 492	 961.400	0.0550	0.2407	-0.1857
 493	 961.433	0.2690	0.2812	-0.0122
 494	 961.467	0.2810	0.2285	+0.0525
 495	 961.500	0.2825	0.2383	+0.0442
 496	 961.533	0.2635	0.2663	-0.0028
 497	 961.567	0.2714	0.2364	+0.0350
 498	 961.600	0.0656	0.2652	-0.1996
 499	 961.633	0.2567	0.2430	+0.0137
 500	 961.667	0.2429	0.3470	-0.1041
 501	 961.700	0.2552	0.4330	-0.1778
 502	 961.733	0.2430	0.4774	-0.2343
 503	 961.767	0.2327	0.4081	-0.1754
 504	 961.800	0.2380	0.3717	-0.1337
 505	 961.833	0.2539	0.2578	-0.0039
 506	 961.867	0.2465	0.1493	+0.0971
 507	 961.900	0.2588	0.0055	+0.2534
 508	 961.933	0.2532	0.0055	+0.2477
 509	 961.967	0.0524	0.0055	+0.0470
 510	 962.000	0.2434	0.0055	+0.2379
 511	 962.033	0.2492	0.2525	-0.0033
 512	 962.067	0.2509	0.2525	-0.0016
 513	 962.100	0.2587	0.2872	-0.0285
 514	 962.133	0.2543	0.2872	-0.0329
 515	 962.167	0.0496	0.2920	-0.2424
 516	 962.200	0.0526	0.1702	-0.1176
 517	 962.233	0.0425	0.2129	-0.1704
 518	 962.267	0.0403	0.1782	-0.1379
 519	 962.300	0.0348	0.1952	-0.1605
 520	 962.333	0.0349	0.1920	-0.1572
 521	 962.367	0.0277	0.0628	-0.0352
 522	 962.400	0.0278	0.0542	-0.0264
 523	 962.433	0.0269	0.1334	-0.1064
 524	 962.467	0.0284	0.1675	-0.1391
 525	 962.500	0.0293	0.2444	-0.2151
 526	 962.533	0.0268	0.2625	-0.2357
 527	 962.567	0.0311	0.2501	-0.2190
 528	 962.600	0.0298	0.1893	-0.1595
 529	 962.633	0.0278	0.1499	-0.1221
 530	 962.667	0.0275	0.0911	-0.0636
 531	 962.700	0.0285	0.1355	-0.1070
 532	 962.733	0.0222	0.2006	-0.1784
 533	 962.767	0.0210	0.2368	-0.2157
 534	 962.800	0.0215	0.3043	-0.2828
 535	 962.833	0.0292	0.3363	-0.3071
 536	 962.867	0.0212	0.3501	-0.3289
 537	 962.900	0.0265	0.2784	-0.2519
 538	 962.933	0.0231	0.2407	-0.2176
 539	 962.967	0.0197	0.1615	-0.1417
 540	 963.000	0.0099	0.1216	-0.1117
 541	 963.033	0.0095	0.0598	-0.0503
 542	 963.067	0.0061	0.0448	-0.0387
 543	 963.100	0.0108	0.0278	-0.0170
 544	 963.133	0.0109	0.0278	-0.0169
 545	 963.167	0.0137	0.0160	-0.0023
 546	 963.200	0.0161	0.0000	+0.0161
 547	 963.233	0.0194	0.0000	+0.0194
 548	 963.267	0.0147	0.0000	+0.0147
 549	 963.300	0.2328	0.0000	+0.2328
 550	 963.333	0.4439	0.0032	+0.4407
 551	 963.367	0.4437	0.0035	+0.4402
 552	 963.400	0.6514	0.0206	+0.6308
 553	 963.433	0.8685	0.0934	+0.7751
 554	 963.467	0.6518	0.1243	+0.5275
 555	 963.500	0.4372	0.1211	+0.3160
 556	 963.533	0.4421	0.1208	+0.3213
 557	 963.567	0.2282	0.1037	+0.1245
 558	 963.600	0.0122	0.0316	-0.0194
 559	 963.633	0.0237	0.0235	+0.0002
 560	 963.667	0.0241	0.0534	-0.0293
 561	 963.700	0.0167	0.0897	-0.0730
 562	 963.733	0.0176	0.1172	-0.0995
 563	 963.767	0.0189	0.1421	-0.1232
 564	 963.800	0.0093	0.1390	-0.1298
 565	 963.833	0.0131	0.1341	-0.1210
 566	 963.867	0.0146	0.1233	-0.1086
 567	 963.900	0.0143	0.1135	-0.0992
 568	 963.933	0.0193	0.1060	-0.0867
 569	 963.967	0.0185	0.1040	-0.0855
 570	 964.000	0.0156	0.0942	-0.0786
 571	 964.033	0.0173	0.0811	-0.0638
