# Frame-by-frame normalized mouth-region optical motion for reel_c1 (945.0s - 985.0s)
# Summary: ma min=0.0002, max=0.8685, eq1.0=0 | mb min=0.0000, max=0.9091, eq1.0=0
# frame_idx	time_sec	mouth_spk_a	mouth_spk_b	diff (a - b)
 572	 964.067	0.0231	0.0699	-0.0468
 573	 964.100	0.0294	0.0634	-0.0340
 574	 964.133	0.0348	0.0544	-0.0196
 575	 964.167	0.0341	0.0477	-0.0136
 576	 964.200	0.0303	0.0379	-0.0076
 577	 964.233	0.0230	0.0414	-0.0185
 578	 964.267	0.0102	0.0423	-0.0321
 579	 964.300	0.0060	0.0525	-0.0465
 580	 964.333	0.0079	0.0593	-0.0514
 581	 964.367	0.0110	0.0567	-0.0457
 582	 964.400	0.0129	0.0468	-0.0338
 583	 964.433	0.0216	0.0344	-0.0128
 584	 964.467	0.0180	0.0154	+0.0026
 585	 964.500	0.0233	0.0000	+0.0233
 586	 964.533	0.0233	0.0000	+0.0233
 587	 964.567	0.0223	0.0000	+0.0223
 588	 964.600	0.0242	0.0000	+0.0242
 589	 964.633	0.0282	0.0065	+0.0216
 590	 964.667	0.0327	0.0065	+0.0262
 591	 964.700	0.0333	0.0065	+0.0267
 592	 964.733	0.0365	0.0065	+0.0299
 593	 964.767	0.0264	0.0065	+0.0199
 594	 964.800	0.0255	0.0000	+0.0255
 595	 964.833	0.0138	0.0117	+0.0021
 596	 964.867	0.0101	0.0404	-0.0303
 597	 964.900	0.0059	0.0850	-0.0791
 598	 964.933	0.0073	0.1220	-0.1147
 599	 964.967	0.0042	0.1317	-0.1275
 600	 965.000	0.0028	0.1200	-0.1172
 601	 965.033	0.0124	0.0962	-0.0838
 602	 965.067	0.2226	0.0616	+0.1610
 603	 965.100	0.2198	0.0246	+0.1952
 604	 965.133	0.2233	0.0149	+0.2084
 605	 965.167	0.2272	0.0149	+0.2123
 606	 965.200	0.2190	0.1983	+0.0207
 607	 965.233	0.0161	0.4003	-0.3842
 608	 965.267	0.0169	0.4182	-0.4012
 609	 965.300	0.2296	0.4182	-0.1886
 610	 965.333	0.2272	0.4188	-0.1915
 611	 965.367	0.2271	0.2351	-0.0079
 612	 965.400	0.4375	0.0290	+0.4085
 613	 965.433	0.4387	0.0166	+0.4221
 614	 965.467	0.2290	0.0241	+0.2049
 615	 965.500	0.2326	0.0483	+0.1843
 616	 965.533	0.2344	0.0437	+0.1906
 617	 965.567	0.0167	0.0437	-0.0270
 618	 965.600	0.0146	0.1475	-0.1329
 619	 965.633	0.0081	0.1733	-0.1652
 620	 965.667	0.0047	0.1490	-0.1443
 621	 965.700	0.0032	0.1490	-0.1458
 622	 965.733	0.0100	0.1458	-0.1358
 623	 965.767	0.2226	0.0382	+0.1845
 624	 965.800	0.2243	0.0117	+0.2126
 625	 965.833	0.2250	0.0191	+0.2059
 626	 965.867	0.2278	0.0301	+0.1977
 627	 965.900	0.2212	0.0386	+0.1826
 628	 965.933	0.0097	0.0412	-0.0316
 629	 965.967	0.2207	0.0348	+0.1860
 630	 966.000	0.4321	0.0269	+0.4052
 631	 966.033	0.4422	0.0160	+0.4263
 632	 966.067	0.4430	0.0046	+0.4384
 633	 966.100	0.4458	0.0004	+0.4454
 634	 966.133	0.2409	0.0000	+0.2409
 635	 966.167	0.0302	0.0000	+0.0302
 636	 966.200	0.0172	0.0000	+0.0172
 637	 966.233	0.0181	0.0000	+0.0181
 638	 966.267	0.0157	0.0000	+0.0157
 639	 966.300	0.0101	0.0000	+0.0101
 640	 966.333	0.0084	0.0000	+0.0084
 641	 966.367	0.0081	0.0000	+0.0081
 642	 966.400	0.0080	0.0000	+0.0080
 643	 966.433	0.0065	0.0560	-0.0495
 644	 966.467	0.0048	0.1894	-0.1846
 645	 966.500	0.0034	0.1894	-0.1859
 646	 966.533	0.0043	0.1894	-0.1851
 647	 966.567	0.0024	0.1894	-0.1869
 648	 966.600	0.0034	0.1548	-0.1514
 649	 966.633	0.0042	0.0756	-0.0713
 650	 966.667	0.0060	0.1170	-0.1110
 651	 966.700	0.0056	0.1488	-0.1432
 652	 966.733	0.0066	0.1801	-0.1734
 653	 966.767	0.2186	0.1601	+0.0585
 654	 966.800	0.2232	0.1060	+0.1172
 655	 966.833	0.2270	0.0655	+0.1615
 656	 966.867	0.4411	0.0337	+0.4074
 657	 966.900	0.4505	0.0024	+0.4481
 658	 966.933	0.2493	0.0009	+0.2484
 659	 966.967	0.4564	0.0009	+0.4555
 660	 967.000	0.6617	0.0026	+0.6591
 661	 967.033	0.4475	0.0711	+0.3764
 662	 967.067	0.4370	0.1559	+0.2811
 663	 967.100	0.4252	0.1614	+0.2638
 664	 967.133	0.2126	0.1886	+0.0240
 665	 967.167	0.0031	0.1860	-0.1829
 666	 967.200	0.2127	0.1379	+0.0749
 667	 967.233	0.4242	0.0779	+0.3464
 668	 967.267	0.4253	0.0925	+0.3328
 669	 967.300	0.4263	0.0810	+0.3453
 670	 967.333	0.4249	0.0977	+0.3273
 671	 967.367	0.2227	0.0781	+0.1445
 672	 967.400	0.0264	0.0689	-0.0425
 673	 967.433	0.2363	0.0981	+0.1382
 674	 967.467	0.2670	0.1329	+0.1341
 675	 967.500	0.3041	0.1164	+0.1877
 676	 967.533	0.3140	0.1156	+0.1983
 677	 967.567	0.3215	0.1001	+0.2214
 678	 967.600	0.1161	0.0507	+0.0653
 679	 967.633	0.0982	0.0003	+0.0979
 680	 967.667	0.0716	0.0000	+0.0716
 681	 967.700	0.0546	0.0000	+0.0546
 682	 967.733	0.0470	0.0549	-0.0079
 683	 967.767	0.0570	0.0549	+0.0021
 684	 967.800	0.0642	0.0783	-0.0142
 685	 967.833	0.2761	0.1231	+0.1530
 686	 967.867	0.3107	0.1857	+0.1250
 687	 967.900	0.3209	0.1989	+0.1220
 688	 967.933	0.3321	0.2506	+0.0816
 689	 967.967	0.3155	0.2565	+0.0590
 690	 968.000	0.1012	0.2306	-0.1294
 691	 968.033	0.0790	0.1732	-0.0942
 692	 968.067	0.0596	0.1515	-0.0919
 693	 968.100	0.0473	0.1799	-0.1325
 694	 968.133	0.0621	0.1946	-0.1325
 695	 968.167	0.0722	0.1793	-0.1071
 696	 968.200	0.0920	0.1981	-0.1061
 697	 968.233	0.0910	0.2203	-0.1294
 698	 968.267	0.0953	0.2207	-0.1255
 699	 968.300	0.2921	0.2315	+0.0606
 700	 968.333	0.4821	0.2504	+0.2317
 701	 968.367	0.4529	0.2263	+0.2266
 702	 968.400	0.4510	0.1577	+0.2933
 703	 968.433	0.4490	0.0772	+0.3718
 704	 968.467	0.2425	0.1358	+0.1067
 705	 968.500	0.0415	0.2192	-0.1777
 706	 968.533	0.0421	0.3120	-0.2699
 707	 968.567	0.0470	0.4222	-0.3752
 708	 968.600	0.0324	0.4346	-0.4022
 709	 968.633	0.0390	0.3388	-0.2999
 710	 968.667	0.2512	0.2478	+0.0033
 711	 968.700	0.2655	0.2719	-0.0064
 712	 968.733	0.2724	0.1713	+0.1011
 713	 968.767	0.2730	0.2369	+0.0361
 714	 968.800	0.2693	0.2326	+0.0367
 715	 968.833	0.0634	0.2835	-0.2201
 716	 968.867	0.0554	0.1990	-0.1436
 717	 968.900	0.2574	0.1925	+0.0649
 718	 968.933	0.2661	0.1145	+0.1516
 719	 968.967	0.2627	0.1265	+0.1362
 720	 969.000	0.2526	0.1930	+0.0596
 721	 969.033	0.2530	0.1899	+0.0632
 722	 969.067	0.0411	0.1929	-0.1518
 723	 969.100	0.0343	0.1929	-0.1585
 724	 969.133	0.0288	0.1700	-0.1412
 725	 969.167	0.0332	0.0454	-0.0123
 726	 969.200	0.0260	0.0646	-0.0386
 727	 969.233	0.0244	0.0586	-0.0342
 728	 969.267	0.0269	0.0821	-0.0552
 729	 969.300	0.0385	0.0796	-0.0411
 730	 969.333	0.0338	0.0827	-0.0489
 731	 969.367	0.0376	0.0541	-0.0165
 732	 969.400	0.0404	0.0752	-0.0348
 733	 969.433	0.0473	0.0732	-0.0259
 734	 969.467	0.0375	0.1553	-0.1178
 735	 969.500	0.0367	0.1445	-0.1079
 736	 969.533	0.0393	0.2817	-0.2424
 737	 969.567	0.0335	0.2667	-0.2332
 738	 969.600	0.0272	0.2543	-0.2271
 739	 969.633	0.0217	0.1856	-0.1639
 740	 969.667	0.0211	0.1961	-0.1750
 741	 969.700	0.0118	0.0510	-0.0392
 742	 969.733	0.0198	0.0571	-0.0372
 743	 969.767	0.0138	0.0681	-0.0543
 744	 969.800	0.0151	0.0719	-0.0568
 745	 969.833	0.0184	0.0727	-0.0544
 746	 969.867	0.0192	0.0701	-0.0509
 747	 969.900	0.0273	0.0652	-0.0379
 748	 969.933	0.0284	0.0611	-0.0328
 749	 969.967	0.0279	0.0568	-0.0289
 750	 970.000	0.0263	0.0672	-0.0409
 751	 970.033	0.0247	0.0772	-0.0525
 752	 970.067	0.0119	0.0960	-0.0841
 753	 970.100	0.0105	0.1162	-0.1057
 754	 970.133	0.0152	0.2806	-0.2654
 755	 970.167	0.0117	0.3300	-0.3183
 756	 970.200	0.0109	0.4130	-0.4021
 757	 970.233	0.0151	0.4294	-0.4143
 758	 970.267	0.0155	0.4644	-0.4489
 759	 970.300	0.0112	0.3291	-0.3179
 760	 970.333	0.0126	0.3456	-0.3330
 761	 970.367	0.0130	0.2878	-0.2748
 762	 970.400	0.0077	0.2596	-0.2519
 763	 970.433	0.0058	0.2464	-0.2406
 764	 970.467	0.0078	0.2563	-0.2484
 765	 970.500	0.0086	0.2325	-0.2239
 766	 970.533	0.0077	0.2595	-0.2518
 767	 970.567	0.0117	0.3566	-0.3450
 768	 970.600	0.0117	0.4027	-0.3911
 769	 970.633	0.2219	0.5039	-0.2819
 770	 970.667	0.2208	0.5140	-0.2932
 771	 970.700	0.4368	0.5941	-0.1573
 772	 970.733	0.4390	0.5745	-0.1355
 773	 970.767	0.4517	0.6171	-0.1654
 774	 970.800	0.2402	0.7070	-0.4668
 775	 970.833	0.2457	0.6549	-0.4092
 776	 970.867	0.0351	0.5032	-0.4682
 777	 970.900	0.0266	0.4116	-0.3850
 778	 970.933	0.0175	0.2650	-0.2475
 779	 970.967	0.0155	0.0219	-0.0064
 780	 971.000	0.0097	0.0721	-0.0624
 781	 971.033	0.0058	0.1806	-0.1748
 782	 971.067	0.0142	0.1806	-0.1664
 783	 971.100	0.0106	0.3632	-0.3526
 784	 971.133	0.0136	0.4241	-0.4105
 785	 971.167	0.0128	0.4051	-0.3923
 786	 971.200	0.0118	0.3483	-0.3365
 787	 971.233	0.0039	0.3817	-0.3778
 788	 971.267	0.0039	0.2178	-0.2139
 789	 971.300	0.0012	0.1628	-0.1616
 790	 971.333	0.0175	0.1516	-0.1342
 791	 971.367	0.0180	0.1176	-0.0996
 792	 971.400	0.0214	0.1224	-0.1010
 793	 971.433	0.0237	0.1596	-0.1359
 794	 971.467	0.0252	0.1895	-0.1643
 795	 971.500	0.0103	0.2378	-0.2275
 796	 971.533	0.0149	0.3069	-0.2919
 797	 971.567	0.0125	0.4480	-0.4355
 798	 971.600	0.0102	0.4805	-0.4703
 799	 971.633	0.0084	0.5798	-0.5714
 800	 971.667	0.0071	0.4984	-0.4913
 801	 971.700	0.0025	0.4352	-0.4327
 802	 971.733	0.0020	0.3791	-0.3771
 803	 971.767	0.0057	0.3150	-0.3093
 804	 971.800	0.0135	0.2413	-0.2278
 805	 971.833	0.0166	0.3883	-0.3717
 806	 971.867	0.0178	0.4051	-0.3874
 807	 971.900	0.0243	0.2865	-0.2622
 808	 971.933	0.0283	0.3266	-0.2982
 809	 971.967	0.0223	0.2920	-0.2696
 810	 972.000	0.0208	0.1528	-0.1320
 811	 972.033	0.0198	0.1242	-0.1044
 812	 972.067	0.0147	0.1489	-0.1342
 813	 972.100	0.0142	0.0846	-0.0704
 814	 972.133	0.0212	0.0578	-0.0365
 815	 972.167	0.0194	0.0410	-0.0216
 816	 972.200	0.0249	0.2669	-0.2420
 817	 972.233	0.0225	0.4531	-0.4306
 818	 972.267	0.0196	0.6238	-0.6042
 819	 972.300	0.0234	0.7700	-0.7465
 820	 972.333	0.0275	0.9091	-0.8815
 821	 972.367	0.0277	0.7195	-0.6919
 822	 972.400	0.0456	0.5371	-0.4915
 823	 972.433	0.2573	0.3664	-0.1091
 824	 972.467	0.2743	0.2202	+0.0541
 825	 972.500	0.2838	0.0852	+0.1986
 826	 972.533	0.2909	0.0457	+0.2452
 827	 972.567	0.2849	0.0164	+0.2685
 828	 972.600	0.0822	0.0164	+0.0658
 829	 972.633	0.0527	0.0164	+0.0362
 830	 972.667	0.0391	0.0124	+0.0268
 831	 972.700	0.0368	0.0040	+0.0328
 832	 972.733	0.0351	0.0010	+0.0341
 833	 972.767	0.0405	0.0010	+0.0395
 834	 972.800	0.2616	0.0043	+0.2573
 835	 972.833	0.2893	0.0043	+0.2850
 836	 972.867	0.3103	0.0041	+0.3061
 837	 972.900	0.3284	0.0033	+0.3251
 838	 972.933	0.3194	0.0033	+0.3161
 839	 972.967	0.0993	0.0000	+0.0993
 840	 973.000	0.0716	0.0000	+0.0716
 841	 973.033	0.0446	0.0000	+0.0446
 842	 973.067	0.0465	0.0000	+0.0465
 843	 973.100	0.0489	0.0000	+0.0489
 844	 973.133	0.0675	0.0000	+0.0675
 845	 973.167	0.0838	0.0000	+0.0838
 846	 973.200	0.1115	0.0086	+0.1029
 847	 973.233	0.3045	0.2555	+0.0490
 848	 973.267	0.3129	0.4630	-0.1501
 849	 973.300	0.3072	0.5158	-0.2086
 850	 973.333	0.2987	0.7231	-0.4244
 851	 973.367	0.2678	0.8824	-0.6147
 852	 973.400	0.0599	0.6698	-0.6099
 853	 973.433	0.2510	0.4922	-0.2412
 854	 973.467	0.2532	0.4428	-0.1896
 855	 973.500	0.2563	0.2638	-0.0075
 856	 973.533	0.2684	0.3116	-0.0432
 857	 973.567	0.2648	0.2944	-0.0297
 858	 973.600	0.0590	0.2884	-0.2294
 859	 973.633	0.0498	0.2854	-0.2356
 860	 973.667	0.0493	0.2608	-0.2115
 861	 973.700	0.0394	0.0476	-0.0082
 862	 973.733	0.0400	0.0353	+0.0046
 863	 973.767	0.0354	0.0240	+0.0114
 864	 973.800	0.0422	0.0237	+0.0186
 865	 973.833	0.0360	0.0200	+0.0161
 866	 973.867	0.0350	0.0173	+0.0177
 867	 973.900	0.0370	0.0437	-0.0067
 868	 973.933	0.0375	0.0506	-0.0131
 869	 973.967	0.0297	0.0506	-0.0209
 870	 974.000	0.0312	0.0608	-0.0296
 871	 974.033	0.0329	0.0887	-0.0558
 872	 974.067	0.0310	0.0674	-0.0364
 873	 974.100	0.0363	0.0532	-0.0168
 874	 974.133	0.0424	0.0532	-0.0108
 875	 974.167	0.0407	0.0430	-0.0023
 876	 974.200	0.0396	0.0150	+0.0245
 877	 974.233	0.0272	0.0052	+0.0220
 878	 974.267	0.0201	0.0010	+0.0191
 879	 974.300	0.0110	0.0010	+0.0100
 880	 974.333	0.0166	0.0010	+0.0156
 881	 974.367	0.0191	0.0010	+0.0181
 882	 974.400	0.0252	0.0010	+0.0242
 883	 974.433	0.0313	0.0000	+0.0313
 884	 974.467	0.0360	0.2614	-0.2254
 885	 974.500	0.0299	0.2783	-0.2483
 886	 974.533	0.0258	0.2799	-0.2540
 887	 974.567	0.0326	0.2799	-0.2472
 888	 974.600	0.0315	0.2875	-0.2559
 889	 974.633	0.0286	0.0371	-0.0085
 890	 974.667	0.0340	0.0202	+0.0139
 891	 974.700	0.0360	0.0262	+0.0097
 892	 974.733	0.0289	0.0372	-0.0082
 893	 974.767	0.0274	0.0296	-0.0022
 894	 974.800	0.0276	0.0186	+0.0090
 895	 974.833	0.0305	0.0186	+0.0119
 896	 974.867	0.0415	0.0109	+0.0306
 897	 974.900	0.0405	0.0037	+0.0368
 898	 974.933	0.0434	0.0101	+0.0333
 899	 974.967	0.0411	0.0163	+0.0248
 900	 975.000	0.0522	0.0239	+0.0283
 901	 975.033	0.0500	0.0343	+0.0157
 902	 975.067	0.2575	0.0364	+0.2210
 903	 975.100	0.2774	0.0300	+0.2473
 904	 975.133	0.2995	0.0239	+0.2756
 905	 975.167	0.2979	0.0162	+0.2817
 906	 975.200	0.2966	0.0058	+0.2908
 907	 975.233	0.0920	0.0000	+0.0920
 908	 975.267	0.0744	0.0000	+0.0744
 909	 975.300	0.0538	0.0000	+0.0538
 910	 975.333	0.0452	0.0000	+0.0452
 911	 975.367	0.0430	0.0289	+0.0141
 912	 975.400	0.0516	0.1019	-0.0503
 913	 975.433	0.0623	0.1019	-0.0396
 914	 975.467	0.2799	0.1880	+0.0920
 915	 975.500	0.2881	0.1880	+0.1001
 916	 975.533	0.2898	0.1670	+0.1228
 917	 975.567	0.2862	0.1233	+0.1629
 918	 975.600	0.2725	0.1324	+0.1401
 919	 975.633	0.0535	0.0490	+0.0046
 920	 975.667	0.0464	0.0542	-0.0078
 921	 975.700	0.0539	0.0690	-0.0151
 922	 975.733	0.2629	0.0760	+0.1869
 923	 975.767	0.2787	0.0668	+0.2119
 924	 975.800	0.3017	0.0642	+0.2375
 925	 975.833	0.3106	0.0591	+0.2515
 926	 975.867	0.3026	0.0363	+0.2663
 927	 975.900	0.0974	0.0000	+0.0974
 928	 975.933	0.0761	0.0000	+0.0761
 929	 975.967	0.0544	0.1431	-0.0886
 930	 976.000	0.0325	0.1431	-0.1105
 931	 976.033	0.0214	0.1431	-0.1217
 932	 976.067	0.0140	0.1431	-0.1291
 933	 976.100	0.0179	0.1431	-0.1252
 934	 976.133	0.0424	0.0000	+0.0424
 935	 976.167	0.0495	0.0000	+0.0495
 936	 976.200	0.2634	0.0000	+0.2634
 937	 976.233	0.2705	0.0000	+0.2705
 938	 976.267	0.2847	0.0000	+0.2847
 939	 976.300	0.2669	0.0000	+0.2669
 940	 976.333	0.2809	0.0000	+0.2809
 941	 976.367	0.0753	0.0000	+0.0753
 942	 976.400	0.0646	0.0000	+0.0646
 943	 976.433	0.0473	0.0000	+0.0473
 944	 976.467	0.0382	0.0000	+0.0382
 945	 976.500	0.0203	0.0000	+0.0203
 946	 976.533	0.0143	0.0000	+0.0143
 947	 976.567	0.0138	0.0000	+0.0138
 948	 976.600	0.0280	0.0000	+0.0280
 949	 976.633	0.0321	0.0000	+0.0321
 950	 976.667	0.0354	0.0000	+0.0354
 951	 976.700	0.0342	0.0000	+0.0342
 952	 976.733	0.0417	0.0000	+0.0417
 953	 976.767	0.0358	0.2963	-0.2604
 954	 976.800	0.0322	0.3187	-0.2865
 955	 976.833	0.0321	0.3791	-0.3470
 956	 976.867	0.0335	0.3890	-0.3555
 957	 976.900	0.0330	0.3890	-0.3560
 958	 976.933	0.0325	0.0927	-0.0602
 959	 976.967	0.0315	0.1284	-0.0969
 960	 977.000	0.0369	0.1496	-0.1128
 961	 977.033	0.0346	0.1397	-0.1051
 962	 977.067	0.0317	0.2211	-0.1894
 963	 977.100	0.0271	0.2527	-0.2256
 964	 977.133	0.0311	0.1946	-0.1635
 965	 977.167	0.0192	0.1130	-0.0938
 966	 977.200	0.0275	0.1164	-0.0889
 967	 977.233	0.0281	0.0434	-0.0153
 968	 977.267	0.0294	0.0270	+0.0024
 969	 977.300	0.0262	0.0354	-0.0092
 970	 977.333	0.0286	0.0424	-0.0138
 971	 977.367	0.0250	0.0467	-0.0216
 972	 977.400	0.0199	0.0457	-0.0258
 973	 977.433	0.0166	0.0418	-0.0252
 974	 977.467	0.0249	0.0457	-0.0208
 975	 977.500	0.0242	0.0496	-0.0254
 976	 977.533	0.0222	0.0520	-0.0298
 977	 977.567	0.0253	0.0588	-0.0335
 978	 977.600	0.0240	0.0515	-0.0275
 979	 977.633	0.0137	0.0444	-0.0306
 980	 977.667	0.0148	0.0509	-0.0362
 981	 977.700	0.0260	0.0684	-0.0425
 982	 977.733	0.0200	0.0705	-0.0505
 983	 977.767	0.0280	0.1919	-0.1638
 984	 977.800	0.0280	0.3236	-0.2955
 985	 977.833	0.0251	0.3513	-0.3262
 986	 977.867	0.0167	0.3361	-0.3194
 987	 977.900	0.0219	0.3606	-0.3387
 988	 977.933	0.0193	0.2849	-0.2655
 989	 977.967	0.0193	0.1896	-0.1702
 990	 978.000	0.0221	0.1896	-0.1675
 991	 978.033	0.0196	0.2251	-0.2055
 992	 978.067	0.0198	0.2316	-0.2118
 993	 978.100	0.0161	0.1928	-0.1767
 994	 978.133	0.0161	0.1896	-0.1735
 995	 978.167	0.0240	0.1828	-0.1588
 996	 978.200	0.0230	0.1348	-0.1118
 997	 978.233	0.0265	0.0875	-0.0610
 998	 978.267	0.0251	0.0768	-0.0516
 999	 978.300	0.0275	0.0494	-0.0219
1000	 978.333	0.0187	0.0112	+0.0076
1001	 978.367	0.0192	0.0112	+0.0080
1002	 978.400	0.0127	0.0191	-0.0064
1003	 978.433	0.0155	0.0191	-0.0036
1004	 978.467	0.0193	0.0079	+0.0114
1005	 978.500	0.0271	0.0079	+0.0192
1006	 978.533	0.0343	0.0079	+0.0264
1007	 978.567	0.0351	0.0000	+0.0351
1008	 978.600	0.0328	0.0086	+0.0242
1009	 978.633	0.0327	0.0086	+0.0240
1010	 978.667	0.0300	0.0430	-0.0130
1011	 978.700	0.0213	0.0430	-0.0217
1012	 978.733	0.0354	0.0430	-0.0076
1013	 978.767	0.0398	0.0344	+0.0055
1014	 978.800	0.0407	0.0344	+0.0063
1015	 978.833	0.0365	0.0779	-0.0414
1016	 978.867	0.0375	0.0779	-0.0404
1017	 978.900	0.0214	0.0779	-0.0564
1018	 978.933	0.0185	0.0779	-0.0594
1019	 978.967	0.0126	0.0779	-0.0653
1020	 979.000	0.0130	0.0000	+0.0130
1021	 979.033	0.0133	0.0000	+0.0133
1022	 979.067	0.0254	0.0000	+0.0254
1023	 979.100	0.0241	0.0000	+0.0241
1024	 979.133	0.0251	0.0000	+0.0251
1025	 979.167	0.0237	0.0000	+0.0237
1026	 979.200	0.0236	0.0136	+0.0100
1027	 979.233	0.0232	0.0436	-0.0204
1028	 979.267	0.0242	0.0786	-0.0544
1029	 979.300	0.0231	0.1140	-0.0909
1030	 979.333	0.0272	0.1413	-0.1141
1031	 979.367	0.0260	0.1505	-0.1245
1032	 979.400	0.0131	0.1341	-0.1210
1033	 979.433	0.0100	0.1095	-0.0995
1034	 979.467	0.0110	0.0887	-0.0777
1035	 979.500	0.0064	0.0711	-0.0647
1036	 979.533	0.0062	0.0500	-0.0438
1037	 979.567	0.0061	0.0387	-0.0326
1038	 979.600	0.0081	0.0282	-0.0201
1039	 979.633	0.0071	0.0171	-0.0101
1040	 979.667	0.0063	0.0147	-0.0084
1041	 979.700	0.0067	0.0206	-0.0139
1042	 979.733	0.0072	0.0310	-0.0238
1043	 979.767	0.0073	0.0413	-0.0341
1044	 979.800	0.0081	0.0416	-0.0335
1045	 979.833	0.0170	0.0355	-0.0185
1046	 979.867	0.0196	0.1481	-0.1285
1047	 979.900	0.0182	0.1354	-0.1172
1048	 979.933	0.0176	0.1251	-0.1075
1049	 979.967	0.0170	0.1214	-0.1043
1050	 980.000	0.0111	0.1200	-0.1090
1051	 980.033	0.0087	0.0000	+0.0087
1052	 980.067	0.0088	0.0000	+0.0088
1053	 980.100	0.0088	0.0000	+0.0088
1054	 980.133	0.0090	0.0000	+0.0090
1055	 980.167	0.0159	0.0000	+0.0159
1056	 980.200	0.0163	0.0000	+0.0163
1057	 980.233	0.0190	0.0000	+0.0190
1058	 980.267	0.0189	0.0000	+0.0189
1059	 980.300	0.0186	0.0000	+0.0186
1060	 980.333	0.0132	0.0000	+0.0132
1061	 980.367	0.0129	0.0000	+0.0129
1062	 980.400	0.0109	0.1735	-0.1626
1063	 980.433	0.0107	0.2463	-0.2356
1064	 980.467	0.0110	0.3154	-0.3044
1065	 980.500	0.0065	0.5067	-0.5002
1066	 980.533	0.0145	0.5166	-0.5022
1067	 980.567	0.0195	0.3431	-0.3236
1068	 980.600	0.0261	0.2784	-0.2524
1069	 980.633	0.0299	0.2093	-0.1794
1070	 980.667	0.0303	0.0501	-0.0198
1071	 980.700	0.0211	0.0402	-0.0191
1072	 980.733	0.0148	0.0643	-0.0496
1073	 980.767	0.0105	0.0562	-0.0458
1074	 980.800	0.0065	0.0655	-0.0590
1075	 980.833	0.2147	0.0334	+0.1814
1076	 980.867	0.2154	0.0334	+0.1820
1077	 980.900	0.2270	0.0092	+0.2177
1078	 980.933	0.2264	0.0124	+0.2140
1079	 980.967	0.2255	0.0031	+0.2224
1080	 981.000	0.2307	0.0031	+0.2276
1081	 981.033	0.2346	0.0031	+0.2314
1082	 981.067	0.2291	0.0234	+0.2057
1083	 981.100	0.2271	0.0505	+0.1767
1084	 981.133	0.2344	0.0505	+0.1840
1085	 981.167	0.0259	0.0566	-0.0307
1086	 981.200	0.2295	0.0566	+0.1729
1087	 981.233	0.2365	0.0488	+0.1877
1088	 981.267	0.2451	0.0186	+0.2265
1089	 981.300	0.2450	0.0328	+0.2122
1090	 981.333	0.2563	0.0266	+0.2296
1091	 981.367	0.0529	0.0266	+0.0263
1092	 981.400	0.0408	0.0142	+0.0266
1093	 981.433	0.0414	0.0142	+0.0272
1094	 981.467	0.0506	0.0000	+0.0506
1095	 981.500	0.0506	0.0000	+0.0506
1096	 981.533	0.2542	0.0000	+0.2542
1097	 981.567	0.2614	0.0000	+0.2614
1098	 981.600	0.2549	0.0058	+0.2491
1099	 981.633	0.2402	0.0058	+0.2344
1100	 981.667	0.2241	0.0058	+0.2183
1101	 981.700	0.0321	0.0058	+0.0263
1102	 981.733	0.0336	0.0079	+0.0256
1103	 981.767	0.0398	0.0076	+0.0322
1104	 981.800	0.2350	0.0216	+0.2134
1105	 981.833	0.2351	0.0216	+0.2135
1106	 981.867	0.2209	0.0237	+0.1972
1107	 981.900	0.2137	0.0216	+0.1921
1108	 981.933	0.2151	0.0161	+0.1990
1109	 981.967	0.2173	0.0021	+0.2152
1110	 982.000	0.2228	0.0021	+0.2207
1111	 982.033	0.2254	0.0000	+0.2254
1112	 982.067	0.2315	0.0000	+0.2315
1113	 982.100	0.2272	0.0000	+0.2272
1114	 982.133	0.0377	0.0004	+0.0373
1115	 982.167	0.0432	0.0142	+0.0290
1116	 982.200	0.0490	0.0142	+0.0348
1117	 982.233	0.0427	0.0156	+0.0271
1118	 982.267	0.0482	0.0156	+0.0326
1119	 982.300	0.2270	0.0176	+0.2094
1120	 982.333	0.2421	0.0133	+0.2289
1121	 982.367	0.2511	0.0213	+0.2298
1122	 982.400	0.2505	0.0199	+0.2307
1123	 982.433	0.2379	0.0199	+0.2180
1124	 982.467	0.0496	0.0175	+0.0321
1125	 982.500	0.0277	0.0114	+0.0163
1126	 982.533	0.0142	0.0033	+0.0108
1127	 982.567	0.0305	0.0034	+0.0270
1128	 982.600	0.0392	0.0069	+0.0323
1129	 982.633	0.0427	0.0069	+0.0358
1130	 982.667	0.0388	0.0063	+0.0325
1131	 982.700	0.2078	0.0063	+0.2015
1132	 982.733	0.2065	0.0119	+0.1946
1133	 982.767	0.2188	0.0085	+0.2103
1134	 982.800	0.2302	0.0099	+0.2203
1135	 982.833	0.2505	0.0076	+0.2428
1136	 982.867	0.0940	0.0098	+0.0842
1137	 982.900	0.0869	0.0105	+0.0765
1138	 982.933	0.0812	0.0147	+0.0665
1139	 982.967	0.0868	0.0142	+0.0726
1140	 983.000	0.1092	0.0151	+0.0941
1141	 983.033	0.0991	0.0129	+0.0862
1142	 983.067	0.1036	0.0087	+0.0949
1143	 983.100	0.0974	0.0045	+0.0929
1144	 983.133	0.0848	0.0036	+0.0812
1145	 983.167	0.0545	0.0022	+0.0523
1146	 983.200	0.0487	0.0022	+0.0465
1147	 983.233	0.0474	0.0000	+0.0474
1148	 983.267	0.0687	0.0045	+0.0642
