# Frame-by-frame normalized mouth-region optical motion for reel_c1 (945.0s - 985.0s)
# Summary: ma min=0.0056, max=0.6114, eq1.0=0 | mb min=0.0000, max=0.9091, eq1.0=0
# frame_idx	time_sec	mouth_spk_a	mouth_spk_b	diff (a - b)
 561	 963.700	0.0359	0.1384	-0.1025
 562	 963.733	0.0267	0.1607	-0.1340
 563	 963.767	0.0245	0.1771	-0.1525
 564	 963.800	0.0252	0.2006	-0.1755
 565	 963.833	0.0156	0.2030	-0.1873
 566	 963.867	0.0155	0.2061	-0.1906
 567	 963.900	0.0261	0.2038	-0.1777
 568	 963.933	0.0259	0.2076	-0.1816
 569	 963.967	0.0262	0.2176	-0.1914
 570	 964.000	0.0264	0.2231	-0.1967
 571	 964.033	0.0352	0.1961	-0.1609
 572	 964.067	0.0443	0.1718	-0.1275
 573	 964.100	0.0554	0.1506	-0.0952
 574	 964.133	0.0453	0.1320	-0.0866
 575	 964.167	0.0437	0.1053	-0.0616
 576	 964.200	0.0411	0.0857	-0.0446
 577	 964.233	0.0420	0.0850	-0.0430
 578	 964.267	0.0322	0.1190	-0.0868
 579	 964.300	0.0257	0.1474	-0.1217
 580	 964.333	0.0166	0.1587	-0.1421
 581	 964.367	0.0158	0.1741	-0.1584
 582	 964.400	0.0340	0.2015	-0.1675
 583	 964.433	0.0443	0.2102	-0.1659
 584	 964.467	0.0505	0.1963	-0.1458
 585	 964.500	0.0505	0.1553	-0.1048
 586	 964.533	0.0466	0.1165	-0.0699
 587	 964.567	0.0543	0.0938	-0.0395
 588	 964.600	0.0575	0.0631	-0.0057
 589	 964.633	0.0537	0.0289	+0.0248
 590	 964.667	0.0498	0.0075	+0.0423
 591	 964.700	0.0453	0.0002	+0.0452
 592	 964.733	0.0458	0.0217	+0.0242
 593	 964.767	0.0506	0.0507	-0.0001
 594	 964.800	0.0420	0.0899	-0.0479
 595	 964.833	0.0369	0.1305	-0.0937
 596	 964.867	0.0265	0.1657	-0.1392
 597	 964.900	0.0263	0.1988	-0.1725
 598	 964.933	0.0214	0.1988	-0.1774
 599	 964.967	0.0223	0.1992	-0.1769
 600	 965.000	0.0255	0.2286	-0.2031
 601	 965.033	0.1672	0.2592	-0.0920
 602	 965.067	0.1711	0.2735	-0.1024
 603	 965.100	0.1724	0.2538	-0.0814
 604	 965.133	0.1668	0.2207	-0.0539
 605	 965.167	0.1671	0.2207	-0.0536
 606	 965.200	0.1663	0.2745	-0.1083
 607	 965.233	0.1589	0.2182	-0.0593
 608	 965.267	0.1617	0.1485	+0.0133
 609	 965.300	0.1598	0.0952	+0.0646
 610	 965.333	0.1555	0.0822	+0.0733
 611	 965.367	0.3021	0.0890	+0.2132
 612	 965.400	0.3019	0.0978	+0.2042
 613	 965.433	0.3037	0.0345	+0.2692
 614	 965.467	0.3020	0.0466	+0.2554
 615	 965.500	0.1556	0.0524	+0.1032
 616	 965.533	0.1537	0.0568	+0.0969
 617	 965.567	0.1525	0.0724	+0.0802
 618	 965.600	0.0063	0.0734	-0.0671
 619	 965.633	0.0068	0.0656	-0.0588
 620	 965.667	0.0056	0.0546	-0.0490
 621	 965.700	0.0097	0.0425	-0.0328
 622	 965.733	0.1554	0.0371	+0.1183
 623	 965.767	0.1576	0.0321	+0.1255
 624	 965.800	0.1601	0.0158	+0.1443
 625	 965.833	0.1641	0.0110	+0.1531
 626	 965.867	0.1627	0.0116	+0.1511
 627	 965.900	0.1632	0.0102	+0.1529
 628	 965.933	0.3029	0.0080	+0.2949
 629	 965.967	0.3035	0.0076	+0.2959
 630	 966.000	0.3179	0.0064	+0.3115
 631	 966.033	0.3174	0.0046	+0.3127
 632	 966.067	0.3127	0.0016	+0.3111
 633	 966.100	0.3118	0.0000	+0.3118
 634	 966.133	0.3119	0.0000	+0.3119
 635	 966.167	0.1699	0.0000	+0.1699
 636	 966.200	0.0254	0.0000	+0.0254
 637	 966.233	0.0103	0.0000	+0.0103
 638	 966.267	0.0101	0.0000	+0.0101
 639	 966.300	0.0118	0.0000	+0.0118
 640	 966.333	0.0136	0.0000	+0.0136
 641	 966.367	0.0133	0.0000	+0.0133
 642	 966.400	0.0114	0.0000	+0.0114
 643	 966.433	0.0113	0.0985	-0.0872
 644	 966.467	0.0099	0.1208	-0.1109
 645	 966.500	0.0108	0.1599	-0.1491
 646	 966.533	0.0108	0.2122	-0.2014
 647	 966.567	0.0121	0.2727	-0.2607
 648	 966.600	0.0111	0.3463	-0.3352
 649	 966.633	0.0128	0.4219	-0.4091
 650	 966.667	0.0128	0.3653	-0.3525
 651	 966.700	0.0140	0.3712	-0.3572
 652	 966.733	0.1539	0.3709	-0.2170
 653	 966.767	0.1609	0.3934	-0.2325
 654	 966.800	0.1623	0.4228	-0.2605
 655	 966.833	0.3075	0.4221	-0.1146
 656	 966.867	0.3166	0.3869	-0.0703
 657	 966.900	0.3327	0.3596	-0.0269
 658	 966.933	0.4762	0.3314	+0.1448
 659	 966.967	0.4756	0.2926	+0.1830
 660	 967.000	0.4705	0.2592	+0.2113
 661	 967.033	0.4692	0.2476	+0.2216
 662	 967.067	0.3257	0.2019	+0.1238
 663	 967.100	0.3194	0.1954	+0.1240
 664	 967.133	0.3033	0.2647	+0.0386
 665	 967.167	0.3017	0.3413	-0.0396
 666	 967.200	0.3016	0.4178	-0.1162
 667	 967.233	0.3001	0.4451	-0.1450
 668	 967.267	0.2989	0.4302	-0.1313
 669	 967.300	0.2967	0.4535	-0.1568
 670	 967.333	0.2949	0.4351	-0.1402
 671	 967.367	0.3037	0.4186	-0.1149
 672	 967.400	0.3036	0.4518	-0.1483
 673	 967.433	0.2080	0.4978	-0.2898
 674	 967.467	0.2539	0.5364	-0.2825
 675	 967.500	0.2836	0.5419	-0.2582
 676	 967.533	0.3052	0.5452	-0.2400
 677	 967.567	0.3095	0.5567	-0.2472
 678	 967.600	0.3115	0.5373	-0.2258
 679	 967.633	0.1940	0.4896	-0.2956
 680	 967.667	0.1622	0.4275	-0.2653
 681	 967.700	0.1383	0.3454	-0.2071
 682	 967.733	0.1282	0.3466	-0.2183
 683	 967.767	0.1314	0.3930	-0.2616
 684	 967.800	0.2722	0.4962	-0.2240
 685	 967.833	0.3153	0.6030	-0.2877
 686	 967.867	0.3481	0.6544	-0.3063
 687	 967.900	0.4027	0.6826	-0.2799
 688	 967.933	0.4239	0.7230	-0.2991
 689	 967.967	0.4112	0.7075	-0.2962
 690	 968.000	0.4160	0.6457	-0.2297
 691	 968.033	0.3433	0.5853	-0.2420
 692	 968.067	0.3525	0.5499	-0.1974
 693	 968.100	0.3543	0.5215	-0.1672
 694	 968.133	0.3209	0.4808	-0.1599
 695	 968.167	0.3152	0.5224	-0.2071
 696	 968.200	0.3325	0.6658	-0.3333
 697	 968.233	0.3252	0.8206	-0.4954
 698	 968.267	0.4018	0.8963	-0.4945
 699	 968.300	0.4879	0.8948	-0.4068
 700	 968.333	0.4406	0.8786	-0.4380
 701	 968.367	0.4157	0.8587	-0.4430
 702	 968.400	0.3973	0.7523	-0.3550
 703	 968.433	0.3812	0.5972	-0.2160
 704	 968.467	0.3758	0.4723	-0.0965
 705	 968.500	0.2373	0.4540	-0.2168
 706	 968.533	0.1037	0.4834	-0.3797
 707	 968.567	0.1022	0.4310	-0.3288
 708	 968.600	0.1104	0.4388	-0.3284
 709	 968.633	0.2395	0.4581	-0.2187
 710	 968.667	0.2573	0.5129	-0.2557
 711	 968.700	0.2560	0.4693	-0.2132
 712	 968.733	0.2473	0.3747	-0.1275
 713	 968.767	0.2455	0.2275	+0.0180
 714	 968.800	0.2567	0.2321	+0.0247
 715	 968.833	0.2564	0.2061	+0.0503
 716	 968.867	0.2575	0.1908	+0.0667
 717	 968.900	0.2390	0.1146	+0.1244
 718	 968.933	0.2329	0.1442	+0.0887
 719	 968.967	0.2348	0.2264	+0.0084
 720	 969.000	0.2278	0.2431	-0.0153
 721	 969.033	0.2101	0.2316	-0.0214
 722	 969.067	0.2031	0.2266	-0.0234
 723	 969.100	0.0601	0.2420	-0.1819
 724	 969.133	0.0560	0.2540	-0.1979
 725	 969.167	0.0502	0.2549	-0.2048
 726	 969.200	0.0561	0.1685	-0.1123
 727	 969.233	0.0571	0.2015	-0.1444
 728	 969.267	0.0674	0.2513	-0.1839
 729	 969.300	0.0663	0.3136	-0.2474
 730	 969.333	0.0661	0.3701	-0.3041
 731	 969.367	0.0682	0.4146	-0.3464
 732	 969.400	0.0759	0.4332	-0.3572
 733	 969.433	0.0719	0.4303	-0.3584
 734	 969.467	0.0673	0.4359	-0.3686
 735	 969.500	0.0648	0.4343	-0.3695
 736	 969.533	0.0635	0.4106	-0.3471
 737	 969.567	0.0671	0.3793	-0.3122
 738	 969.600	0.0669	0.3550	-0.2881
 739	 969.633	0.0567	0.3246	-0.2679
 740	 969.667	0.0586	0.3426	-0.2840
 741	 969.700	0.0584	0.3151	-0.2567
 742	 969.733	0.0489	0.2780	-0.2290
 743	 969.767	0.0417	0.2744	-0.2327
 744	 969.800	0.0464	0.2756	-0.2292
 745	 969.833	0.0428	0.2561	-0.2133
 746	 969.867	0.0591	0.2127	-0.1536
 747	 969.900	0.0559	0.1692	-0.1133
 748	 969.933	0.0564	0.1412	-0.0848
 749	 969.967	0.0572	0.1226	-0.0654
 750	 970.000	0.0580	0.0957	-0.0378
 751	 970.033	0.0458	0.0773	-0.0315
 752	 970.067	0.0450	0.0833	-0.0383
 753	 970.100	0.0312	0.2908	-0.2595
 754	 970.133	0.0273	0.3742	-0.3469
 755	 970.167	0.0260	0.4950	-0.4691
 756	 970.200	0.0308	0.5061	-0.4752
 757	 970.233	0.0330	0.6041	-0.5711
 758	 970.267	0.0307	0.5995	-0.5688
 759	 970.300	0.0298	0.6729	-0.6432
 760	 970.333	0.0268	0.4945	-0.4677
 761	 970.367	0.0277	0.4210	-0.3933
 762	 970.400	0.0239	0.3200	-0.2961
 763	 970.433	0.0195	0.3259	-0.3064
 764	 970.467	0.0216	0.2178	-0.1962
 765	 970.500	0.0229	0.1942	-0.1713
 766	 970.533	0.0290	0.1737	-0.1447
 767	 970.567	0.0330	0.1800	-0.1470
 768	 970.600	0.1705	0.2346	-0.0640
 769	 970.633	0.1732	0.2475	-0.0742
 770	 970.667	0.3105	0.2997	+0.0107
 771	 970.700	0.3099	0.3482	-0.0383
 772	 970.733	0.3190	0.4216	-0.1026
 773	 970.767	0.3223	0.4176	-0.0953
 774	 970.800	0.3227	0.3954	-0.0727
 775	 970.833	0.1883	0.3310	-0.1427
 776	 970.867	0.1892	0.2983	-0.1091
 777	 970.900	0.0484	0.2270	-0.1786
 778	 970.933	0.0433	0.1757	-0.1324
 779	 970.967	0.0322	0.1061	-0.0739
 780	 971.000	0.0250	0.0373	-0.0123
 781	 971.033	0.0245	0.0365	-0.0119
 782	 971.067	0.0202	0.1686	-0.1484
 783	 971.100	0.0317	0.1762	-0.1446
 784	 971.133	0.0344	0.1904	-0.1560
 785	 971.167	0.0376	0.2071	-0.1695
 786	 971.200	0.0375	0.3484	-0.3109
 787	 971.233	0.0396	0.3432	-0.3036
 788	 971.267	0.0392	0.3309	-0.2916
 789	 971.300	0.0504	0.2150	-0.1646
 790	 971.333	0.0397	0.2074	-0.1676
 791	 971.367	0.0434	0.2115	-0.1681
 792	 971.400	0.0410	0.2093	-0.1683
 793	 971.433	0.0494	0.0837	-0.0343
 794	 971.467	0.0517	0.1059	-0.0542
 795	 971.500	0.0492	0.1518	-0.1026
 796	 971.533	0.0383	0.2419	-0.2036
 797	 971.567	0.0340	0.2608	-0.2269
 798	 971.600	0.0277	0.2590	-0.2314
 799	 971.633	0.0285	0.2491	-0.2206
 800	 971.667	0.0214	0.2677	-0.2463
 801	 971.700	0.0241	0.3161	-0.2921
 802	 971.733	0.0295	0.3158	-0.2863
 803	 971.767	0.0330	0.2252	-0.1922
 804	 971.800	0.0384	0.2975	-0.2591
 805	 971.833	0.0393	0.3039	-0.2646
 806	 971.867	0.0429	0.3063	-0.2634
 807	 971.900	0.0456	0.3466	-0.3010
 808	 971.933	0.0355	0.2608	-0.2253
 809	 971.967	0.0293	0.2276	-0.1982
 810	 972.000	0.0263	0.2773	-0.2510
 811	 972.033	0.0318	0.2153	-0.1836
 812	 972.067	0.0400	0.1924	-0.1524
 813	 972.100	0.0370	0.1855	-0.1485
 814	 972.133	0.0358	0.1071	-0.0713
 815	 972.167	0.0394	0.2580	-0.2186
 816	 972.200	0.0442	0.3080	-0.2638
 817	 972.233	0.0557	0.3484	-0.2927
 818	 972.267	0.0595	0.4287	-0.3693
 819	 972.300	0.0538	0.4961	-0.4423
 820	 972.333	0.0692	0.5465	-0.4773
 821	 972.367	0.0979	0.5688	-0.4709
 822	 972.400	0.2315	0.4179	-0.1864
 823	 972.433	0.2639	0.3603	-0.0964
 824	 972.467	0.2686	0.2633	+0.0053
 825	 972.500	0.2622	0.1598	+0.1024
 826	 972.533	0.2741	0.0967	+0.1773
 827	 972.567	0.2662	0.0547	+0.2115
 828	 972.600	0.2368	0.0344	+0.2023
 829	 972.633	0.1012	0.0367	+0.0645
 830	 972.667	0.0781	0.0373	+0.0408
 831	 972.700	0.0761	0.0311	+0.0451
 832	 972.733	0.0923	0.0269	+0.0655
 833	 972.767	0.2173	0.0271	+0.1902
 834	 972.800	0.2485	0.0200	+0.2285
 835	 972.833	0.3079	0.0180	+0.2899
 836	 972.867	0.3784	0.0157	+0.3627
 837	 972.900	0.4260	0.0105	+0.4155
 838	 972.933	0.4281	0.0093	+0.4188
 839	 972.967	0.4173	0.0075	+0.4099
 840	 973.000	0.3385	0.0044	+0.3341
 841	 973.033	0.3773	0.0064	+0.3709
 842	 973.067	0.3548	0.0064	+0.3484
 843	 973.100	0.3329	0.0064	+0.3265
 844	 973.133	0.3138	0.0064	+0.3074
 845	 973.167	0.3362	0.0048	+0.3314
 846	 973.200	0.4640	0.2317	+0.2322
 847	 973.233	0.4289	0.4573	-0.0284
 848	 973.267	0.3683	0.5117	-0.1434
 849	 973.300	0.3333	0.6852	-0.3518
 850	 973.333	0.2952	0.8290	-0.5338
 851	 973.367	0.2720	0.8525	-0.5805
 852	 973.400	0.3764	0.9091	-0.5327
 853	 973.433	0.2539	0.7072	-0.4533
 854	 973.467	0.2366	0.5155	-0.2789
 855	 973.500	0.2311	0.6662	-0.4351
 856	 973.533	0.2337	0.5071	-0.2735
 857	 973.567	0.2278	0.4034	-0.1756
 858	 973.600	0.2079	0.4111	-0.2032
 859	 973.633	0.0718	0.3810	-0.3092
 860	 973.667	0.0632	0.3862	-0.3230
 861	 973.700	0.0734	0.3741	-0.3007
 862	 973.733	0.0680	0.1806	-0.1126
 863	 973.767	0.0696	0.1662	-0.0965
 864	 973.800	0.0716	0.1261	-0.0545
 865	 973.833	0.0777	0.0948	-0.0171
 866	 973.867	0.0836	0.1187	-0.0351
 867	 973.900	0.0853	0.1718	-0.0865
 868	 973.933	0.0749	0.1970	-0.1221
 869	 973.967	0.0743	0.2128	-0.1385
 870	 974.000	0.0711	0.2391	-0.1680
 871	 974.033	0.0752	0.2689	-0.1937
 872	 974.067	0.0768	0.2964	-0.2196
 873	 974.100	0.0744	0.2639	-0.1894
 874	 974.133	0.0668	0.1929	-0.1261
 875	 974.167	0.0614	0.1478	-0.0865
 876	 974.200	0.0559	0.1174	-0.0615
 877	 974.233	0.0533	0.0920	-0.0387
 878	 974.267	0.0441	0.0656	-0.0215
 879	 974.300	0.0458	0.0581	-0.0123
 880	 974.333	0.0410	0.0914	-0.0504
 881	 974.367	0.0458	0.1328	-0.0870
 882	 974.400	0.0560	0.2340	-0.1780
 883	 974.433	0.0633	0.3317	-0.2684
 884	 974.467	0.0674	0.3675	-0.3001
 885	 974.500	0.0720	0.4242	-0.3522
 886	 974.533	0.0737	0.4560	-0.3823
 887	 974.567	0.0744	0.4274	-0.3529
 888	 974.600	0.0728	0.3830	-0.3102
 889	 974.633	0.0676	0.2802	-0.2127
 890	 974.667	0.0656	0.1866	-0.1210
 891	 974.700	0.0697	0.1582	-0.0884
 892	 974.733	0.0761	0.1031	-0.0270
 893	 974.767	0.0747	0.0597	+0.0150
 894	 974.800	0.0840	0.0561	+0.0280
 895	 974.833	0.0934	0.0774	+0.0161
 896	 974.867	0.1010	0.1135	-0.0125
 897	 974.900	0.0989	0.1511	-0.0522
 898	 974.933	0.0940	0.1803	-0.0863
 899	 974.967	0.1194	0.2100	-0.0906
 900	 975.000	0.1320	0.2318	-0.0998
 901	 975.033	0.2538	0.2320	+0.0218
 902	 975.067	0.2709	0.2124	+0.0585
 903	 975.100	0.2914	0.1742	+0.1172
 904	 975.133	0.3156	0.1326	+0.1830
 905	 975.167	0.3280	0.0951	+0.2329
 906	 975.200	0.3009	0.0603	+0.2406
 907	 975.233	0.2887	0.0302	+0.2585
 908	 975.267	0.1684	0.0113	+0.1571
 909	 975.300	0.1525	0.0206	+0.1319
 910	 975.333	0.1308	0.0562	+0.0747
 911	 975.367	0.1191	0.0966	+0.0225
 912	 975.400	0.1363	0.1381	-0.0018
 913	 975.433	0.2586	0.1584	+0.1003
 914	 975.467	0.2681	0.1897	+0.0785
 915	 975.500	0.2562	0.2487	+0.0075
 916	 975.533	0.2509	0.2944	-0.0435
 917	 975.567	0.2456	0.3239	-0.0783
 918	 975.600	0.2356	0.3331	-0.0974
 919	 975.633	0.2293	0.3064	-0.0771
 920	 975.667	0.1129	0.3329	-0.2200
 921	 975.700	0.2330	0.3803	-0.1473
 922	 975.733	0.2509	0.3592	-0.1084
 923	 975.767	0.2672	0.3256	-0.0583
 924	 975.800	0.2794	0.3090	-0.0296
 925	 975.833	0.2875	0.2866	+0.0009
 926	 975.867	0.2778	0.2718	+0.0060
 927	 975.900	0.2635	0.2250	+0.0385
 928	 975.933	0.1276	0.2251	-0.0974
 929	 975.967	0.1031	0.2396	-0.1366
 930	 976.000	0.0883	0.2069	-0.1186
 931	 976.033	0.0875	0.1585	-0.0710
 932	 976.067	0.0811	0.1313	-0.0501
 933	 976.100	0.0897	0.1313	-0.0416
 934	 976.133	0.1034	0.1313	-0.0279
 935	 976.167	0.2419	0.0525	+0.1893
 936	 976.200	0.2637	0.0000	+0.2637
 937	 976.233	0.2777	0.0000	+0.2777
 938	 976.267	0.2705	0.0000	+0.2705
 939	 976.300	0.2981	0.0000	+0.2981
 940	 976.333	0.2833	0.0000	+0.2833
 941	 976.367	0.2798	0.0000	+0.2798
 942	 976.400	0.1418	0.0000	+0.1418
 943	 976.433	0.1270	0.0000	+0.1270
 944	 976.467	0.1104	0.0000	+0.1104
 945	 976.500	0.1091	0.0000	+0.1091
 946	 976.533	0.0885	0.0000	+0.0885
 947	 976.567	0.0953	0.0000	+0.0953
 948	 976.600	0.0960	0.0000	+0.0960
 949	 976.633	0.1052	0.0000	+0.1052
 950	 976.667	0.0973	0.0000	+0.0973
 951	 976.700	0.0926	0.0000	+0.0926
 952	 976.733	0.0869	0.1744	-0.0876
 953	 976.767	0.0750	0.1744	-0.0994
 954	 976.800	0.0641	0.2143	-0.1502
 955	 976.833	0.0620	0.2224	-0.1605
 956	 976.867	0.0635	0.2467	-0.1832
 957	 976.900	0.0682	0.2716	-0.2033
 958	 976.933	0.0738	0.3016	-0.2279
 959	 976.967	0.0789	0.1390	-0.0601
 960	 977.000	0.0788	0.1738	-0.0951
 961	 977.033	0.0818	0.1998	-0.1180
 962	 977.067	0.0793	0.1985	-0.1192
 963	 977.100	0.0682	0.2102	-0.1420
 964	 977.133	0.0695	0.2318	-0.1623
 965	 977.167	0.0668	0.2488	-0.1820
 966	 977.200	0.0647	0.2809	-0.2162
 967	 977.233	0.0637	0.2937	-0.2300
 968	 977.267	0.0539	0.2727	-0.2188
 969	 977.300	0.0486	0.3175	-0.2689
 970	 977.333	0.0586	0.3402	-0.2816
 971	 977.367	0.0597	0.3429	-0.2832
 972	 977.400	0.0534	0.3622	-0.3087
 973	 977.433	0.0493	0.3543	-0.3050
 974	 977.467	0.0471	0.3139	-0.2668
 975	 977.500	0.0511	0.2920	-0.2409
 976	 977.533	0.0473	0.2728	-0.2255
 977	 977.567	0.0356	0.2166	-0.1810
 978	 977.600	0.0271	0.1771	-0.1500
 979	 977.633	0.0346	0.1434	-0.1088
 980	 977.667	0.0328	0.1622	-0.1294
 981	 977.700	0.0334	0.1735	-0.1401
 982	 977.733	0.0381	0.1505	-0.1125
 983	 977.767	0.0355	0.1982	-0.1628
 984	 977.800	0.0346	0.2497	-0.2152
 985	 977.833	0.0346	0.2400	-0.2054
 986	 977.867	0.0264	0.2074	-0.1810
 987	 977.900	0.0230	0.1526	-0.1295
 988	 977.933	0.0234	0.1341	-0.1107
 989	 977.967	0.0238	0.1355	-0.1117
 990	 978.000	0.0289	0.1153	-0.0864
 991	 978.033	0.0330	0.0753	-0.0423
 992	 978.067	0.0437	0.1016	-0.0580
 993	 978.100	0.0470	0.1266	-0.0795
 994	 978.133	0.0536	0.1509	-0.0973
 995	 978.167	0.0522	0.1514	-0.0991
 996	 978.200	0.0545	0.1633	-0.1088
 997	 978.233	0.0554	0.1227	-0.0673
 998	 978.267	0.0536	0.1130	-0.0594
 999	 978.300	0.0455	0.0866	-0.0412
1000	 978.333	0.0424	0.0841	-0.0417
1001	 978.367	0.0412	0.1039	-0.0627
1002	 978.400	0.0532	0.1219	-0.0687
1003	 978.433	0.0590	0.1316	-0.0726
1004	 978.467	0.0730	0.1448	-0.0718
1005	 978.500	0.0733	0.1975	-0.1242
1006	 978.533	0.0801	0.2207	-0.1406
1007	 978.567	0.0844	0.2152	-0.1308
1008	 978.600	0.0869	0.1861	-0.0992
1009	 978.633	0.0815	0.2389	-0.1574
1010	 978.667	0.0729	0.2384	-0.1656
1011	 978.700	0.0738	0.2419	-0.1681
1012	 978.733	0.0832	0.2224	-0.1392
1013	 978.767	0.0809	0.2358	-0.1548
1014	 978.800	0.0762	0.2189	-0.1427
1015	 978.833	0.0756	0.2239	-0.1483
1016	 978.867	0.0704	0.1757	-0.1052
1017	 978.900	0.0644	0.1759	-0.1115
1018	 978.933	0.0576	0.1801	-0.1225
1019	 978.967	0.0491	0.1979	-0.1488
1020	 979.000	0.0528	0.2156	-0.1628
1021	 979.033	0.0683	0.2611	-0.1928
1022	 979.067	0.0669	0.2705	-0.2036
1023	 979.100	0.0678	0.2752	-0.2074
1024	 979.133	0.0642	0.2871	-0.2229
1025	 979.167	0.0522	0.2884	-0.2361
1026	 979.200	0.0620	0.2826	-0.2207
1027	 979.233	0.0559	0.2806	-0.2247
1028	 979.267	0.0403	0.2931	-0.2528
1029	 979.300	0.0429	0.3195	-0.2767
1030	 979.333	0.0403	0.3354	-0.2952
1031	 979.367	0.0401	0.3335	-0.2934
1032	 979.400	0.0418	0.3151	-0.2733
1033	 979.433	0.0295	0.2794	-0.2499
1034	 979.467	0.0280	0.2388	-0.2107
1035	 979.500	0.0272	0.1941	-0.1670
1036	 979.533	0.0193	0.1425	-0.1232
1037	 979.567	0.0196	0.1023	-0.0827
1038	 979.600	0.0201	0.0804	-0.0603
1039	 979.633	0.0177	0.0666	-0.0489
1040	 979.667	0.0157	0.0692	-0.0535
1041	 979.700	0.0146	0.0778	-0.0632
1042	 979.733	0.0137	0.0778	-0.0641
1043	 979.767	0.0125	0.0838	-0.0713
1044	 979.800	0.0170	0.0902	-0.0733
1045	 979.833	0.0205	0.2635	-0.2430
1046	 979.867	0.0195	0.2644	-0.2449
1047	 979.900	0.0196	0.2607	-0.2411
1048	 979.933	0.0187	0.2545	-0.2357
1049	 979.967	0.0242	0.2623	-0.2380
1050	 980.000	0.0242	0.2746	-0.2504
1051	 980.033	0.0187	0.2830	-0.2642
1052	 980.067	0.0133	0.1107	-0.0974
1053	 980.100	0.0141	0.1004	-0.0863
1054	 980.133	0.0166	0.0878	-0.0712
1055	 980.167	0.0167	0.0739	-0.0572
1056	 980.200	0.0162	0.0528	-0.0365
1057	 980.233	0.0171	0.0300	-0.0129
1058	 980.267	0.0168	0.0120	+0.0048
1059	 980.300	0.0256	0.0000	+0.0256
1060	 980.333	0.0261	0.0000	+0.0261
1061	 980.367	0.0239	0.1165	-0.0926
1062	 980.400	0.0237	0.1692	-0.1455
1063	 980.433	0.0192	0.2308	-0.2116
1064	 980.467	0.0183	0.3437	-0.3255
1065	 980.500	0.0236	0.3617	-0.3380
1066	 980.533	0.0181	0.3625	-0.3443
1067	 980.567	0.0224	0.3783	-0.3559
1068	 980.600	0.0270	0.2618	-0.2348
1069	 980.633	0.0277	0.2635	-0.2358
1070	 980.667	0.0284	0.2036	-0.1753
1071	 980.700	0.0285	0.1689	-0.1403
1072	 980.733	0.0256	0.1716	-0.1460
1073	 980.767	0.0244	0.2032	-0.1788
1074	 980.800	0.1632	0.2295	-0.0662
1075	 980.833	0.1590	0.2783	-0.1192
1076	 980.867	0.1687	0.2547	-0.0860
1077	 980.900	0.1727	0.2529	-0.0802
1078	 980.933	0.1755	0.1747	+0.0008
1079	 980.967	0.3224	0.1807	+0.1416
1080	 981.000	0.3244	0.1483	+0.1762
1081	 981.033	0.1865	0.1767	+0.0098
1082	 981.067	0.1874	0.2015	-0.0141
1083	 981.100	0.1873	0.1766	+0.0107
1084	 981.133	0.1980	0.1951	+0.0028
1085	 981.167	0.3373	0.2066	+0.1307
1086	 981.200	0.2066	0.1827	+0.0239
1087	 981.233	0.2246	0.1849	+0.0397
1088	 981.267	0.2327	0.1505	+0.0823
1089	 981.300	0.2524	0.1042	+0.1483
1090	 981.333	0.2481	0.1304	+0.1177
1091	 981.367	0.2338	0.1540	+0.0798
1092	 981.400	0.1041	0.1425	-0.0384
1093	 981.433	0.1062	0.1574	-0.0512
1094	 981.467	0.1109	0.1681	-0.0571
1095	 981.500	0.2377	0.1345	+0.1032
1096	 981.533	0.2213	0.1386	+0.0827
1097	 981.567	0.2199	0.1448	+0.0751
1098	 981.600	0.2269	0.1096	+0.1173
1099	 981.633	0.2176	0.1326	+0.0850
1100	 981.667	0.2137	0.1419	+0.0718
1101	 981.700	0.1981	0.1511	+0.0470
1102	 981.733	0.0749	0.1852	-0.1103
1103	 981.767	0.1954	0.2070	-0.0116
1104	 981.800	0.1972	0.1840	+0.0132
1105	 981.833	0.1913	0.2013	-0.0100
1106	 981.867	0.1924	0.1824	+0.0100
1107	 981.900	0.1928	0.1587	+0.0341
1108	 981.933	0.3155	0.1444	+0.1711
1109	 981.967	0.3150	0.1166	+0.1984
1110	 982.000	0.1995	0.0964	+0.1031
1111	 982.033	0.2016	0.1255	+0.0761
1112	 982.067	0.2090	0.1025	+0.1065
1113	 982.100	0.2148	0.1018	+0.1130
1114	 982.133	0.2137	0.1025	+0.1112
1115	 982.167	0.0991	0.0948	+0.0043
1116	 982.200	0.0970	0.0900	+0.0070
1117	 982.233	0.1061	0.0636	+0.0425
1118	 982.267	0.2058	0.0223	+0.1835
1119	 982.300	0.2227	0.0265	+0.1962
1120	 982.333	0.2421	0.0301	+0.2120
1121	 982.367	0.2373	0.0365	+0.2008
1122	 982.400	0.2170	0.0554	+0.1616
1123	 982.433	0.2036	0.0709	+0.1327
1124	 982.467	0.1943	0.0674	+0.1269
1125	 982.500	0.0952	0.0726	+0.0226
1126	 982.533	0.0984	0.0711	+0.0273
1127	 982.567	0.0814	0.1048	-0.0234
1128	 982.600	0.0862	0.1413	-0.0551
1129	 982.633	0.1016	0.1438	-0.0422
1130	 982.667	0.2281	0.1418	+0.0864
1131	 982.700	0.2523	0.1683	+0.0840
1132	 982.733	0.2833	0.1821	+0.1012
1133	 982.767	0.2850	0.1804	+0.1046
1134	 982.800	0.3345	0.1415	+0.1930
1135	 982.833	0.3674	0.0964	+0.2711
1136	 982.867	0.3763	0.0961	+0.2802
1137	 982.900	0.2762	0.0870	+0.1892
