# Frame-by-frame normalized mouth-region optical motion for reel_c1 (945.0s - 985.0s)
# frame_idx	time_sec	mouth_spk_a	mouth_spk_b	diff (a - b)
 573	 964.100	0.0196	0.1103	-0.0907
 574	 964.133	0.0328	0.0464	-0.0136
 575	 964.167	0.0595	0.2146	-0.1551
 576	 964.200	0.0426	0.1881	-0.1455
 577	 964.233	0.0092	0.1671	-0.1579
 578	 964.267	0.0129	0.2758	-0.2630
 579	 964.300	0.0087	0.2339	-0.2252
 580	 964.333	0.0127	0.1446	-0.1319
 581	 964.367	0.0217	0.2328	-0.2111
 582	 964.400	0.0212	0.1580	-0.1368
 583	 964.433	0.0178	0.1430	-0.1252
 584	 964.467	0.0116	0.4289	-0.4173
 585	 964.500	0.0439	1.0000	-0.9561
 586	 964.533	0.0316	1.0000	-0.9684
 587	 964.567	0.0466	1.0000	-0.9534
 588	 964.600	0.0394	0.2038	-0.1643
 589	 964.633	0.0289	0.1504	-0.1215
 590	 964.667	0.0523	0.1098	-0.0576
 591	 964.700	0.0222	0.0911	-0.0690
 592	 964.733	0.0627	0.0918	-0.0291
 593	 964.767	0.0189	0.3071	-0.2883
 594	 964.800	0.0211	0.6084	-0.5873
 595	 964.833	0.0078	0.5045	-0.4967
 596	 964.867	0.0195	0.2440	-0.2245
 597	 964.900	0.0059	0.2461	-0.2402
 598	 964.933	0.0085	1.0000	-0.9915
 599	 964.967	0.0067	0.3122	-0.3055
 600	 965.000	0.0217	0.1469	-0.1252
 601	 965.033	0.0166	0.2142	-0.1976
 602	 965.067	0.0189	0.3001	-0.2812
 603	 965.100	0.0447	0.5270	-0.4823
 604	 965.133	0.7526	0.4437	+0.3088
 605	 965.167	0.0219	0.4759	-0.4540
 606	 965.200	0.0193	0.4332	-0.4139
 607	 965.233	0.0219	0.4425	-0.4205
 608	 965.267	0.0112	0.8024	-0.7912
 609	 965.300	0.0446	1.0000	-0.9554
 610	 965.333	0.0071	0.1468	-0.1397
 611	 965.367	0.7637	0.2531	+0.5106
 612	 965.400	1.0000	0.0425	+0.9575
 613	 965.433	0.0795	0.0397	+0.0398
 614	 965.467	0.7041	0.0612	+0.6428
 615	 965.500	0.0098	0.1074	-0.0977
 616	 965.533	0.0371	0.1137	-0.0766
 617	 965.567	0.0247	0.1595	-0.1349
 618	 965.600	0.0271	0.4026	-0.3755
 619	 965.633	0.0076	0.0819	-0.0743
 620	 965.667	0.0100	0.4622	-0.4522
 621	 965.700	0.0236	0.1405	-0.1169
 622	 965.733	0.0078	0.3589	-0.3512
 623	 965.767	0.0084	0.0811	-0.0727
 624	 965.800	0.0465	0.1849	-0.1383
 625	 965.833	0.7700	0.1069	+0.6631
 626	 965.867	0.0094	0.1025	-0.0930
 627	 965.900	0.0187	0.1157	-0.0970
 628	 965.933	0.0274	0.5560	-0.5287
 629	 965.967	0.4826	0.1412	+0.3413
 630	 966.000	0.4824	0.5590	-0.0766
 631	 966.033	0.7672	0.0975	+0.6697
 632	 966.067	0.7661	0.1633	+0.6028
 633	 966.100	0.0527	0.1880	-0.1353
 634	 966.133	0.0079	0.1910	-0.1831
 635	 966.167	0.0215	0.0732	-0.0516
 636	 966.200	0.0438	0.6615	-0.6177
 637	 966.233	0.0234	0.0785	-0.0552
 638	 966.267	0.0081	0.1268	-0.1187
 639	 966.300	0.4672	0.6362	-0.1691
 640	 966.333	0.0102	0.9456	-0.9354
 641	 966.367	0.4655	0.9290	-0.4635
 642	 966.400	0.0074	0.0674	-0.0600
 643	 966.433	0.0071	0.0636	-0.0565
 644	 966.467	0.0109	0.0642	-0.0533
 645	 966.500	0.0044	0.8760	-0.8716
 646	 966.533	0.0064	0.6191	-0.6127
 647	 966.567	0.0222	0.3456	-0.3234
 648	 966.600	0.0211	0.8737	-0.8526
 649	 966.633	0.0205	0.2082	-0.1877
 650	 966.667	0.0235	0.2503	-0.2269
 651	 966.700	0.0067	0.2605	-0.2539
 652	 966.733	0.4599	0.1590	+0.3009
 653	 966.767	0.0082	0.0998	-0.0916
 654	 966.800	0.4601	0.0893	+0.3708
 655	 966.833	0.7631	0.2235	+0.5396
 656	 966.867	0.0314	0.3041	-0.2727
 657	 966.900	0.0267	0.4053	-0.3786
 658	 966.933	0.7713	0.4507	+0.3206
 659	 966.967	0.0489	0.4597	-0.4108
 660	 967.000	0.0576	0.3887	-0.3311
 661	 967.033	0.7594	0.8412	-0.0818
 662	 967.067	0.7558	0.5330	+0.2228
 663	 967.100	0.0342	0.2897	-0.2555
 664	 967.133	0.0102	0.4231	-0.4128
 665	 967.167	0.0191	0.0825	-0.0634
 666	 967.200	0.0112	0.1352	-0.1240
 667	 967.233	1.0000	0.2636	+0.7364
 668	 967.267	0.7100	0.0974	+0.6126
 669	 967.300	0.7592	0.3340	+0.4252
 670	 967.333	0.0067	0.1206	-0.1139
 671	 967.367	0.0076	0.9958	-0.9882
 672	 967.400	0.0086	0.1172	-0.1086
 673	 967.433	0.0453	0.0814	-0.0360
 674	 967.467	0.0692	0.3312	-0.2620
 675	 967.500	0.7630	0.5077	+0.2553
 676	 967.533	0.1446	0.1963	-0.0517
 677	 967.567	0.1777	0.1494	+0.0283
 678	 967.600	0.1234	0.2504	-0.1270
 679	 967.633	0.1207	0.5911	-0.4704
 680	 967.667	0.4432	0.3773	+0.0659
 681	 967.700	0.0333	1.0000	-0.9667
 682	 967.733	0.4706	1.0000	-0.5294
 683	 967.767	0.0706	1.0000	-0.9294
 684	 967.800	0.0974	0.5214	-0.4239
 685	 967.833	0.0913	1.0000	-0.9087
 686	 967.867	0.1104	0.6167	-0.5063
 687	 967.900	0.8087	0.7563	+0.0524
 688	 967.933	0.1671	0.5894	-0.4223
 689	 967.967	0.1296	0.3082	-0.1786
 690	 968.000	0.1300	0.2924	-0.1624
 691	 968.033	0.0659	0.2555	-0.1896
 692	 968.067	0.0554	0.1211	-0.0657
 693	 968.100	0.0655	0.1373	-0.0717
 694	 968.133	0.1162	0.1746	-0.0584
 695	 968.167	0.0988	0.3410	-0.2423
 696	 968.200	0.1068	0.2010	-0.0943
 697	 968.233	0.0954	0.3905	-0.2951
 698	 968.267	0.1362	0.4217	-0.2855
 699	 968.300	0.0574	0.4087	-0.3514
 700	 968.333	0.0813	0.3785	-0.2972
 701	 968.367	0.7678	0.4291	+0.3388
 702	 968.400	0.7495	0.3942	+0.3553
 703	 968.433	0.0318	0.3637	-0.3319
 704	 968.467	0.0346	0.3594	-0.3249
 705	 968.500	0.0751	0.3434	-0.2683
 706	 968.533	0.0452	0.5115	-0.4663
 707	 968.567	0.0404	0.4006	-0.3602
 708	 968.600	0.0353	0.5182	-0.4829
 709	 968.633	0.0458	0.5238	-0.4781
 710	 968.667	0.0299	0.1078	-0.0779
 711	 968.700	0.0690	0.1057	-0.0367
 712	 968.733	0.7768	0.1170	+0.6598
 713	 968.767	0.0838	0.5367	-0.4528
 714	 968.800	0.0580	0.0890	-0.0310
 715	 968.833	0.0336	0.3612	-0.3276
 716	 968.867	0.0535	0.1342	-0.0807
 717	 968.900	0.0803	0.2738	-0.1935
 718	 968.933	0.0607	0.2874	-0.2268
 719	 968.967	0.7667	0.1071	+0.6597
 720	 969.000	0.0502	0.0843	-0.0342
 721	 969.033	0.0374	0.1701	-0.1327
 722	 969.067	0.0239	0.5680	-0.5441
 723	 969.100	0.0495	0.1511	-0.1016
 724	 969.133	0.0273	0.0717	-0.0443
 725	 969.167	0.0391	0.0580	-0.0189
 726	 969.200	0.0277	0.0633	-0.0357
 727	 969.233	0.0400	0.1194	-0.0794
 728	 969.267	0.0281	0.2049	-0.1768
 729	 969.300	0.0222	0.0997	-0.0775
 730	 969.333	0.0382	0.5266	-0.4885
 731	 969.367	0.0598	0.2709	-0.2111
 732	 969.400	0.0323	0.2202	-0.1879
 733	 969.433	0.0404	0.2667	-0.2263
 734	 969.467	0.0380	0.2444	-0.2065
 735	 969.500	0.0709	0.2156	-0.1447
 736	 969.533	0.0264	0.6602	-0.6338
 737	 969.567	0.0174	0.7461	-0.7287
 738	 969.600	0.0486	0.6164	-0.5677
 739	 969.633	0.0232	0.7749	-0.7517
 740	 969.667	0.0502	0.3792	-0.3289
 741	 969.700	0.0127	0.3758	-0.3631
 742	 969.733	0.4565	0.3338	+0.1227
 743	 969.767	0.4641	0.3588	+0.1053
 744	 969.800	0.0432	0.3443	-0.3011
 745	 969.833	0.4587	0.2356	+0.2231
 746	 969.867	0.0368	0.3242	-0.2875
 747	 969.900	0.4463	0.1609	+0.2853
 748	 969.933	0.0169	0.2093	-0.1924
 749	 969.967	0.0597	0.1355	-0.0758
 750	 970.000	0.0201	0.1206	-0.1005
 751	 970.033	0.4602	0.1305	+0.3297
 752	 970.067	0.4592	0.1073	+0.3519
 753	 970.100	0.4750	0.0657	+0.4093
 754	 970.133	0.4741	0.0894	+0.3847
 755	 970.167	0.4442	0.4887	-0.0445
 756	 970.200	0.4423	0.2512	+0.1911
 757	 970.233	0.0104	0.5548	-0.5443
 758	 970.267	0.0153	0.7562	-0.7410
 759	 970.300	0.0403	0.2051	-0.1648
 760	 970.333	0.4631	0.4810	-0.0179
 761	 970.367	0.4673	0.1803	+0.2870
 762	 970.400	0.0101	0.5354	-0.5253
 763	 970.433	0.4662	0.1821	+0.2842
 764	 970.467	0.0450	0.1578	-0.1127
 765	 970.500	0.4836	0.2368	+0.2468
 766	 970.533	0.0205	0.2345	-0.2140
 767	 970.567	0.0295	0.2743	-0.2448
 768	 970.600	0.0284	0.3336	-0.3052
 769	 970.633	0.0597	0.4432	-0.3835
 770	 970.667	0.0101	0.4394	-0.4293
 771	 970.700	0.7648	0.5747	+0.1900
 772	 970.733	0.6738	0.4111	+0.2627
 773	 970.767	1.0000	0.5841	+0.4159
 774	 970.800	0.0432	0.4468	-0.4036
 775	 970.833	0.0505	0.5134	-0.4628
 776	 970.867	0.0257	1.0000	-0.9743
 777	 970.900	0.0317	0.4751	-0.4434
 778	 970.933	0.0492	0.8861	-0.8369
 779	 970.967	0.0210	0.1590	-0.1380
 780	 971.000	0.0218	0.0898	-0.0680
 781	 971.033	0.0072	0.1691	-0.1619
 782	 971.067	0.0069	0.8790	-0.8721
 783	 971.100	0.0086	0.4869	-0.4782
 784	 971.133	0.0426	0.9327	-0.8900
 785	 971.167	0.0104	0.6563	-0.6459
 786	 971.200	0.0169	0.2470	-0.2301
 787	 971.233	0.0107	0.2221	-0.2114
 788	 971.267	0.0115	0.2322	-0.2206
 789	 971.300	0.0053	0.1622	-0.1569
 790	 971.333	0.0091	0.1591	-0.1500
 791	 971.367	0.0100	0.1881	-0.1781
 792	 971.400	0.0711	0.2599	-0.1888
 793	 971.433	0.0128	0.2247	-0.2118
 794	 971.467	0.0238	0.2073	-0.1835
 795	 971.500	0.0154	0.3413	-0.3259
 796	 971.533	0.0134	0.2103	-0.1969
 797	 971.567	0.0068	0.4248	-0.4180
 798	 971.600	0.0360	0.4903	-0.4543
 799	 971.633	0.0206	0.8664	-0.8458
 800	 971.667	0.0118	0.4790	-0.4672
 801	 971.700	0.0075	0.7371	-0.7296
 802	 971.733	0.4772	0.0979	+0.3793
 803	 971.767	0.0084	0.1056	-0.0971
 804	 971.800	0.4774	0.7361	-0.2587
 805	 971.833	0.0466	0.3252	-0.2786
 806	 971.867	0.0510	0.3536	-0.3026
 807	 971.900	0.0193	0.8237	-0.8044
 808	 971.933	0.4786	0.1950	+0.2835
 809	 971.967	0.4664	0.7214	-0.2550
 810	 972.000	0.0416	0.6846	-0.6430
 811	 972.033	0.4818	0.1907	+0.2911
 812	 972.067	0.0118	0.7228	-0.7110
 813	 972.100	0.0083	0.7650	-0.7567
 814	 972.133	0.4760	0.1925	+0.2835
 815	 972.167	0.0364	0.7395	-0.7031
 816	 972.200	0.0401	0.2244	-0.1843
 817	 972.233	0.0105	0.4715	-0.4610
 818	 972.267	0.0304	1.0000	-0.9696
 819	 972.300	0.0189	1.0000	-0.9811
 820	 972.333	0.0273	0.7877	-0.7604
 821	 972.367	0.0524	0.7380	-0.6856
 822	 972.400	0.0222	0.6097	-0.5875
 823	 972.433	0.0578	0.3027	-0.2449
 824	 972.467	0.0960	0.1262	-0.0302
 825	 972.500	0.7934	0.4649	+0.3285
 826	 972.533	0.1553	0.0879	+0.0674
 827	 972.567	0.1030	0.0720	+0.0311
 828	 972.600	0.1020	0.0386	+0.0634
 829	 972.633	0.0677	0.0408	+0.0269
 830	 972.667	0.4663	0.0372	+0.4291
 831	 972.700	0.4686	0.0803	+0.3883
 832	 972.733	0.0484	0.0501	-0.0017
 833	 972.767	0.0835	0.1582	-0.0747
 834	 972.800	0.0860	0.1030	-0.0170
 835	 972.833	0.1053	0.1466	-0.0413
 836	 972.867	0.7969	0.0943	+0.7026
 837	 972.900	0.1344	0.6010	-0.4666
 838	 972.933	0.1491	0.5762	-0.4271
 839	 972.967	0.1323	0.0676	+0.0647
 840	 973.000	0.0945	0.1600	-0.0655
 841	 973.033	0.0365	0.1637	-0.1273
 842	 973.067	0.0392	0.0897	-0.0505
 843	 973.100	0.0799	0.2330	-0.1530
 844	 973.133	0.1422	0.1456	-0.0035
 845	 973.167	0.0775	0.2791	-0.2016
 846	 973.200	0.1130	0.1395	-0.0265
 847	 973.233	0.1101	0.2114	-0.1013
 848	 973.267	0.1445	0.8089	-0.6645
 849	 973.300	0.7934	0.9921	-0.1986
 850	 973.333	0.0905	0.9011	-0.8106
 851	 973.367	0.0586	0.2317	-0.1731
 852	 973.400	0.0465	0.7907	-0.7443
 853	 973.433	0.0331	0.6320	-0.5990
 854	 973.467	0.0710	0.2004	-0.1294
 855	 973.500	0.7524	0.2085	+0.5439
 856	 973.533	0.0736	0.0726	+0.0010
 857	 973.567	0.0581	0.1556	-0.0976
 858	 973.600	0.0630	0.9284	-0.8653
 859	 973.633	0.0507	0.1292	-0.0785
 860	 973.667	0.0382	0.1623	-0.1241
 861	 973.700	0.0434	0.7428	-0.6994
 862	 973.733	0.0469	0.1753	-0.1284
 863	 973.767	0.0338	0.2163	-0.1825
 864	 973.800	0.0617	0.9830	-0.9213
 865	 973.833	0.0312	0.9713	-0.9401
 866	 973.867	0.0545	0.2829	-0.2284
 867	 973.900	0.0285	0.3685	-0.3401
 868	 973.933	0.0256	0.2770	-0.2514
 869	 973.967	0.0626	0.3788	-0.3161
 870	 974.000	0.0301	0.1897	-0.1595
 871	 974.033	0.0336	0.2159	-0.1823
 872	 974.067	0.0307	0.1526	-0.1218
 873	 974.100	0.0327	0.1509	-0.1181
 874	 974.133	0.0566	0.1468	-0.0902
 875	 974.167	0.0427	0.2715	-0.2288
 876	 974.200	0.0556	1.0000	-0.9444
 877	 974.233	0.0263	0.9851	-0.9587
 878	 974.267	0.0286	0.9998	-0.9711
 879	 974.300	0.0178	0.2120	-0.1941
 880	 974.333	0.0161	1.0000	-0.9839
 881	 974.367	0.0173	0.5971	-0.5798
 882	 974.400	0.0407	0.2952	-0.2544
 883	 974.433	0.0369	0.3539	-0.3170
 884	 974.467	0.0316	0.5038	-0.4722
 885	 974.500	0.0348	0.4909	-0.4561
 886	 974.533	0.0386	1.0000	-0.9614
 887	 974.567	0.0228	0.4086	-0.3858
 888	 974.600	0.0297	0.2231	-0.1934
 889	 974.633	0.0504	0.1042	-0.0538
 890	 974.667	0.0279	0.1756	-0.1477
 891	 974.700	0.0266	0.1887	-0.1621
 892	 974.733	0.0501	0.1540	-0.1039
 893	 974.767	0.0239	0.1835	-0.1597
 894	 974.800	0.0285	0.2119	-0.1834
 895	 974.833	0.0351	0.2343	-0.1992
 896	 974.867	0.0455	0.1644	-0.1189
 897	 974.900	0.0556	0.0716	-0.0160
 898	 974.933	0.0633	0.1987	-0.1354
 899	 974.967	0.0446	0.1361	-0.0915
 900	 975.000	0.0423	0.0992	-0.0569
 901	 975.033	0.0311	0.0822	-0.0511
 902	 975.067	0.1077	0.1362	-0.0284
 903	 975.100	0.0766	0.1160	-0.0394
 904	 975.133	0.7664	0.0865	+0.6799
 905	 975.167	0.1207	0.0942	+0.0265
 906	 975.200	0.1165	0.0782	+0.0383
 907	 975.233	0.0943	0.0738	+0.0206
 908	 975.267	0.0648	0.1394	-0.0747
 909	 975.300	0.0408	0.1361	-0.0953
 910	 975.333	0.5056	0.1197	+0.3860
 911	 975.367	0.5052	0.1229	+0.3823
 912	 975.400	0.0820	0.1358	-0.0538
 913	 975.433	0.0631	0.1530	-0.0900
 914	 975.467	0.0857	0.3021	-0.2164
 915	 975.500	0.1001	0.3240	-0.2239
 916	 975.533	0.7931	0.5000	+0.2931
 917	 975.567	0.0939	0.9940	-0.9001
 918	 975.600	0.0549	0.9939	-0.9389
 919	 975.633	0.0552	1.0000	-0.9448
 920	 975.667	0.0370	0.0984	-0.0614
 921	 975.700	0.0255	0.1710	-0.1456
 922	 975.733	0.0788	0.0612	+0.0176
 923	 975.767	0.0829	0.1854	-0.1025
 924	 975.800	0.7883	0.2752	+0.5132
 925	 975.833	0.1078	1.0000	-0.8922
 926	 975.867	0.1053	0.1134	-0.0081
 927	 975.900	0.0954	1.0000	-0.9046
 928	 975.933	0.0736	1.0000	-0.9264
 929	 975.967	0.0692	0.2912	-0.2220
 930	 976.000	0.6082	0.2284	+0.3799
 931	 976.033	0.0178	1.0000	-0.9822
 932	 976.067	0.0111	0.9391	-0.9280
 933	 976.100	0.6074	1.0000	-0.3926
 934	 976.133	0.0546	0.1826	-0.1280
 935	 976.167	0.0386	0.1196	-0.0810
 936	 976.200	0.1199	0.1781	-0.0582
 937	 976.233	0.0554	0.0720	-0.0167
 938	 976.267	0.7679	0.0574	+0.7105
 939	 976.300	0.0774	0.0361	+0.0413
 940	 976.333	0.0825	0.0534	+0.0291
 941	 976.367	0.0573	0.0688	-0.0115
 942	 976.400	0.1009	0.0784	+0.0225
 943	 976.433	0.0422	0.1237	-0.0815
 944	 976.467	0.0354	0.0844	-0.0490
 945	 976.500	0.0204	0.1421	-0.1216
 946	 976.533	0.0287	0.0955	-0.0668
 947	 976.567	0.0365	0.1114	-0.0749
 948	 976.600	0.0327	0.1497	-0.1170
 949	 976.633	0.0411	0.0951	-0.0540
 950	 976.667	0.0672	0.1449	-0.0777
 951	 976.700	0.0404	0.1828	-0.1424
 952	 976.733	0.0418	0.1429	-0.1011
 953	 976.767	0.0235	0.0715	-0.0480
 954	 976.800	0.0535	0.0932	-0.0397
 955	 976.833	0.0398	0.1361	-0.0963
 956	 976.867	0.0183	0.1884	-0.1701
 957	 976.900	0.0443	0.2632	-0.2188
 958	 976.933	0.0173	0.1634	-0.1461
 959	 976.967	0.0534	0.2131	-0.1597
 960	 977.000	0.0446	0.1147	-0.0701
 961	 977.033	0.0299	0.2336	-0.2036
 962	 977.067	0.0545	0.3263	-0.2719
 963	 977.100	0.0248	1.0000	-0.9752
 964	 977.133	0.0462	1.0000	-0.9538
 965	 977.167	0.0259	0.1760	-0.1501
 966	 977.200	0.0316	1.0000	-0.9684
 967	 977.233	0.0224	0.2080	-0.1856
 968	 977.267	0.0423	0.2131	-0.1708
 969	 977.300	0.0523	0.2116	-0.1593
 970	 977.333	0.0254	0.0867	-0.0612
 971	 977.367	0.0191	0.7650	-0.7458
 972	 977.400	0.0216	0.2672	-0.2456
 973	 977.433	0.0233	0.0827	-0.0594
 974	 977.467	0.0262	0.0595	-0.0333
 975	 977.500	0.0141	0.1899	-0.1757
 976	 977.533	0.0452	0.0764	-0.0312
 977	 977.567	0.0146	0.7236	-0.7091
 978	 977.600	0.0210	0.3003	-0.2793
 979	 977.633	0.0449	0.2653	-0.2204
 980	 977.667	0.0122	0.3046	-0.2924
 981	 977.700	0.0084	0.6229	-0.6145
 982	 977.733	0.0404	0.3653	-0.3249
 983	 977.767	0.0563	0.4570	-0.4007
 984	 977.800	0.0122	0.8552	-0.8430
 985	 977.833	0.0427	1.0000	-0.9573
 986	 977.867	0.0071	0.5319	-0.5247
 987	 977.900	0.0092	0.2101	-0.2008
 988	 977.933	0.0410	0.1483	-0.1073
 989	 977.967	0.0387	0.2104	-0.1717
 990	 978.000	0.0314	0.2401	-0.2086
 991	 978.033	0.0107	0.1987	-0.1880
 992	 978.067	0.0219	0.2043	-0.1824
 993	 978.100	0.0205	0.2123	-0.1918
 994	 978.133	0.0335	0.2422	-0.2086
 995	 978.167	0.0213	0.0695	-0.0482
 996	 978.200	0.0136	0.1970	-0.1834
 997	 978.233	0.0506	0.1693	-0.1187
 998	 978.267	0.0115	0.1456	-0.1341
 999	 978.300	0.0606	0.0990	-0.0384
1000	 978.333	0.0142	0.0896	-0.0755
1001	 978.367	0.0171	0.1368	-0.1197
1002	 978.400	0.0125	0.0747	-0.0621
1003	 978.433	0.0141	0.0830	-0.0688
1004	 978.467	0.0205	0.0704	-0.0499
1005	 978.500	0.0282	0.0702	-0.0420
1006	 978.533	0.0437	0.0355	+0.0082
1007	 978.567	0.0608	0.0810	-0.0201
1008	 978.600	0.0501	0.1097	-0.0596
1009	 978.633	0.0293	0.1017	-0.0724
1010	 978.667	0.0205	0.1093	-0.0887
1011	 978.700	0.0315	0.0797	-0.0481
1012	 978.733	0.0473	0.2436	-0.1963
1013	 978.767	0.0306	0.1887	-0.1581
1014	 978.800	0.0791	0.2952	-0.2161
1015	 978.833	0.0426	0.1914	-0.1488
1016	 978.867	0.0423	1.0000	-0.9577
1017	 978.900	0.0276	1.0000	-0.9724
1018	 978.933	0.4618	1.0000	-0.5382
1019	 978.967	0.0186	0.3510	-0.3324
1020	 979.000	0.0219	0.2809	-0.2590
1021	 979.033	0.4753	0.3883	+0.0870
1022	 979.067	0.0381	0.4107	-0.3725
1023	 979.100	0.4540	0.1780	+0.2760
1024	 979.133	0.4625	0.2424	+0.2202
1025	 979.167	0.4332	0.5727	-0.1395
1026	 979.200	0.0459	0.1581	-0.1122
1027	 979.233	0.0406	0.1657	-0.1251
1028	 979.267	0.0153	0.1188	-0.1035
1029	 979.300	0.4558	0.2073	+0.2485
1030	 979.333	0.0180	0.1640	-0.1460
1031	 979.367	0.4495	0.1408	+0.3088
1032	 979.400	0.4385	0.1731	+0.2654
1033	 979.433	0.0075	0.6890	-0.6815
1034	 979.467	0.4499	0.7183	-0.2684
1035	 979.500	0.4532	0.1158	+0.3374
1036	 979.533	0.4541	0.0389	+0.4153
1037	 979.567	0.0326	0.1849	-0.1523
1038	 979.600	0.0084	0.0301	-0.0217
1039	 979.633	0.0464	0.1166	-0.0703
1040	 979.667	0.0152	0.1383	-0.1231
1041	 979.700	0.0050	0.6948	-0.6899
1042	 979.733	0.0087	0.1021	-0.0934
1043	 979.767	0.0096	0.6784	-0.6688
1044	 979.800	0.0589	0.6565	-0.5976
1045	 979.833	0.0103	0.6666	-0.6562
1046	 979.867	0.0116	0.1239	-0.1123
1047	 979.900	0.4484	0.6672	-0.2188
1048	 979.933	0.0228	0.8295	-0.8067
1049	 979.967	0.0030	1.0000	-0.9970
1050	 980.000	0.0067	0.0439	-0.0372
1051	 980.033	0.0091	0.6403	-0.6312
1052	 980.067	0.0220	0.2853	-0.2633
1053	 980.100	0.4352	0.9612	-0.5260
1054	 980.133	0.0063	0.2458	-0.2396
1055	 980.167	0.0280	0.1109	-0.0829
1056	 980.200	0.0619	0.9793	-0.9175
1057	 980.233	0.4519	0.3224	+0.1295
1058	 980.267	0.4467	0.3952	+0.0516
1059	 980.300	0.4543	0.7488	-0.2946
1060	 980.333	0.4521	0.6081	-0.1561
1061	 980.367	0.0208	0.4936	-0.4728
1062	 980.400	0.4466	0.7809	-0.3343
1063	 980.433	0.4502	0.5181	-0.0679
1064	 980.467	0.0117	0.6553	-0.6436
1065	 980.500	0.0086	0.3369	-0.3283
1066	 980.533	0.0072	0.2981	-0.2910
1067	 980.567	0.0509	0.9457	-0.8949
1068	 980.600	0.4501	0.0677	+0.3823
1069	 980.633	0.0403	0.0750	-0.0347
1070	 980.667	0.0392	0.0960	-0.0568
1071	 980.700	0.0409	0.0978	-0.0569
1072	 980.733	0.0112	0.1628	-0.1516
1073	 980.767	0.4451	0.1161	+0.3290
1074	 980.800	0.0074	0.1337	-0.1263
1075	 980.833	0.4474	0.0834	+0.3639
1076	 980.867	0.0222	0.1100	-0.0878
1077	 980.900	0.7469	0.1263	+0.6206
1078	 980.933	0.0219	0.0894	-0.0674
1079	 980.967	0.0533	0.0953	-0.0420
1080	 981.000	0.0220	0.0414	-0.0194
1081	 981.033	0.0160	0.0549	-0.0390
1082	 981.067	0.7729	0.0647	+0.7082
1083	 981.100	0.0304	0.0724	-0.0419
1084	 981.133	0.0349	0.1558	-0.1209
1085	 981.167	0.0155	0.1759	-0.1604
1086	 981.200	0.0347	0.0580	-0.0234
1087	 981.233	0.0524	0.0733	-0.0209
1088	 981.267	0.7493	0.0663	+0.6830
1089	 981.300	0.0667	0.0636	+0.0031
1090	 981.333	0.0593	0.1069	-0.0476
1091	 981.367	0.0556	0.0900	-0.0344
1092	 981.400	0.0702	0.0544	+0.0158
1093	 981.433	0.6081	0.0859	+0.5222
1094	 981.467	0.6003	0.1657	+0.4346
1095	 981.500	0.0745	0.0630	+0.0114
1096	 981.533	0.0734	0.0685	+0.0049
1097	 981.567	0.0790	0.0609	+0.0181
1098	 981.600	0.7474	0.0910	+0.6564
1099	 981.633	0.0413	0.0973	-0.0560
1100	 981.667	0.0252	0.0467	-0.0215
1101	 981.700	0.0225	0.0828	-0.0603
1102	 981.733	0.0311	0.0609	-0.0298
1103	 981.767	0.0695	0.0592	+0.0102
1104	 981.800	0.0492	0.0816	-0.0324
1105	 981.833	0.0509	0.0490	+0.0018
1106	 981.867	0.7203	0.1233	+0.5970
1107	 981.900	0.6290	0.0285	+0.6005
1108	 981.933	0.0207	0.0316	-0.0108
1109	 981.967	0.0220	0.0161	+0.0060
1110	 982.000	0.6176	0.0128	+0.6048
1111	 982.033	0.7289	0.0114	+0.7176
1112	 982.067	0.0512	0.0349	+0.0163
1113	 982.100	0.0412	0.1002	-0.0590
1114	 982.133	0.0420	0.0864	-0.0444
1115	 982.167	0.0348	0.0159	+0.0189
1116	 982.200	0.0498	0.0318	+0.0180
1117	 982.233	0.0557	0.0599	-0.0042
1118	 982.267	0.0454	0.0176	+0.0278
1119	 982.300	0.0331	0.0205	+0.0126
1120	 982.333	0.0683	0.0167	+0.0516
1121	 982.367	0.6874	0.0204	+0.6670
1122	 982.400	0.1236	0.0435	+0.0801
1123	 982.433	0.0915	0.0380	+0.0534
1124	 982.467	0.0497	0.0375	+0.0123
1125	 982.500	0.5236	0.0301	+0.4935
1126	 982.533	0.0401	0.0490	-0.0089
1127	 982.567	0.0584	0.0215	+0.0369
1128	 982.600	0.0453	0.0185	+0.0267
1129	 982.633	0.4955	0.0175	+0.4781
1130	 982.667	0.0455	0.0699	-0.0244
1131	 982.700	0.0451	0.0622	-0.0171
1132	 982.733	0.0493	0.0866	-0.0373
1133	 982.767	0.6361	0.0606	+0.5754
1134	 982.800	0.0783	0.0854	-0.0071
1135	 982.833	0.0905	0.0362	+0.0543
1136	 982.867	0.0766	0.0152	+0.0614
1137	 982.900	0.1017	0.0124	+0.0893
1138	 982.933	0.0876	0.0178	+0.0699
1139	 982.967	0.0512	0.0751	-0.0239
1140	 983.000	0.7133	0.0322	+0.6810
1141	 983.033	0.8747	0.0205	+0.8542
1142	 983.067	0.5225	0.0277	+0.4948
1143	 983.100	0.0511	0.0628	-0.0117
1144	 983.133	0.0627	0.0592	+0.0035
1145	 983.167	0.0447	0.0839	-0.0391
1146	 983.200	0.0451	0.0285	+0.0167
1147	 983.233	0.0582	0.0381	+0.0200
1148	 983.267	0.0328	0.0423	-0.0096
1149	 983.300	0.0578	0.0384	+0.0194
1150	 983.333	0.4265	0.0500	+0.3765
1151	 983.367	0.1190	0.0494	+0.0696
1152	 983.400	0.0827	0.0601	+0.0226
