frame	fused_speaker	diar_label_at_that_frame	vad_speech	eq=(fused==diar)
 667	spk_b        	spk_b                   	True      	True
 668	spk_b        	spk_b                   	True      	True
 669	spk_b        	spk_b                   	True      	True
 670	spk_b        	spk_b                   	True      	True
 671	spk_b        	spk_b                   	True      	True
 672	spk_b        	spk_b                   	True      	True
 673	spk_b        	spk_b                   	True      	True
 674	spk_b        	spk_b                   	True      	True
 675	spk_b        	spk_b                   	True      	True
 676	spk_b        	spk_b                   	True      	True
 677	spk_b        	spk_b                   	True      	True
 678	spk_b        	spk_b                   	True      	True
 679	spk_b        	spk_b                   	True      	True
 680	spk_b        	spk_b                   	True      	True
 681	spk_b        	spk_b                   	True      	True
 682	spk_b        	spk_b                   	True      	True
 683	spk_b        	spk_b                   	True      	True
 684	spk_b        	spk_b                   	True      	True
 685	spk_b        	spk_b                   	True      	True
 686	spk_b        	spk_b                   	True      	True
 687	spk_b        	spk_b                   	False     	False
 688	spk_b        	spk_b                   	False     	False
 689	spk_b        	spk_b                   	False     	False
 690	spk_b        	spk_b                   	True      	True
 691	spk_b        	spk_b                   	True      	True
 692	spk_b        	spk_b                   	True      	True
 693	spk_b        	spk_b                   	True      	True
 694	spk_b        	spk_b                   	True      	True
 695	spk_b        	spk_b                   	True      	True
 696	spk_b        	spk_b                   	True      	True
 697	spk_b        	spk_b                   	True      	True
 698	spk_b        	spk_b                   	True      	True
 699	spk_b        	spk_b                   	True      	True
 700	spk_b        	spk_b                   	True      	True
 701	spk_b        	spk_b                   	True      	True
 702	spk_b        	spk_b                   	True      	True
 703	spk_b        	spk_b                   	True      	True
 704	spk_b        	spk_b                   	True      	True
 705	spk_b        	spk_b                   	True      	True
 706	spk_b        	spk_b                   	True      	True
 707	spk_b        	spk_b                   	True      	True
 708	spk_b        	spk_b                   	True      	True
 709	spk_b        	spk_b                   	True      	True
 710	spk_b        	spk_b                   	True      	True
 711	spk_b        	spk_b                   	True      	True
 712	spk_b        	spk_b                   	True      	True
 713	spk_b        	spk_b                   	True      	True
 714	spk_b        	spk_b                   	True      	True
 715	spk_b        	spk_b                   	True      	True
 716	spk_b        	spk_b                   	True      	True
 717	spk_b        	spk_b                   	True      	True
 718	spk_b        	spk_b                   	True      	True
 719	spk_b        	spk_b                   	True      	True
 720	spk_b        	spk_b                   	True      	True
 721	spk_b        	spk_b                   	True      	True
 722	spk_b        	spk_b                   	True      	True
 723	spk_b        	spk_b                   	True      	True
 724	spk_b        	spk_b                   	True      	True
 725	spk_b        	spk_b                   	True      	True
 726	silence      	spk_b                   	False     	False
 727	silence      	spk_b                   	False     	False
 728	silence      	spk_b                   	False     	False
 729	silence      	spk_b                   	False     	False
 730	silence      	spk_b                   	False     	False
 731	silence      	spk_b                   	False     	False
 732	silence      	spk_b                   	False     	False
 733	silence      	spk_b                   	False     	False
 734	silence      	spk_b                   	False     	False
 735	spk_b        	spk_b                   	True      	True
 736	spk_b        	spk_b                   	True      	True
 737	spk_b        	spk_b                   	True      	True
 738	spk_b        	spk_b                   	True      	True
 739	spk_b        	spk_b                   	True      	True
 740	spk_b        	spk_b                   	True      	True
 741	spk_b        	spk_b                   	True      	True
 742	spk_b        	spk_b                   	True      	True
 743	spk_b        	spk_b                   	True      	True
 744	spk_b        	spk_b                   	True      	True
 745	spk_b        	spk_b                   	True      	True
 746	spk_b        	spk_b                   	True      	True
 747	spk_b        	spk_b                   	True      	True
 748	spk_b        	spk_b                   	True      	True
 749	spk_b        	spk_b                   	True      	True
 750	spk_b        	spk_b                   	True      	True
 751	spk_b        	spk_b                   	True      	True
 752	spk_b        	spk_b                   	True      	True
 753	spk_b        	spk_b                   	True      	True
 754	spk_b        	spk_b                   	True      	True
 755	spk_b        	spk_b                   	True      	True
 756	spk_b        	spk_b                   	True      	True
 757	spk_b        	spk_b                   	True      	True
 758	spk_b        	spk_b                   	True      	True
 759	spk_b        	spk_b                   	True      	True
 760	spk_b        	spk_b                   	True      	True
 761	spk_b        	spk_b                   	True      	True
 762	spk_b        	spk_b                   	True      	True
 763	spk_b        	spk_b                   	True      	True
 764	spk_b        	spk_b                   	True      	True
 765	spk_b        	spk_b                   	True      	True
 766	spk_b        	spk_b                   	True      	True
 767	spk_b        	spk_b                   	True      	True
 768	spk_b        	spk_b                   	True      	True
 769	spk_b        	spk_b                   	True      	True
 770	spk_b        	spk_b                   	True      	True
 771	spk_b        	spk_b                   	True      	True
 772	spk_b        	spk_b                   	True      	True
 773	spk_b        	spk_b                   	True      	True
 774	spk_b        	spk_b                   	True      	True
 775	spk_b        	spk_b                   	True      	True
 776	spk_b        	spk_b                   	True      	True
 777	spk_b        	spk_b                   	True      	True
 778	spk_b        	spk_b                   	True      	True
 779	spk_b        	spk_b                   	True      	True
 780	spk_b        	spk_b                   	True      	True
 781	spk_b        	spk_b                   	True      	True
 782	spk_b        	spk_b                   	True      	True
 783	spk_b        	spk_b                   	True      	True
 784	spk_b        	spk_b                   	True      	True
 785	spk_b        	spk_b                   	True      	True
 786	spk_b        	spk_b                   	True      	True
 787	spk_b        	spk_b                   	True      	True
 788	spk_b        	spk_b                   	True      	True
 789	spk_b        	spk_b                   	True      	True
 790	spk_b        	spk_b                   	True      	True
 791	spk_b        	spk_b                   	True      	True
 792	spk_b        	spk_b                   	True      	True
 793	spk_b        	spk_b                   	True      	True
 794	spk_b        	spk_b                   	True      	True
 795	spk_b        	spk_b                   	True      	True
 796	spk_b        	spk_b                   	True      	True
 797	spk_b        	spk_b                   	True      	True
 798	spk_b        	spk_b                   	True      	True
 799	spk_b        	spk_b                   	True      	True
 800	spk_b        	spk_b                   	True      	True
 801	spk_b        	spk_b                   	True      	True
 802	spk_b        	spk_b                   	True      	True
 803	spk_b        	spk_b                   	True      	True
 804	spk_b        	spk_b                   	True      	True
 805	spk_b        	spk_b                   	True      	True
 806	spk_b        	spk_b                   	True      	True
 807	spk_b        	spk_b                   	True      	True
 808	spk_b        	spk_b                   	True      	True
 809	spk_b        	spk_b                   	True      	True
 810	spk_b        	spk_b                   	True      	True
 811	spk_b        	spk_b                   	True      	True
 812	spk_b        	spk_b                   	True      	True
 813	spk_b        	spk_b                   	True      	True
 814	spk_b        	spk_b                   	True      	True
 815	spk_b        	spk_b                   	True      	True
 816	spk_b        	spk_b                   	True      	True
 817	spk_b        	spk_b                   	True      	True
 818	spk_b        	spk_b                   	True      	True
 819	spk_b        	spk_b                   	True      	True
 820	spk_b        	spk_b                   	True      	True
 821	spk_b        	spk_b                   	True      	True
 822	spk_b        	spk_b                   	True      	True
 823	spk_b        	spk_b                   	True      	True
 824	spk_b        	spk_b                   	True      	True
 825	spk_b        	spk_b                   	True      	True
 826	spk_b        	spk_b                   	True      	True
 827	spk_b        	spk_b                   	True      	True
 828	spk_b        	spk_b                   	True      	True
 829	spk_b        	spk_b                   	True      	True
 830	spk_b        	spk_b                   	True      	True
 831	spk_b        	spk_b                   	True      	True
 832	spk_b        	spk_b                   	True      	True
 833	spk_b        	spk_b                   	True      	True
 834	spk_b        	spk_b                   	True      	True
 835	spk_b        	spk_b                   	True      	True
 836	spk_b        	spk_b                   	True      	True
 837	spk_b        	spk_b                   	True      	True
 838	spk_b        	spk_b                   	True      	True
 839	spk_b        	spk_b                   	True      	True
 840	spk_b        	spk_b                   	True      	True
 841	spk_b        	spk_b                   	True      	True
 842	spk_b        	spk_b                   	True      	True
 843	silence      	spk_b                   	False     	False
 844	silence      	spk_b                   	False     	False
 845	silence      	spk_b                   	False     	False
 846	silence      	spk_b                   	False     	False
 847	silence      	spk_b                   	False     	False
 848	silence      	spk_b                   	False     	False
 849	silence      	spk_b                   	False     	False
 850	silence      	spk_b                   	False     	False
 851	silence      	spk_b                   	False     	False
 852	silence      	spk_b                   	False     	False
 853	silence      	spk_b                   	False     	False
 854	silence      	spk_b                   	False     	False
 855	silence      	spk_b                   	False     	False
 856	silence      	spk_b                   	False     	False
 857	silence      	spk_b                   	False     	False
 858	spk_b        	spk_b                   	True      	True
 859	spk_b        	spk_b                   	True      	True
 860	spk_b        	spk_b                   	True      	True
 861	spk_b        	spk_b                   	True      	True
 862	spk_b        	spk_b                   	True      	True
 863	spk_b        	spk_b                   	True      	True
 864	spk_b        	spk_b                   	True      	True
 865	spk_b        	spk_b                   	True      	True
 866	spk_b        	spk_b                   	True      	True
 867	spk_b        	spk_b                   	True      	True
 868	spk_b        	spk_b                   	True      	True
 869	spk_b        	spk_b                   	True      	True
 870	spk_b        	spk_b                   	True      	True
 871	spk_b        	spk_b                   	True      	True
 872	spk_b        	spk_b                   	True      	True
 873	spk_b        	spk_b                   	True      	True
 874	spk_b        	spk_b                   	True      	True
 875	spk_b        	spk_b                   	True      	True
 876	spk_b        	spk_b                   	True      	True
 877	spk_b        	spk_b                   	True      	True
 878	spk_b        	spk_b                   	True      	True
 879	spk_b        	spk_b                   	True      	True
 880	spk_b        	spk_b                   	True      	True
 881	spk_b        	spk_b                   	True      	True
 882	spk_b        	spk_b                   	True      	True
 883	spk_b        	spk_b                   	True      	True
 884	spk_b        	spk_b                   	True      	True
 885	spk_b        	spk_b                   	True      	True
 886	spk_b        	spk_b                   	True      	True
 887	spk_b        	spk_b                   	True      	True
 888	spk_b        	spk_b                   	True      	True
 889	spk_b        	spk_b                   	True      	True
 890	spk_b        	spk_b                   	True      	True
 891	spk_b        	spk_b                   	True      	True
 892	spk_b        	spk_b                   	True      	True
 893	spk_b        	spk_b                   	True      	True
 894	spk_b        	spk_b                   	True      	True
 895	spk_b        	spk_b                   	True      	True
 896	spk_b        	spk_b                   	True      	True
 897	spk_b        	spk_b                   	True      	True
 898	spk_b        	spk_b                   	True      	True
 899	spk_b        	spk_b                   	True      	True
 900	spk_b        	spk_b                   	True      	True
 901	spk_b        	spk_b                   	True      	True
 902	spk_b        	spk_b                   	True      	True
 903	spk_b        	spk_b                   	True      	True
 904	spk_b        	spk_b                   	True      	True
 905	spk_b        	spk_b                   	True      	True
 906	spk_b        	spk_b                   	True      	True
 907	spk_b        	spk_b                   	True      	True
 908	spk_b        	spk_b                   	True      	True
 909	spk_b        	spk_b                   	True      	True
 910	spk_b        	spk_b                   	True      	True
 911	spk_b        	spk_b                   	True      	True
 912	spk_b        	spk_b                   	True      	True
 913	spk_b        	spk_b                   	True      	True
 914	spk_b        	spk_b                   	True      	True
 915	spk_b        	spk_b                   	True      	True
 916	spk_b        	spk_b                   	True      	True
 917	spk_b        	spk_b                   	True      	True
 918	spk_b        	spk_b                   	True      	True
 919	spk_b        	spk_b                   	True      	True
 920	spk_b        	spk_b                   	True      	True
 921	spk_b        	spk_b                   	True      	True
 922	spk_b        	spk_b                   	True      	True
 923	spk_b        	spk_b                   	True      	True
 924	spk_b        	spk_b                   	True      	True
 925	spk_b        	spk_b                   	True      	True
 926	spk_b        	spk_b                   	True      	True
 927	spk_b        	spk_b                   	True      	True
 928	spk_b        	spk_b                   	True      	True
 929	spk_b        	spk_b                   	True      	True
 930	spk_b        	spk_b                   	True      	True
 931	spk_b        	spk_b                   	True      	True
 932	spk_b        	spk_b                   	True      	True
 933	spk_b        	spk_b                   	True      	True
 934	spk_b        	spk_b                   	True      	True
 935	spk_b        	spk_b                   	True      	True
 936	spk_b        	spk_b                   	True      	True
 937	spk_b        	spk_b                   	True      	True
 938	spk_b        	spk_b                   	True      	True
 939	spk_b        	spk_b                   	True      	True
 940	spk_b        	spk_b                   	True      	True
 941	spk_b        	spk_b                   	True      	True
 942	spk_b        	spk_b                   	True      	True
 943	spk_b        	spk_b                   	True      	True
 944	spk_b        	spk_b                   	True      	True
 945	spk_b        	spk_b                   	True      	True
 946	spk_b        	spk_b                   	True      	True
 947	spk_b        	spk_b                   	True      	True
 948	spk_b        	spk_b                   	True      	True
 949	spk_b        	spk_b                   	True      	True
 950	spk_b        	spk_b                   	True      	True
 951	spk_b        	spk_b                   	True      	True
 952	spk_b        	spk_b                   	True      	True
 953	spk_b        	spk_b                   	True      	True
 954	spk_b        	spk_b                   	True      	True
 955	spk_b        	spk_b                   	True      	True
 956	spk_b        	spk_b                   	True      	True
 957	spk_b        	spk_b                   	True      	True
 958	spk_b        	spk_b                   	True      	True
 959	spk_b        	spk_b                   	True      	True
 960	spk_b        	spk_b                   	True      	True
 961	spk_b        	spk_b                   	True      	True
 962	spk_b        	spk_b                   	True      	True
 963	silence      	spk_b                   	False     	False
 964	silence      	spk_b                   	False     	False
 965	silence      	spk_b                   	False     	False
 966	silence      	spk_b                   	False     	False
 967	silence      	spk_b                   	False     	False
 968	silence      	spk_b                   	False     	False
 969	silence      	spk_b                   	False     	False
 970	silence      	spk_b                   	False     	False
 971	silence      	spk_b                   	False     	False
 972	silence      	spk_b                   	False     	False
 973	silence      	spk_b                   	False     	False
 974	silence      	spk_b                   	False     	False
 975	silence      	spk_b                   	False     	False
 976	silence      	spk_b                   	False     	False
 977	silence      	spk_b                   	False     	False
 978	spk_b        	spk_b                   	True      	True
 979	spk_b        	spk_b                   	True      	True
 980	spk_b        	spk_b                   	True      	True
 981	spk_b        	spk_b                   	True      	True
 982	spk_b        	spk_b                   	True      	True
 983	spk_b        	spk_b                   	True      	True
 984	spk_b        	spk_b                   	True      	True
 985	spk_b        	spk_b                   	True      	True
 986	spk_b        	spk_b                   	True      	True
 987	spk_b        	spk_b                   	True      	True
 988	spk_b        	spk_b                   	True      	True
 989	spk_b        	spk_b                   	True      	True
 990	spk_b        	spk_b                   	True      	True
 991	spk_b        	spk_b                   	True      	True
 992	spk_b        	spk_b                   	True      	True
 993	spk_b        	spk_b                   	True      	True
 994	spk_b        	spk_b                   	True      	True
 995	spk_b        	spk_b                   	True      	True
 996	spk_b        	spk_b                   	True      	True
 997	spk_b        	spk_b                   	True      	True
 998	spk_b        	spk_b                   	True      	True
 999	spk_b        	spk_b                   	True      	True
1000	spk_b        	spk_b                   	True      	True
1001	spk_b        	spk_b                   	True      	True
1002	spk_b        	spk_b                   	True      	True
1003	spk_b        	spk_b                   	True      	True
1004	spk_b        	spk_b                   	True      	True
1005	spk_b        	spk_b                   	True      	True
1006	spk_b        	spk_b                   	True      	True
1007	spk_b        	spk_b                   	True      	True
1008	spk_b        	spk_b                   	True      	True
1009	spk_b        	spk_b                   	True      	True
1010	spk_b        	spk_b                   	True      	True
1011	spk_b        	spk_b                   	True      	True
1012	spk_b        	spk_b                   	True      	True
1013	spk_b        	spk_b                   	True      	True
1014	spk_b        	spk_b                   	True      	True
1015	spk_b        	spk_b                   	True      	True
1016	spk_b        	spk_b                   	True      	True
1017	silence      	spk_b                   	False     	False
1018	silence      	spk_b                   	False     	False
1019	silence      	spk_b                   	False     	False
1020	silence      	spk_b                   	False     	False
1021	silence      	spk_b                   	False     	False
1022	silence      	spk_b                   	False     	False
1023	spk_b        	spk_b                   	True      	True
1024	spk_b        	spk_b                   	True      	True
1025	spk_b        	spk_b                   	True      	True
1026	spk_b        	spk_b                   	True      	True
1027	spk_b        	spk_b                   	True      	True
1028	spk_b        	spk_b                   	True      	True
1029	spk_b        	spk_b                   	True      	True
1030	spk_b        	spk_b                   	True      	True
1031	spk_b        	spk_b                   	True      	True
1032	spk_b        	spk_b                   	True      	True
1033	spk_b        	spk_b                   	True      	True
1034	spk_b        	spk_b                   	True      	True
1035	spk_b        	spk_b                   	True      	True
1036	spk_b        	spk_b                   	True      	True
1037	spk_b        	spk_b                   	True      	True
1038	spk_b        	spk_b                   	True      	True
1039	spk_b        	spk_b                   	True      	True
1040	spk_b        	spk_b                   	True      	True
1041	spk_b        	spk_b                   	True      	True
1042	spk_b        	spk_b                   	True      	True
1043	spk_b        	spk_b                   	True      	True
1044	silence      	spk_b                   	False     	False
1045	silence      	spk_b                   	False     	False
1046	silence      	spk_b                   	False     	False
1047	silence      	spk_b                   	False     	False
1048	silence      	spk_b                   	False     	False
1049	silence      	spk_b                   	False     	False
1050	silence      	spk_b                   	False     	False
1051	silence      	spk_b                   	False     	False
1052	silence      	spk_b                   	False     	False
1053	silence      	spk_b                   	False     	False
1054	silence      	spk_b                   	False     	False
1055	silence      	spk_b                   	False     	False
1056	spk_b        	spk_b                   	True      	True
1057	spk_b        	spk_b                   	True      	True
1058	spk_b        	spk_b                   	True      	True
1059	spk_b        	spk_b                   	True      	True
1060	spk_b        	spk_b                   	True      	True
1061	spk_b        	spk_b                   	True      	True
1062	spk_b        	spk_b                   	True      	True
1063	spk_b        	spk_b                   	True      	True
1064	spk_b        	spk_b                   	True      	True
1065	spk_b        	spk_b                   	True      	True
1066	spk_b        	spk_b                   	True      	True
1067	spk_b        	spk_b                   	True      	True
1068	spk_b        	spk_b                   	True      	True
1069	spk_b        	spk_b                   	True      	True
1070	spk_b        	spk_b                   	True      	True
1071	spk_b        	spk_b                   	True      	True
1072	spk_b        	spk_b                   	True      	True
1073	spk_b        	spk_b                   	True      	True
1074	spk_b        	spk_b                   	True      	True
1075	spk_b        	spk_b                   	True      	True
1076	spk_b        	spk_b                   	True      	True
1077	spk_b        	spk_b                   	True      	True
1078	spk_b        	spk_b                   	True      	True
1079	spk_b        	spk_b                   	True      	True
1080	spk_b        	spk_b                   	True      	True
1081	spk_b        	spk_b                   	True      	True
1082	spk_b        	spk_b                   	True      	True
1083	spk_b        	spk_b                   	True      	True
1084	spk_b        	spk_b                   	True      	True
1085	spk_b        	spk_b                   	True      	True
1086	spk_b        	spk_b                   	True      	True
1087	spk_b        	spk_b                   	True      	True
1088	spk_b        	spk_b                   	True      	True
1089	silence      	spk_b                   	False     	False
1090	silence      	spk_b                   	False     	False
1091	silence      	spk_b                   	False     	False
1092	silence      	spk_b                   	False     	False
1093	silence      	spk_b                   	False     	False
1094	silence      	spk_b                   	False     	False
1095	silence      	spk_b                   	False     	False
1096	silence      	spk_b                   	False     	False
1097	silence      	spk_b                   	False     	False
1098	silence      	spk_b                   	False     	False
1099	silence      	spk_b                   	False     	False
1100	silence      	spk_b                   	False     	False
1101	silence      	spk_b                   	False     	False
1102	silence      	spk_b                   	False     	False
1103	silence      	spk_b                   	False     	False
1104	silence      	spk_b                   	False     	False
1105	silence      	spk_b                   	False     	False
1106	silence      	spk_b                   	False     	False
1107	silence      	spk_b                   	False     	False
1108	silence      	spk_b                   	False     	False
1109	silence      	spk_b                   	False     	False
1110	silence      	spk_b                   	False     	False
1111	silence      	spk_b                   	False     	False
1112	silence      	spk_b                   	False     	False
1113	silence      	spk_b                   	False     	False
1114	silence      	spk_b                   	False     	False
1115	silence      	spk_b                   	False     	False
1116	silence      	spk_b                   	False     	False
1117	silence      	spk_b                   	False     	False
1118	silence      	spk_b                   	False     	False
1119	silence      	spk_b                   	False     	False
1120	silence      	spk_b                   	False     	False
1121	silence      	spk_b                   	False     	False
1122	spk_b        	spk_b                   	True      	True
1123	spk_b        	spk_b                   	True      	True
1124	spk_b        	spk_b                   	True      	True
1125	spk_b        	spk_b                   	True      	True
1126	spk_b        	spk_b                   	True      	True
1127	spk_b        	spk_b                   	True      	True
1128	spk_b        	spk_b                   	True      	True
1129	spk_b        	spk_b                   	True      	True
1130	spk_b        	spk_b                   	True      	True
1131	spk_b        	spk_b                   	True      	True
1132	spk_b        	spk_b                   	True      	True
1133	spk_b        	spk_b                   	True      	True
1134	spk_b        	spk_b                   	True      	True
1135	spk_b        	spk_b                   	True      	True
1136	spk_b        	spk_b                   	True      	True
1137	spk_b        	spk_b                   	True      	True
1138	spk_b        	spk_b                   	True      	True
1139	spk_b        	spk_b                   	True      	True
1140	spk_b        	spk_b                   	True      	True
1141	spk_b        	spk_b                   	True      	True
1142	spk_b        	spk_b                   	True      	True
1143	spk_b        	spk_b                   	True      	True
1144	spk_b        	spk_b                   	True      	True
1145	spk_b        	spk_b                   	True      	True
1146	spk_b        	spk_b                   	True      	True
1147	spk_b        	spk_b                   	True      	True
1148	spk_b        	spk_b                   	True      	True
1149	spk_b        	spk_b                   	True      	True
1150	spk_b        	spk_b                   	True      	True
1151	spk_b        	spk_b                   	True      	True
1152	spk_b        	spk_b                   	True      	True
1153	spk_b        	spk_b                   	True      	True
1154	spk_b        	spk_b                   	True      	True
1155	spk_b        	spk_b                   	True      	True
1156	spk_b        	spk_b                   	True      	True
1157	spk_b        	spk_b                   	True      	True
1158	spk_b        	spk_b                   	True      	True
1159	spk_b        	spk_b                   	True      	True
1160	spk_b        	spk_b                   	True      	True
1161	spk_b        	spk_b                   	True      	True
1162	spk_b        	spk_b                   	True      	True
1163	spk_b        	spk_b                   	True      	True
1164	spk_b        	spk_b                   	True      	True
1165	spk_b        	spk_b                   	True      	True
1166	spk_b        	spk_b                   	True      	True
1167	spk_b        	spk_b                   	True      	True
1168	spk_b        	spk_b                   	True      	True
1169	spk_b        	spk_b                   	True      	True
1170	spk_b        	spk_b                   	True      	True
1171	spk_b        	spk_b                   	True      	True
1172	spk_b        	spk_b                   	True      	True
1173	spk_b        	spk_b                   	True      	True
1174	spk_b        	spk_b                   	True      	True
1175	spk_b        	spk_b                   	True      	True
1176	spk_b        	spk_b                   	True      	True
1177	spk_b        	spk_b                   	True      	True
1178	spk_b        	spk_b                   	True      	True
1179	spk_b        	spk_b                   	True      	True
1180	spk_b        	spk_b                   	True      	True
1181	spk_b        	spk_b                   	True      	True
1182	spk_b        	spk_b                   	True      	True
1183	spk_b        	spk_b                   	True      	True
1184	spk_b        	spk_b                   	True      	True
1185	spk_b        	spk_b                   	True      	True
1186	spk_b        	spk_b                   	True      	True
1187	spk_b        	spk_b                   	True      	True
1188	silence      	spk_b                   	False     	False
1189	silence      	spk_b                   	False     	False
1190	silence      	spk_b                   	False     	False
1191	silence      	spk_b                   	False     	False
1192	silence      	spk_b                   	False     	False
1193	silence      	spk_b                   	False     	False
1194	silence      	spk_b                   	False     	False
1195	silence      	spk_b                   	False     	False
1196	silence      	spk_b                   	False     	False
1197	silence      	spk_b                   	False     	False
1198	silence      	spk_b                   	False     	False
1199	silence      	spk_b                   	False     	False

--- SUMMARY ---
numerator=1006
denominator=1007
ratio=0.999007
