# Per-frame agreement breakdown for reel_c1: fused active speaker timeline vs diarization label
# Note: diar_label shows raw transcript segment speaker; vad_speech gates active speech evaluation.
# frame	vad_speech	fused_label	diar_label	mouth_raw	agree
 494	True 	spk_a      	spk_a  	spk_b  	True 
 495	True 	spk_a      	spk_a  	spk_a  	True 
 496	True 	spk_a      	spk_a  	spk_a  	True 
 497	True 	spk_a      	spk_a  	spk_a  	True 
 498	True 	spk_a      	spk_a  	spk_a  	True 
 499	True 	spk_a      	spk_a  	spk_b  	True 
 500	True 	spk_a      	spk_a  	spk_b  	True 
 501	True 	spk_a      	spk_a  	spk_b  	True 
 502	True 	spk_a      	spk_a  	spk_b  	True 
 503	True 	spk_a      	spk_a  	spk_b  	True 
 504	True 	spk_a      	spk_a  	spk_b  	True 
 505	True 	spk_a      	spk_a  	spk_a  	True 
 506	True 	spk_a      	spk_a  	spk_a  	True 
 507	True 	spk_a      	spk_a  	spk_a  	True 
 508	True 	spk_a      	spk_a  	spk_a  	True 
 509	True 	spk_a      	spk_a  	spk_a  	True 
 510	True 	spk_a      	spk_a  	spk_a  	True 
 511	True 	spk_a      	spk_a  	spk_a  	True 
 512	True 	spk_a      	spk_a  	spk_a  	True 
 513	True 	spk_a      	spk_a  	spk_a  	True 
 514	True 	spk_a      	spk_a  	spk_a  	True 
 515	True 	spk_a      	spk_a  	spk_a  	True 
 516	True 	spk_a      	spk_a  	spk_b  	True 
 517	True 	spk_a      	spk_a  	spk_b  	True 
 518	True 	spk_a      	spk_a  	spk_b  	True 
 519	True 	spk_a      	spk_a  	spk_b  	True 
 520	True 	spk_a      	spk_a  	spk_b  	True 
 521	True 	spk_a      	spk_a  	spk_b  	True 
 522	True 	spk_a      	spk_a  	spk_b  	True 
 523	True 	spk_a      	spk_a  	spk_b  	True 
 524	True 	spk_a      	spk_a  	spk_b  	True 
 525	True 	spk_a      	spk_a  	spk_b  	True 
 526	True 	spk_a      	spk_a  	spk_b  	True 
 527	True 	spk_a      	spk_a  	spk_b  	True 
 528	True 	spk_a      	spk_a  	spk_b  	True 
 529	True 	spk_a      	spk_a  	spk_b  	True 
 530	True 	spk_a      	spk_a  	spk_b  	True 
 531	True 	spk_a      	spk_a  	spk_b  	True 
 532	True 	spk_a      	spk_a  	spk_b  	True 
 533	True 	spk_a      	spk_a  	spk_b  	True 
 534	True 	spk_a      	spk_a  	spk_b  	True 
 535	True 	spk_a      	spk_a  	spk_b  	True 
 536	True 	spk_a      	spk_a  	spk_b  	True 
 537	True 	spk_a      	spk_a  	spk_b  	True 
 538	True 	spk_a      	spk_a  	spk_b  	True 
 539	True 	spk_a      	spk_a  	spk_b  	True 
 540	True 	spk_a      	spk_a  	spk_b  	True 
 541	True 	spk_a      	spk_a  	spk_b  	True 
 542	True 	spk_a      	spk_a  	spk_b  	True 
 543	True 	spk_a      	spk_a  	spk_b  	True 
 544	True 	spk_a      	spk_a  	spk_a  	True 
 545	True 	spk_a      	spk_a  	spk_a  	True 
 546	True 	spk_a      	spk_a  	spk_a  	True 
 547	True 	spk_a      	spk_a  	spk_a  	True 
 548	True 	spk_a      	spk_a  	spk_a  	True 
 549	True 	spk_a      	spk_a  	spk_a  	True 
 550	True 	spk_a      	spk_a  	spk_a  	True 
 551	True 	spk_a      	spk_a  	spk_a  	True 
 552	True 	spk_a      	spk_a  	spk_a  	True 
 553	True 	spk_a      	spk_a  	spk_a  	True 
 554	True 	spk_a      	spk_a  	spk_a  	True 
 555	True 	spk_a      	spk_a  	spk_a  	True 
 556	True 	spk_a      	spk_a  	spk_a  	True 
 557	True 	spk_a      	spk_a  	spk_a  	True 
 558	True 	spk_a      	spk_a  	spk_a  	True 
 559	True 	spk_a      	spk_a  	spk_b  	True 
 560	True 	spk_a      	spk_a  	spk_b  	True 
 561	True 	spk_a      	spk_a  	spk_b  	True 
 562	True 	spk_a      	spk_a  	spk_b  	True 
 563	True 	spk_a      	spk_a  	spk_b  	True 
 564	False	silence    	spk_a  	spk_b  	False
 565	False	silence    	spk_a  	spk_b  	False
 566	False	silence    	spk_a  	spk_b  	False
 567	False	silence    	spk_a  	spk_b  	False
 568	False	silence    	spk_a  	spk_b  	False
 569	False	silence    	spk_a  	spk_b  	False
 570	False	silence    	spk_a  	spk_b  	False
 571	False	silence    	spk_a  	spk_b  	False
 572	False	silence    	spk_a  	spk_b  	False
 573	False	silence    	spk_a  	spk_b  	False
 574	False	silence    	spk_a  	spk_b  	False
 575	False	silence    	spk_a  	spk_b  	False
 576	False	silence    	spk_a  	spk_b  	False
 577	False	silence    	spk_a  	spk_b  	False
 578	False	silence    	spk_a  	spk_b  	False
 579	True 	spk_a      	spk_a  	spk_b  	True 
 580	True 	spk_a      	spk_a  	spk_b  	True 
 581	True 	spk_a      	spk_a  	spk_b  	True 
 582	True 	spk_a      	spk_a  	spk_b  	True 
 583	True 	spk_a      	spk_a  	spk_b  	True 
 584	True 	spk_a      	spk_a  	spk_b  	True 
 585	True 	spk_a      	spk_a  	spk_b  	True 
 586	True 	spk_a      	spk_a  	spk_b  	True 
 587	True 	spk_a      	spk_a  	spk_b  	True 
 588	True 	spk_a      	spk_a  	spk_b  	True 
 589	True 	spk_a      	spk_a  	spk_a  	True 
 590	True 	spk_a      	spk_a  	spk_a  	True 
 591	True 	spk_a      	spk_a  	spk_a  	True 
 592	True 	spk_a      	spk_a  	spk_a  	True 
 593	True 	spk_a      	spk_a  	spk_b  	True 
 594	True 	spk_a      	spk_a  	spk_b  	True 
 595	True 	spk_a      	spk_a  	spk_b  	True 
 596	True 	spk_a      	spk_a  	spk_b  	True 
 597	True 	spk_a      	spk_a  	spk_b  	True 
 598	True 	spk_a      	spk_a  	spk_b  	True 
 599	True 	spk_a      	spk_a  	spk_b  	True 
 600	True 	spk_a      	spk_a  	spk_b  	True 
 601	True 	spk_a      	spk_a  	spk_b  	True 
 602	True 	spk_a      	spk_a  	spk_b  	True 
 603	True 	spk_a      	spk_a  	spk_b  	True 
 604	True 	spk_a      	spk_a  	spk_b  	True 
 605	True 	spk_a      	spk_a  	spk_b  	True 
 606	True 	spk_a      	spk_a  	spk_b  	True 
 607	True 	spk_a      	spk_a  	spk_b  	True 
 608	True 	spk_a      	spk_a  	spk_a  	True 
 609	True 	spk_a      	spk_a  	spk_a  	True 
 610	True 	spk_a      	spk_a  	spk_a  	True 
 611	True 	spk_a      	spk_a  	spk_a  	True 
 612	True 	spk_a      	spk_a  	spk_a  	True 
 613	True 	spk_a      	spk_a  	spk_a  	True 
 614	True 	spk_a      	spk_a  	spk_a  	True 
 615	True 	spk_a      	spk_a  	spk_a  	True 
 616	True 	spk_a      	spk_a  	spk_a  	True 
 617	True 	spk_a      	spk_a  	spk_a  	True 
 618	True 	spk_a      	spk_a  	spk_b  	True 
 619	True 	spk_a      	spk_a  	spk_b  	True 
 620	True 	spk_a      	spk_a  	spk_b  	True 
 621	True 	spk_a      	spk_a  	spk_b  	True 
 622	True 	spk_a      	spk_a  	spk_a  	True 
 623	True 	spk_a      	spk_a  	spk_a  	True 
 624	True 	spk_a      	spk_a  	spk_a  	True 
 625	True 	spk_a      	spk_a  	spk_a  	True 
 626	True 	spk_a      	spk_a  	spk_a  	True 
 627	True 	spk_a      	spk_a  	spk_a  	True 
 628	True 	spk_a      	spk_a  	spk_a  	True 
 629	True 	spk_a      	spk_a  	spk_a  	True 
 630	True 	spk_a      	spk_a  	spk_a  	True 
 631	True 	spk_a      	spk_a  	spk_a  	True 
 632	True 	spk_a      	spk_a  	spk_a  	True 
 633	False	silence    	spk_a  	spk_a  	False
 634	False	silence    	spk_a  	spk_a  	False
 635	False	silence    	spk_a  	spk_a  	False
 636	False	silence    	spk_a  	spk_a  	False
 637	False	silence    	spk_a  	spk_a  	False
 638	False	silence    	spk_a  	spk_a  	False
 639	False	silence    	spk_a  	spk_a  	False
 640	False	silence    	spk_a  	spk_a  	False
 641	False	silence    	spk_a  	spk_a  	False
 642	False	silence    	spk_a  	spk_a  	False
 643	False	silence    	spk_a  	spk_b  	False
 644	False	silence    	spk_a  	spk_b  	False
 645	False	silence    	spk_a  	spk_b  	False
 646	False	silence    	spk_a  	spk_b  	False
 647	False	silence    	spk_a  	spk_b  	False
 648	False	silence    	spk_a  	spk_b  	False
 649	False	silence    	spk_a  	spk_b  	False
 650	False	silence    	spk_a  	spk_b  	False
 651	True 	silence    	spk_a  	spk_b  	False
 652	True 	spk_a      	spk_a  	spk_b  	True 
 653	True 	spk_a      	spk_a  	spk_b  	True 
 654	True 	spk_a      	spk_a  	spk_b  	True 
 655	True 	spk_a      	none   	spk_b  	False
 656	True 	spk_a      	none   	spk_b  	False
 657	True 	spk_a      	none   	spk_b  	False
 658	True 	spk_a      	none   	spk_a  	False
 659	True 	spk_b      	none   	spk_a  	False
 660	True 	spk_b      	none   	spk_a  	False
 661	True 	spk_b      	none   	spk_a  	False
 662	True 	spk_b      	spk_b  	spk_a  	True 
 663	True 	spk_b      	spk_b  	spk_a  	True 
 664	True 	spk_b      	spk_b  	spk_a  	True 
 665	True 	spk_b      	spk_b  	spk_b  	True 
 666	True 	spk_b      	spk_b  	spk_b  	True 
 667	True 	spk_b      	spk_b  	spk_b  	True 
 668	True 	spk_b      	spk_b  	spk_b  	True 
 669	True 	spk_b      	spk_b  	spk_b  	True 
 670	True 	spk_b      	spk_b  	spk_b  	True 
 671	True 	spk_b      	spk_b  	spk_b  	True 
 672	True 	spk_b      	spk_b  	spk_b  	True 
 673	True 	spk_b      	spk_b  	spk_b  	True 
 674	True 	spk_b      	spk_b  	spk_b  	True 
 675	True 	spk_b      	spk_b  	spk_b  	True 
 676	True 	spk_b      	spk_b  	spk_b  	True 
 677	True 	spk_b      	spk_b  	spk_b  	True 
 678	True 	spk_b      	spk_b  	spk_b  	True 
 679	True 	spk_b      	spk_b  	spk_b  	True 
 680	True 	spk_b      	spk_b  	spk_b  	True 
 681	True 	spk_b      	spk_b  	spk_b  	True 
 682	True 	spk_b      	spk_b  	spk_b  	True 
 683	True 	spk_b      	spk_b  	spk_b  	True 
 684	True 	spk_b      	spk_b  	spk_b  	True 
 685	True 	spk_b      	spk_b  	spk_b  	True 
 686	True 	spk_b      	spk_b  	spk_b  	True 
 687	False	spk_b      	spk_b  	spk_b  	False
 688	False	spk_b      	spk_b  	spk_b  	False
 689	False	spk_b      	spk_b  	spk_b  	False
 690	True 	spk_b      	spk_b  	spk_b  	True 
 691	True 	spk_b      	spk_b  	spk_b  	True 
 692	True 	spk_b      	spk_b  	spk_b  	True 
 693	True 	spk_b      	spk_b  	spk_b  	True 
 694	True 	spk_b      	spk_b  	spk_b  	True 
 695	True 	spk_b      	spk_b  	spk_b  	True 
 696	True 	spk_b      	spk_b  	spk_b  	True 
 697	True 	spk_b      	spk_b  	spk_b  	True 
 698	True 	spk_b      	spk_b  	spk_b  	True 
 699	True 	spk_b      	spk_b  	spk_b  	True 
 700	True 	spk_b      	spk_b  	spk_b  	True 
 701	True 	spk_b      	spk_b  	spk_b  	True 
 702	True 	spk_b      	spk_b  	spk_b  	True 
 703	True 	spk_b      	spk_b  	spk_b  	True 
 704	True 	spk_b      	spk_b  	spk_b  	True 
 705	True 	spk_b      	spk_b  	spk_b  	True 
 706	True 	spk_b      	spk_b  	spk_b  	True 
 707	True 	spk_b      	spk_b  	spk_b  	True 
 708	True 	spk_b      	spk_b  	spk_b  	True 
 709	True 	spk_b      	spk_b  	spk_b  	True 
 710	True 	spk_b      	spk_b  	spk_b  	True 
 711	True 	spk_b      	spk_b  	spk_b  	True 
 712	True 	spk_b      	spk_b  	spk_b  	True 
 713	True 	spk_b      	spk_b  	spk_a  	True 
 714	True 	spk_b      	spk_b  	spk_a  	True 
 715	True 	spk_b      	spk_b  	spk_a  	True 
 716	True 	spk_b      	spk_b  	spk_a  	True 
 717	True 	spk_b      	spk_b  	spk_a  	True 
 718	True 	spk_b      	spk_b  	spk_a  	True 
 719	True 	spk_b      	spk_b  	spk_a  	True 
 720	True 	spk_b      	spk_b  	spk_b  	True 
 721	True 	spk_b      	spk_b  	spk_b  	True 
 722	True 	spk_b      	spk_b  	spk_b  	True 
 723	True 	spk_b      	spk_b  	spk_b  	True 
 724	True 	spk_b      	spk_b  	spk_b  	True 
 725	True 	spk_b      	spk_b  	spk_b  	True 
 726	False	silence    	spk_b  	spk_b  	False
 727	False	silence    	spk_b  	spk_b  	False
 728	False	silence    	spk_b  	spk_b  	False
 729	False	silence    	spk_b  	spk_b  	False
 730	False	silence    	spk_b  	spk_b  	False
 731	False	silence    	spk_b  	spk_b  	False
 732	False	silence    	spk_b  	spk_b  	False
 733	False	silence    	spk_b  	spk_b  	False
 734	False	silence    	spk_b  	spk_b  	False
 735	True 	spk_b      	spk_b  	spk_b  	True 
 736	True 	spk_b      	spk_b  	spk_b  	True 
 737	True 	spk_b      	spk_b  	spk_b  	True 
 738	True 	spk_b      	spk_b  	spk_b  	True 
 739	True 	spk_b      	spk_b  	spk_b  	True 
 740	True 	spk_b      	spk_b  	spk_b  	True 
 741	True 	spk_b      	spk_b  	spk_b  	True 
 742	True 	spk_b      	spk_b  	spk_b  	True 
 743	True 	spk_b      	spk_b  	spk_b  	True 
 744	True 	spk_b      	spk_b  	spk_b  	True 
 745	True 	spk_b      	spk_b  	spk_b  	True 
 746	True 	spk_b      	spk_b  	spk_b  	True 
 747	True 	spk_b      	spk_b  	spk_b  	True 
 748	True 	spk_b      	spk_b  	spk_b  	True 
 749	True 	spk_b      	spk_b  	spk_b  	True 
 750	True 	spk_b      	spk_b  	spk_b  	True 
 751	True 	spk_b      	spk_b  	spk_b  	True 
 752	True 	spk_b      	spk_b  	spk_b  	True 
 753	True 	spk_b      	spk_b  	spk_b  	True 
 754	True 	spk_b      	spk_b  	spk_b  	True 
 755	True 	spk_b      	spk_b  	spk_b  	True 
 756	True 	spk_b      	spk_b  	spk_b  	True 
 757	True 	spk_b      	spk_b  	spk_b  	True 
 758	True 	spk_b      	spk_b  	spk_b  	True 
 759	True 	spk_b      	spk_b  	spk_b  	True 
 760	True 	spk_b      	spk_b  	spk_b  	True 
 761	True 	spk_b      	spk_b  	spk_b  	True 
 762	True 	spk_b      	spk_b  	spk_b  	True 
 763	True 	spk_b      	spk_b  	spk_b  	True 
 764	True 	spk_b      	spk_b  	spk_b  	True 
 765	True 	spk_b      	spk_b  	spk_b  	True 
 766	True 	spk_b      	spk_b  	spk_b  	True 
 767	True 	spk_b      	spk_b  	spk_b  	True 
 768	True 	spk_b      	spk_b  	spk_b  	True 
 769	True 	spk_b      	spk_b  	spk_b  	True 
 770	True 	spk_b      	spk_b  	spk_a  	True 
 771	True 	spk_b      	spk_b  	spk_b  	True 
 772	True 	spk_b      	spk_b  	spk_b  	True 
 773	True 	spk_b      	spk_b  	spk_b  	True 
 774	True 	spk_b      	spk_b  	spk_b  	True 
 775	True 	spk_b      	spk_b  	spk_b  	True 
 776	True 	spk_b      	spk_b  	spk_b  	True 
 777	True 	spk_b      	spk_b  	spk_b  	True 
 778	True 	spk_b      	spk_b  	spk_b  	True 
 779	True 	spk_b      	spk_b  	spk_b  	True 
 780	True 	spk_b      	spk_b  	spk_b  	True 
 781	True 	spk_b      	spk_b  	spk_b  	True 
 782	True 	spk_b      	spk_b  	spk_b  	True 
 783	True 	spk_b      	spk_b  	spk_b  	True 
 784	True 	spk_b      	spk_b  	spk_b  	True 
 785	True 	spk_b      	spk_b  	spk_b  	True 
 786	True 	spk_b      	spk_b  	spk_b  	True 
 787	True 	spk_b      	spk_b  	spk_b  	True 
 788	True 	spk_b      	spk_b  	spk_b  	True 
 789	True 	spk_b      	spk_b  	spk_b  	True 
 790	True 	spk_b      	spk_b  	spk_b  	True 
 791	True 	spk_b      	spk_b  	spk_b  	True 
 792	True 	spk_b      	spk_b  	spk_b  	True 
 793	True 	spk_b      	spk_b  	spk_b  	True 
 794	True 	spk_b      	spk_b  	spk_b  	True 
 795	True 	spk_b      	spk_b  	spk_b  	True 
 796	True 	spk_b      	spk_b  	spk_b  	True 
 797	True 	spk_b      	spk_b  	spk_b  	True 
 798	True 	spk_b      	spk_b  	spk_b  	True 
 799	True 	spk_b      	spk_b  	spk_b  	True 
 800	True 	spk_b      	spk_b  	spk_b  	True 
 801	True 	spk_b      	spk_b  	spk_b  	True 
 802	True 	spk_b      	spk_b  	spk_b  	True 
 803	True 	spk_b      	spk_b  	spk_b  	True 
 804	True 	spk_b      	spk_b  	spk_b  	True 
 805	True 	spk_b      	spk_b  	spk_b  	True 
 806	True 	spk_b      	spk_b  	spk_b  	True 
 807	True 	spk_b      	spk_b  	spk_b  	True 
 808	True 	spk_b      	spk_b  	spk_b  	True 
 809	True 	spk_b      	spk_b  	spk_b  	True 
 810	True 	spk_b      	spk_b  	spk_b  	True 
 811	True 	spk_b      	spk_b  	spk_b  	True 
 812	True 	spk_b      	spk_b  	spk_b  	True 
 813	True 	spk_b      	spk_b  	spk_b  	True 
 814	True 	spk_b      	spk_b  	spk_b  	True 
 815	True 	spk_b      	spk_b  	spk_b  	True 
 816	True 	spk_b      	spk_b  	spk_b  	True 
 817	True 	spk_b      	spk_b  	spk_b  	True 
 818	True 	spk_b      	spk_b  	spk_b  	True 
 819	True 	spk_b      	spk_b  	spk_b  	True 
 820	True 	spk_b      	spk_b  	spk_b  	True 
 821	True 	spk_b      	spk_b  	spk_b  	True 
 822	True 	spk_b      	spk_b  	spk_b  	True 
 823	True 	spk_b      	spk_b  	spk_b  	True 
 824	True 	spk_b      	spk_b  	spk_a  	True 
 825	True 	spk_b      	spk_b  	spk_a  	True 
 826	True 	spk_b      	spk_b  	spk_a  	True 
 827	True 	spk_b      	spk_b  	spk_a  	True 
 828	True 	spk_b      	spk_b  	spk_a  	True 
 829	True 	spk_b      	spk_b  	spk_a  	True 
 830	True 	spk_b      	spk_b  	spk_a  	True 
 831	True 	spk_b      	spk_b  	spk_a  	True 
 832	True 	spk_b      	spk_b  	spk_a  	True 
 833	True 	spk_b      	spk_b  	spk_a  	True 
 834	True 	spk_b      	spk_b  	spk_a  	True 
 835	True 	spk_b      	spk_b  	spk_a  	True 
 836	True 	spk_b      	spk_b  	spk_a  	True 
 837	True 	spk_b      	spk_b  	spk_a  	True 
 838	True 	spk_b      	spk_b  	spk_a  	True 
 839	True 	spk_b      	spk_b  	spk_a  	True 
 840	True 	spk_b      	spk_b  	spk_a  	True 
 841	True 	spk_b      	spk_b  	spk_a  	True 
 842	True 	spk_b      	spk_b  	spk_a  	True 
 843	False	silence    	spk_b  	spk_a  	False
 844	False	silence    	spk_b  	spk_a  	False
 845	False	silence    	spk_b  	spk_a  	False
 846	False	silence    	spk_b  	spk_a  	False
 847	False	silence    	spk_b  	spk_b  	False
 848	False	silence    	spk_b  	spk_b  	False
 849	False	silence    	spk_b  	spk_b  	False
 850	False	silence    	spk_b  	spk_b  	False
 851	False	silence    	spk_b  	spk_b  	False
 852	False	silence    	spk_b  	spk_b  	False
 853	False	silence    	spk_b  	spk_b  	False
 854	False	silence    	spk_b  	spk_b  	False
 855	False	silence    	spk_b  	spk_b  	False
 856	False	silence    	spk_b  	spk_b  	False
 857	False	silence    	spk_b  	spk_b  	False
 858	True 	spk_b      	spk_b  	spk_b  	True 
 859	True 	spk_b      	spk_b  	spk_b  	True 
 860	True 	spk_b      	spk_b  	spk_b  	True 
 861	True 	spk_b      	spk_b  	spk_b  	True 
 862	True 	spk_b      	spk_b  	spk_b  	True 
 863	True 	spk_b      	spk_b  	spk_b  	True 
 864	True 	spk_b      	spk_b  	spk_b  	True 
 865	True 	spk_b      	spk_b  	spk_b  	True 
 866	True 	spk_b      	spk_b  	spk_b  	True 
 867	True 	spk_b      	spk_b  	spk_b  	True 
 868	True 	spk_b      	spk_b  	spk_b  	True 
 869	True 	spk_b      	spk_b  	spk_b  	True 
 870	True 	spk_b      	spk_b  	spk_b  	True 
 871	True 	spk_b      	spk_b  	spk_b  	True 
 872	True 	spk_b      	spk_b  	spk_b  	True 
 873	True 	spk_b      	spk_b  	spk_b  	True 
 874	True 	spk_b      	spk_b  	spk_b  	True 
 875	True 	spk_b      	spk_b  	spk_b  	True 
 876	True 	spk_b      	spk_b  	spk_b  	True 
 877	True 	spk_b      	spk_b  	spk_b  	True 
 878	True 	spk_b      	spk_b  	spk_b  	True 
 879	True 	spk_b      	spk_b  	spk_b  	True 
 880	True 	spk_b      	spk_b  	spk_b  	True 
 881	True 	spk_b      	spk_b  	spk_b  	True 
 882	True 	spk_b      	spk_b  	spk_b  	True 
 883	True 	spk_b      	spk_b  	spk_b  	True 
 884	True 	spk_b      	spk_b  	spk_b  	True 
 885	True 	spk_b      	spk_b  	spk_b  	True 
 886	True 	spk_b      	spk_b  	spk_b  	True 
 887	True 	spk_b      	spk_b  	spk_b  	True 
 888	True 	spk_b      	spk_b  	spk_b  	True 
 889	True 	spk_b      	spk_b  	spk_b  	True 
 890	True 	spk_b      	spk_b  	spk_b  	True 
 891	True 	spk_b      	spk_b  	spk_b  	True 
 892	True 	spk_b      	spk_b  	spk_b  	True 
 893	True 	spk_b      	spk_b  	spk_a  	True 
 894	True 	spk_b      	spk_b  	spk_a  	True 
 895	True 	spk_b      	spk_b  	spk_a  	True 
 896	True 	spk_b      	spk_b  	spk_b  	True 
 897	True 	spk_b      	spk_b  	spk_b  	True 
 898	True 	spk_b      	spk_b  	spk_b  	True 
 899	True 	spk_b      	spk_b  	spk_b  	True 
 900	True 	spk_b      	spk_b  	spk_b  	True 
 901	True 	spk_b      	spk_b  	spk_a  	True 
 902	True 	spk_b      	spk_b  	spk_a  	True 
 903	True 	spk_b      	spk_b  	spk_a  	True 
 904	True 	spk_b      	spk_b  	spk_a  	True 
 905	True 	spk_b      	spk_b  	spk_a  	True 
 906	True 	spk_b      	spk_b  	spk_a  	True 
 907	True 	spk_b      	spk_b  	spk_a  	True 
 908	True 	spk_b      	spk_b  	spk_a  	True 
 909	True 	spk_b      	spk_b  	spk_a  	True 
 910	True 	spk_b      	spk_b  	spk_a  	True 
 911	True 	spk_b      	spk_b  	spk_a  	True 
 912	True 	spk_b      	spk_b  	spk_b  	True 
 913	True 	spk_b      	spk_b  	spk_a  	True 
 914	True 	spk_b      	spk_b  	spk_a  	True 
 915	True 	spk_b      	spk_b  	spk_a  	True 
 916	True 	spk_b      	spk_b  	spk_b  	True 
 917	True 	spk_b      	spk_b  	spk_b  	True 
 918	True 	spk_b      	spk_b  	spk_b  	True 
 919	True 	spk_b      	spk_b  	spk_b  	True 
 920	True 	spk_b      	spk_b  	spk_b  	True 
 921	True 	spk_b      	spk_b  	spk_b  	True 
 922	True 	spk_b      	spk_b  	spk_b  	True 
 923	True 	spk_b      	spk_b  	spk_b  	True 
 924	True 	spk_b      	spk_b  	spk_b  	True 
 925	True 	spk_b      	spk_b  	spk_a  	True 
 926	True 	spk_b      	spk_b  	spk_a  	True 
 927	True 	spk_b      	spk_b  	spk_a  	True 
 928	True 	spk_b      	spk_b  	spk_b  	True 
 929	True 	spk_b      	spk_b  	spk_b  	True 
 930	True 	spk_b      	spk_b  	spk_b  	True 
 931	True 	spk_b      	spk_b  	spk_b  	True 
 932	True 	spk_b      	spk_b  	spk_b  	True 
 933	True 	spk_b      	spk_b  	spk_b  	True 
 934	True 	spk_b      	spk_b  	spk_b  	True 
 935	True 	spk_b      	spk_b  	spk_a  	True 
 936	True 	spk_b      	spk_b  	spk_a  	True 
 937	True 	spk_b      	spk_b  	spk_a  	True 
 938	True 	spk_b      	spk_b  	spk_a  	True 
 939	True 	spk_b      	spk_b  	spk_a  	True 
 940	True 	spk_b      	spk_b  	spk_a  	True 
 941	True 	spk_b      	spk_b  	spk_a  	True 
 942	True 	spk_b      	spk_b  	spk_a  	True 
 943	True 	spk_b      	spk_b  	spk_a  	True 
 944	True 	spk_b      	spk_b  	spk_a  	True 
 945	True 	spk_b      	spk_b  	spk_a  	True 
 946	True 	spk_b      	spk_b  	spk_a  	True 
 947	True 	spk_b      	spk_b  	spk_a  	True 
 948	True 	spk_b      	spk_b  	spk_a  	True 
 949	True 	spk_b      	spk_b  	spk_a  	True 
 950	True 	spk_b      	spk_b  	spk_a  	True 
 951	True 	spk_b      	spk_b  	spk_a  	True 
 952	True 	spk_b      	spk_b  	spk_b  	True 
 953	True 	spk_b      	spk_b  	spk_b  	True 
 954	True 	spk_b      	spk_b  	spk_b  	True 
 955	True 	spk_b      	spk_b  	spk_b  	True 
 956	True 	spk_b      	spk_b  	spk_b  	True 
 957	True 	spk_b      	spk_b  	spk_b  	True 
 958	True 	spk_b      	spk_b  	spk_b  	True 
 959	True 	spk_b      	spk_b  	spk_b  	True 
 960	True 	spk_b      	spk_b  	spk_b  	True 
 961	True 	spk_b      	spk_b  	spk_b  	True 
 962	True 	spk_b      	spk_b  	spk_b  	True 
 963	False	silence    	spk_b  	spk_b  	False
 964	False	silence    	spk_b  	spk_b  	False
 965	False	silence    	spk_b  	spk_b  	False
 966	False	silence    	spk_b  	spk_b  	False
 967	False	silence    	spk_b  	spk_b  	False
 968	False	silence    	spk_b  	spk_b  	False
 969	False	silence    	spk_b  	spk_b  	False
 970	False	silence    	spk_b  	spk_b  	False
 971	False	silence    	spk_b  	spk_b  	False
 972	False	silence    	spk_b  	spk_b  	False
 973	False	silence    	spk_b  	spk_b  	False
 974	False	silence    	spk_b  	spk_b  	False
 975	False	silence    	spk_b  	spk_b  	False
 976	False	silence    	spk_b  	spk_b  	False
 977	False	silence    	spk_b  	spk_b  	False
 978	True 	spk_b      	spk_b  	spk_b  	True 
 979	True 	spk_b      	spk_b  	spk_b  	True 
 980	True 	spk_b      	spk_b  	spk_b  	True 
 981	True 	spk_b      	spk_b  	spk_b  	True 
 982	True 	spk_b      	spk_b  	spk_b  	True 
 983	True 	spk_b      	spk_b  	spk_b  	True 
 984	True 	spk_b      	spk_b  	spk_b  	True 
 985	True 	spk_b      	spk_b  	spk_b  	True 
 986	True 	spk_b      	spk_b  	spk_b  	True 
 987	True 	spk_b      	spk_b  	spk_b  	True 
 988	True 	spk_b      	spk_b  	spk_b  	True 
 989	True 	spk_b      	spk_b  	spk_b  	True 
 990	True 	spk_b      	spk_b  	spk_b  	True 
 991	True 	spk_b      	spk_b  	spk_b  	True 
 992	True 	spk_b      	spk_b  	spk_b  	True 
 993	True 	spk_b      	spk_b  	spk_b  	True 
 994	True 	spk_b      	spk_b  	spk_b  	True 
 995	True 	spk_b      	spk_b  	spk_b  	True 
 996	True 	spk_b      	spk_b  	spk_b  	True 
 997	True 	spk_b      	spk_b  	spk_b  	True 
 998	True 	spk_b      	spk_b  	spk_b  	True 
 999	True 	spk_b      	spk_b  	spk_b  	True 
1000	True 	spk_b      	spk_b  	spk_b  	True 
1001	True 	spk_b      	spk_b  	spk_b  	True 
1002	True 	spk_b      	spk_b  	spk_b  	True 
1003	True 	spk_b      	spk_b  	spk_b  	True 
1004	True 	spk_b      	spk_b  	spk_b  	True 
1005	True 	spk_b      	spk_b  	spk_b  	True 
1006	True 	spk_b      	spk_b  	spk_b  	True 
1007	True 	spk_b      	spk_b  	spk_b  	True 
1008	True 	spk_b      	spk_b  	spk_b  	True 
1009	True 	spk_b      	spk_b  	spk_b  	True 
1010	True 	spk_b      	spk_b  	spk_b  	True 
1011	True 	spk_b      	spk_b  	spk_b  	True 
1012	True 	spk_b      	spk_b  	spk_b  	True 
1013	True 	spk_b      	spk_b  	spk_b  	True 
1014	True 	spk_b      	spk_b  	spk_b  	True 
1015	True 	spk_b      	spk_b  	spk_b  	True 
1016	True 	spk_b      	spk_b  	spk_b  	True 
1017	False	silence    	spk_b  	spk_b  	False
1018	False	silence    	spk_b  	spk_b  	False
1019	False	silence    	spk_b  	spk_b  	False
1020	False	silence    	spk_b  	spk_b  	False
